PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Shane Battier,30,13,13,496,2.4,5.9,0.40700000000000003,1.2,3.9,0.315,1.2,2.0,0.593,1.6,1.7,0.9570000000000001,1.5,3.1,4.6,2.3,1.0,0.7,1.1,2.4,7.6
Metta World Peace,29,13,13,488,5.9,15.0,0.39399999999999996,1.7,6.1,0.27699999999999997,4.2,8.9,0.475,1.5,2.1,0.7140000000000001,0.9,3.2,4.1,4.0,1.0,0.2,2.4,2.0,15.0
Aaron Brooks,24,13,13,444,6.2,13.8,0.45299999999999996,2.2,5.2,0.42200000000000004,4.1,8.6,0.47200000000000003,3.0,3.7,0.804,0.3,2.4,2.8,3.6,0.4,0.2,2.4,2.4,17.7
Luis Scola,28,13,13,424,6.5,13.2,0.494,0.0,0.0,,6.5,13.2,0.494,2.8,4.2,0.6729999999999999,2.4,6.9,9.3,2.0,0.6,0.3,1.9,3.8,15.9
Yao Ming,28,9,9,323,6.0,11.0,0.545,0.0,0.0,,6.0,11.0,0.545,5.1,5.7,0.902,2.1,8.8,10.9,1.0,0.4,1.2,1.9,3.0,17.2
Kyle Lowry,22,13,0,254,3.0,8.9,0.33299999999999996,0.6,2.3,0.25,2.4,6.7,0.36200000000000004,3.3,4.4,0.742,1.1,4.3,5.4,4.5,1.7,0.1,2.4,3.3,9.8
Carl Landry,25,13,0,240,5.9,10.5,0.557,0.0,0.3,0.0,5.9,10.2,0.574,2.8,5.0,0.5760000000000001,2.4,5.2,7.7,0.5,0.6,0.7,2.1,4.1,14.5
Von Wafer,23,13,0,181,7.8,18.3,0.424,1.8,4.4,0.409,6.0,13.9,0.429,3.8,4.4,0.8640000000000001,0.0,2.4,2.4,1.8,0.4,0.2,2.2,2.2,21.1
Chuck Hayes,25,13,4,173,2.1,4.4,0.47600000000000003,0.0,0.4,0.0,2.1,4.0,0.526,0.0,0.0,,2.7,5.4,8.1,2.1,2.7,0.4,0.8,5.6,4.2
Brent Barry,37,4,0,35,5.1,10.3,0.5,3.1,8.2,0.375,2.1,2.1,1.0,0.0,0.0,,0.0,4.1,4.1,3.1,2.1,0.0,4.1,3.1,13.4
Brian Cook,28,6,0,32,4.5,16.9,0.267,2.3,10.1,0.222,2.3,6.8,0.33299999999999996,0.0,0.0,,3.4,10.1,13.5,3.4,2.3,1.1,4.5,4.5,11.3
Dikembe Mutombo,42,2,0,20,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.6,0.0,1.8,14.4,16.2,0.0,1.8,3.6,0.0,9.0,0.0
James White,26,5,0,12,9.0,27.0,0.33299999999999996,3.0,6.0,0.5,6.0,21.0,0.28600000000000003,0.0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,21.0
