SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,19,NOH,Chris Paul,23,5,5,201,5.4,13.1,0.41,0.9,2.9,0.31,4.5,10.2,0.44,3.2,3.8,0.86,0.7,3.2,3.9,9.3,1.4,0.0,4.3,1.4,14.9
2009,19,NOH,David West,28,5,5,178,6.5,16.2,0.4,0.0,0.0,,6.5,16.2,0.4,5.3,5.9,0.9,1.0,6.5,7.5,1.2,1.0,0.4,2.8,3.8,18.2
2009,19,NOH,Peja StojakoviA,31,5,5,162,4.0,10.9,0.37,1.8,5.8,0.31,2.2,5.1,0.44,2.7,2.9,0.92,0.9,2.2,3.1,0.4,0.9,0.2,1.3,3.8,12.4
2009,19,NOH,Rasual Butler,29,5,5,158,3.9,8.4,0.46,2.3,4.3,0.53,1.6,4.1,0.39,2.1,2.1,1.0,0.7,2.7,3.4,0.2,0.2,0.9,1.4,3.2,12.1
2009,19,NOH,James Posey,32,5,0,123,4.4,11.7,0.38,1.5,5.6,0.26,2.9,6.1,0.48,6.4,7.6,0.85,1.5,7.6,9.1,0.9,0.9,0.0,2.9,3.5,16.7
2009,19,NOH,Tyson Chandler,26,4,4,94,2.3,4.6,0.5,0.0,0.0,,2.3,4.6,0.5,1.1,2.3,0.5,3.1,5.0,8.0,0.8,0.8,0.4,3.1,6.5,5.7
2009,19,NOH,Sean Marks,33,5,0,80,2.7,5.9,0.46,0.0,0.5,0.0,2.7,5.4,0.5,1.8,2.3,0.8,4.5,4.5,9.0,0.0,1.4,0.9,0.9,4.1,7.2
2009,19,NOH,Antonio Daniels,33,5,0,64,1.1,7.3,0.15,0.6,2.3,0.25,0.6,5.1,0.11,5.1,6.2,0.82,0.6,1.1,1.7,5.1,1.1,0.6,2.8,0.6,7.9
2009,19,NOH,Hilton Armstrong,24,4,1,53,4.1,8.8,0.46,0.0,0.0,,4.1,8.8,0.46,2.0,6.8,0.3,2.0,3.4,5.4,0.7,2.7,0.7,4.1,10.2,10.2
2009,19,NOH,Devin Brown,30,3,0,33,3.3,8.7,0.38,0.0,4.4,0.0,3.3,4.4,0.75,2.2,2.2,1.0,2.2,3.3,5.5,0.0,0.0,0.0,3.3,2.2,8.7
2009,19,NOH,Julian Wright,21,4,0,32,3.4,7.9,0.43,0.0,0.0,,3.4,7.9,0.43,2.3,4.5,0.5,0.0,6.8,6.8,2.3,0.0,1.1,1.1,6.8,9.0
2009,19,NOH,Morris Peterson,31,2,0,21,1.7,8.6,0.2,1.7,5.1,0.33,0.0,3.4,0.0,5.1,6.9,0.75,1.7,3.4,5.1,1.7,1.7,0.0,0.0,5.1,10.3
2009,19,NOH,Ryan Bowen,33,1,0,2,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
