Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,22.0,PHO,NBA,SG,80.0,39.0,2062.0,6.3,14.2,0.446,0.1,0.5,0.2,6.2,13.8,0.454,3.2,3.9,0.829,0.7,3.0,3.7,7.9,2.4,0.2,3.8,4.7,16.0,,98.0,108.0
1986,23.0,PHO,NBA,PG,82.0,82.0,2733.0,5.9,12.3,0.479,0.1,0.5,0.138,5.8,11.8,0.493,3.3,4.3,0.767,0.9,3.4,4.4,8.8,2.2,0.2,3.2,3.7,15.2,,108.0,109.0
1987,24.0,PHO,NBA,PG,82.0,82.0,2579.0,6.6,13.7,0.477,0.1,0.5,0.185,6.5,13.2,0.488,3.6,4.7,0.769,1.1,3.6,4.7,11.5,2.0,0.2,3.6,4.4,16.8,,110.0,112.0
1988,25.0,TOT,NBA,PG,68.0,33.0,1809.0,7.5,14.2,0.528,0.1,0.5,0.167,7.4,13.7,0.54,3.0,4.0,0.732,1.3,3.3,4.6,10.4,2.1,0.1,3.3,4.7,18.0,,113.0,112.0
1988,25.0,PHO,NBA,PG,50.0,33.0,1557.0,8.0,14.7,0.545,0.1,0.5,0.188,7.9,14.3,0.558,3.1,4.2,0.741,1.3,3.3,4.6,10.8,1.9,0.1,3.3,4.7,19.3,,116.0,113.0
1988,25.0,MIL,NBA,PG,18.0,0.0,252.0,3.9,10.5,0.37,0.0,0.4,0.0,3.9,10.2,0.385,1.8,2.7,0.643,1.0,3.5,4.5,8.0,3.9,0.2,3.7,4.5,9.6,,86.0,105.0
1989,26.0,MIL,NBA,PG,73.0,50.0,2220.0,7.6,15.7,0.483,0.5,2.1,0.266,7.0,13.6,0.516,2.8,3.5,0.816,1.5,2.6,4.1,8.9,3.1,0.1,3.5,4.1,18.5,,109.0,107.0
1990,27.0,MIL,NBA,PG,81.0,81.0,2818.0,8.6,17.5,0.494,0.4,1.2,0.3,8.3,16.2,0.508,3.9,5.0,0.786,1.4,3.3,4.7,8.2,2.7,0.2,2.6,4.4,21.5,,115.0,109.0
1991,28.0,MIL,NBA,PG,80.0,80.0,2726.0,8.8,17.6,0.502,1.1,2.9,0.373,7.7,14.6,0.528,3.5,4.4,0.799,1.0,3.0,4.0,9.9,2.4,0.1,2.8,4.3,22.3,,119.0,109.0
1992,29.0,MIL,NBA,PG,71.0,71.0,2261.0,8.4,17.8,0.469,0.9,3.2,0.292,7.4,14.6,0.508,4.3,5.5,0.783,1.0,3.1,4.1,10.4,2.6,0.3,3.3,4.7,22.0,,115.0,112.0
1993,30.0,UTA,NBA,SG,78.0,20.0,2034.0,7.0,16.1,0.436,0.4,1.8,0.2,6.6,14.3,0.466,2.5,3.2,0.777,1.0,2.5,3.5,7.7,2.5,0.3,3.2,5.8,16.9,,99.0,109.0
1994,31.0,UTA,NBA,SG,75.0,19.0,1619.0,7.4,17.0,0.436,1.2,3.1,0.396,6.2,14.0,0.444,1.8,2.4,0.75,1.1,2.9,4.0,7.0,2.1,0.4,3.0,5.3,17.9,,101.0,107.0
1995,32.0,TOT,NBA,"PG,SG",18.0,0.0,201.0,2.1,8.7,0.235,0.5,1.0,0.5,1.5,7.7,0.2,0.5,1.0,0.5,1.0,2.3,3.3,4.9,2.3,0.0,4.4,9.0,5.1,,60.0,110.0
1995,32.0,UTA,NBA,SG,12.0,0.0,149.0,1.4,8.7,0.16,0.7,1.0,0.667,0.7,7.7,0.091,0.0,0.0,,0.7,2.8,3.5,3.1,2.4,0.0,4.2,8.7,3.5,,45.0,108.0
1995,32.0,BOS,NBA,PG,6.0,0.0,52.0,3.9,8.8,0.444,0.0,1.0,0.0,3.9,7.9,0.5,2.0,3.9,0.5,2.0,1.0,2.9,9.8,2.0,0.0,4.9,9.8,9.8,,91.0,114.0
