PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Johnson,31,6,6,40.3,7.5,14.5,0.517,1.3,3.3,0.4,6.2,11.2,0.552,0.563,3.7,5.5,0.667,1.3,3.7,5.0,5.2,1.0,0.0,2.3,2.8,20.0
Stephen Jackson,27,6,6,37.8,5.0,13.7,0.366,1.0,4.3,0.231,4.0,9.3,0.429,0.402,2.3,3.0,0.778,0.8,3.7,4.5,3.3,0.7,0.2,2.5,3.8,13.3
Jermaine O'Neal,27,6,6,36.0,7.3,14.0,0.524,0.0,0.3,0.0,7.3,13.7,0.537,0.524,6.3,8.8,0.7170000000000001,1.5,6.0,7.5,1.7,0.5,2.3,4.3,4.7,21.0
Austin Croshere,30,6,2,29.2,2.0,6.3,0.316,1.5,3.8,0.391,0.5,2.5,0.2,0.434,2.7,3.0,0.889,0.8,2.8,3.7,1.2,0.8,0.0,1.0,1.8,8.2
Fred Jones,26,6,1,27.8,2.5,6.0,0.41700000000000004,1.0,2.7,0.375,1.5,3.3,0.45,0.5,1.8,2.0,0.917,0.3,3.0,3.3,2.5,1.0,0.2,1.3,2.2,7.8
Danny Granger,22,6,3,27.0,3.0,5.7,0.529,1.5,2.7,0.563,1.5,3.0,0.5,0.662,0.7,0.7,1.0,1.2,4.0,5.2,1.7,0.7,1.2,1.2,3.3,8.2
Peja Stojaković,28,2,2,25.5,4.0,9.0,0.444,0.0,1.5,0.0,4.0,7.5,0.5329999999999999,0.444,3.0,3.5,0.857,0.0,4.5,4.5,2.0,0.5,0.5,0.5,2.0,11.0
Jeff Foster,29,4,4,20.0,1.0,2.8,0.364,0.0,0.0,,1.0,2.8,0.364,0.364,0.8,1.0,0.75,2.8,3.3,6.0,0.8,1.0,0.3,0.0,2.3,2.8
Stephen Jackson,29,6,0,11.0,1.2,3.2,0.368,0.3,1.5,0.222,0.8,1.7,0.5,0.42100000000000004,0.2,0.3,0.5,0.2,0.8,1.0,1.0,0.0,0.2,0.8,1.2,2.8
Jamaal Tinsley,27,1,0,7.0,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,1.0,1.0,1.0,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0
David Harrison,23,6,0,5.2,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,1.2,2.0,0.583,0.2,0.7,0.8,0.0,0.2,0.2,0.7,1.8,2.2
Scot Pollard,30,4,0,3.8,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.3,1.0,1.3,0.0,0.3,0.0,0.3,1.3,0.0
Eddie Gill,27,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
