PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tim Duncan,29,13,13,37.9,9.3,16.2,0.573,0.0,0.2,0.0,9.3,16.1,0.579,0.573,7.2,10.1,0.718,2.5,8.0,10.5,3.3,0.8,1.9,2.6,3.8,25.8
Tony Parker,23,13,13,36.5,8.0,17.4,0.46,0.2,0.7,0.222,7.8,16.7,0.47,0.465,4.9,6.1,0.81,0.6,3.0,3.6,3.8,1.0,0.1,3.1,2.4,21.1
Bruce Bowen,34,13,13,34.0,2.5,4.7,0.525,1.2,2.3,0.5,1.3,2.4,0.5479999999999999,0.648,0.1,0.2,0.5,0.5,1.7,2.2,1.2,0.8,0.6,0.7,3.2,6.2
Manu Ginóbili,28,13,11,32.8,5.8,12.1,0.484,1.1,3.2,0.33299999999999996,4.8,8.8,0.539,0.529,5.6,6.7,0.8390000000000001,0.7,3.8,4.5,3.0,1.5,0.5,2.5,3.3,18.4
Michael Finley,32,13,4,31.6,3.8,8.1,0.47600000000000003,1.4,3.6,0.38299999999999995,2.5,4.5,0.552,0.562,1.4,1.5,0.9,0.1,3.7,3.8,1.4,0.6,0.2,0.7,1.5,10.5
Brent Barry,34,13,2,23.2,2.6,4.7,0.557,1.3,2.6,0.5,1.3,2.1,0.63,0.6970000000000001,1.2,1.6,0.762,0.2,2.2,2.5,1.7,0.7,0.2,0.7,2.2,7.8
Robert Horry,35,13,5,17.2,1.2,2.8,0.405,0.5,1.3,0.353,0.7,1.5,0.45,0.486,1.5,2.0,0.731,1.5,2.2,3.7,0.8,0.4,0.7,0.8,2.4,4.2
Rasho Nesterović,29,9,1,12.7,1.2,2.1,0.579,0.1,0.1,1.0,1.1,2.0,0.556,0.605,0.2,0.2,1.0,0.8,2.6,3.3,0.1,0.2,0.6,0.2,1.9,2.8
Nazr Mohammed,28,8,3,11.8,1.4,1.9,0.733,0.1,0.1,1.0,1.3,1.8,0.7140000000000001,0.767,1.6,2.3,0.722,1.9,2.0,3.9,0.1,0.4,0.8,1.0,2.1,4.5
Nick Van Exel,34,12,0,11.1,0.6,2.7,0.21899999999999997,0.3,0.8,0.3,0.3,1.8,0.182,0.266,0.8,0.8,1.0,0.1,0.9,1.0,1.4,0.3,0.2,0.4,1.2,2.2
Beno Udrih,23,7,0,6.7,1.4,4.3,0.33299999999999996,0.1,0.9,0.16699999999999998,1.3,3.4,0.375,0.35,0.6,0.7,0.8,0.1,0.4,0.6,1.1,0.0,0.0,0.4,1.1,3.6
Fabricio Oberto,30,7,0,4.9,0.4,1.3,0.33299999999999996,0.0,0.0,,0.4,1.3,0.33299999999999996,0.33299999999999996,0.1,0.6,0.25,0.4,0.4,0.9,0.1,0.1,0.4,0.3,1.0,1.0
