SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,14,LAL,Kobe Bryant,27,7,7,44.9,10.3,20.7,0.5,2.0,5.0,0.4,8.3,15.7,0.53,0.55,5.3,6.9,0.77,0.6,5.7,6.3,5.1,1.1,0.4,4.7,3.6,27.9
2006,14,LAL,Lamar Odom,26,7,7,44.9,7.0,14.1,0.5,0.9,4.3,0.2,6.1,9.9,0.62,0.52,4.3,6.4,0.67,2.1,8.9,11.0,4.9,0.4,1.1,3.3,3.3,19.1
2006,14,LAL,Smush Parker,24,7,7,36.9,3.4,10.3,0.33,0.6,3.7,0.15,2.9,6.6,0.44,0.36,1.4,1.4,1.0,1.3,1.7,3.0,1.6,2.1,0.1,1.7,3.4,8.9
2006,14,LAL,Luke Walton,25,7,7,33.6,5.4,11.9,0.46,0.6,1.6,0.36,4.9,10.3,0.47,0.48,0.7,0.7,1.0,1.4,5.0,6.4,1.7,1.0,0.1,1.6,2.3,12.1
2006,14,LAL,Kwame Brown,23,7,7,32.1,4.9,9.3,0.52,0.0,0.0,,4.9,9.3,0.52,0.52,3.1,4.4,0.71,2.4,4.1,6.6,1.0,0.3,0.9,1.7,3.0,12.9
2006,14,LAL,Sasha Vujaaic,21,7,0,18.4,1.6,3.7,0.42,1.3,2.1,0.6,0.3,1.6,0.18,0.6,1.6,1.6,1.0,0.4,2.0,2.4,0.9,0.6,0.0,0.4,2.0,6.0
2006,14,LAL,Devean George,28,7,0,17.3,1.9,4.9,0.38,1.3,3.0,0.43,0.6,1.9,0.31,0.52,0.3,0.7,0.4,0.3,2.0,2.3,0.6,0.6,0.1,0.0,1.9,5.3
2006,14,LAL,Brian Cook,25,7,0,11.1,2.6,6.6,0.39,0.6,1.6,0.36,2.0,5.0,0.4,0.44,0.6,0.6,1.0,1.6,1.6,3.1,1.1,0.1,0.0,0.4,2.1,6.3
2006,14,LAL,Ronny Turiaf,23,3,0,8.3,1.0,1.7,0.6,0.0,0.0,,1.0,1.7,0.6,0.6,1.7,2.0,0.83,1.3,1.0,2.3,0.0,0.0,0.3,0.7,1.7,3.7
2006,14,LAL,Aaron McKie,33,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,14,LAL,Jim Jackson,35,3,0,7.0,0.7,2.0,0.33,0.0,0.3,0.0,0.7,1.7,0.4,0.33,0.0,0.0,,0.7,0.3,1.0,0.7,0.3,0.3,0.7,1.3,1.3
2006,14,LAL,Andrew Bynum,18,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
