Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2020,13,1831,LAC,Los Angeles Clippers,Terance Mann,1996-10-18,23.0,NBA,SF,41,6,362,4.8,10.3,0.47,0.9,2.6,0.35,3.9,7.7,0.51,2.4,3.5,0.67,1.3,5.9,7.2,6.9,1.4,0.7,2.4,6.0,12.9,114,109
2021,13,1831,LAC,Los Angeles Clippers,Terance Mann,1996-10-18,24.0,NBA,SG,41,3,671,6.0,12.1,0.49,1.2,3.2,0.37,4.8,8.9,0.54,3.0,3.7,0.8,2.4,7.9,10.4,3.7,1.2,0.7,1.8,5.2,16.1,121,113
