Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2007,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",21.0,NBA,PF,65.0,1629.0,12.8,0.55,0.43,0.23,3.7,14.8,9.2,5.1,1.0,2.5,13.5,22.6,0.2,1.7,1.9,0.06,-1.1,-0.6,-1.8,0.1
2008,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",22.0,NBA,PF,78.0,1861.0,10.6,0.5,0.36,0.23,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,-0.3,1.6,1.4,0.04,-2.5,-1.2,-3.7,-0.8
2009,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",23.0,NBA,PF,78.0,2453.0,14.6,0.56,0.3,0.28,3.4,16.4,10.0,6.4,0.7,3.1,11.2,22.7,1.8,2.0,3.9,0.08,-0.1,-0.7,-0.8,0.7
2010,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",24.0,NBA,PF,80.0,2799.0,15.5,0.55,0.28,0.2,4.6,15.9,10.4,5.4,0.5,3.0,8.8,22.3,3.3,0.9,4.2,0.07,0.9,-1.7,-0.8,0.9
2011,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",25.0,NBA,C,66.0,2353.0,16.4,0.53,0.19,0.3,3.6,13.9,8.6,8.8,0.7,1.5,10.3,28.2,2.2,0.3,2.5,0.05,1.2,-2.6,-1.4,0.4
2012,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",26.0,NBA,C,31.0,1032.0,17.9,0.54,0.24,0.36,2.8,16.6,9.8,11.6,0.9,1.2,11.0,28.7,1.3,0.9,2.2,0.1,2.4,-1.3,1.1,0.8
2013,28,164,TOR,Toronto Raptors,Andrea Bargnani,"October 26, 1985",27.0,NBA,PF,35.0,1003.0,11.2,0.48,0.29,0.18,3.0,12.3,7.6,6.6,1.1,1.8,10.5,23.8,-0.5,0.6,0.1,0.01,-1.1,-1.6,-2.7,-0.2
2014,20,164,NYK,New York Knicks,Andrea Bargnani,"October 26, 1985",28.0,NBA,C,42.0,1257.0,14.5,0.51,0.22,0.2,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.06,-0.7,-1.6,-2.3,-0.1
2015,20,164,NYK,New York Knicks,Andrea Bargnani,"October 26, 1985",29.0,NBA,C,29.0,785.0,16.6,0.53,0.11,0.3,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.06,1.1,-2.2,-1.1,0.2
2016,3,164,BRK,Brooklyn Nets,Andrea Bargnani,"October 26, 1985",30.0,NBA,C,46.0,634.0,11.8,0.5,0.06,0.2,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,0.1,0.0,0.2,0.01,-2.6,-2.6,-5.1,-0.5
