Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1993,17,710,MIL,Milwaukee Bucks,Todd Day,"January 7, 1970",23.0,NBA,SG,71.0,37.0,1931.0,9.3,21.4,0.43,1.4,4.8,0.29,7.9,16.7,0.47,5.5,7.7,0.72,3.7,3.8,7.5,3.0,1.9,1.2,3.1,5.7,25.4,105.0,112.0
1994,17,710,MIL,Milwaukee Bucks,Todd Day,"January 7, 1970",24.0,NBA,SG,76.0,39.0,2127.0,8.4,20.2,0.42,0.8,3.5,0.22,7.6,16.6,0.46,5.5,7.9,0.7,2.7,4.7,7.4,3.3,2.5,1.2,3.1,5.3,23.1,100.0,109.0
1995,17,710,MIL,Milwaukee Bucks,Todd Day,"January 7, 1970",25.0,NBA,SG,82.0,81.0,2717.0,8.5,20.0,0.42,3.1,8.0,0.39,5.4,12.0,0.45,4.9,6.5,0.75,1.8,4.3,6.1,2.6,2.0,1.2,3.0,5.4,25.0,108.0,111.0
1996,31,710,TOT,Total After Trade,Todd Day,"January 7, 1970",26.0,NBA,SG,79.0,12.0,1807.0,8.3,22.7,0.37,2.8,8.4,0.33,5.5,14.3,0.39,6.2,8.0,0.78,1.9,4.3,6.2,3.0,2.2,1.4,3.0,6.2,25.6,101.0,109.0
1996,17,710,MIL,Milwaukee Bucks,Todd Day,"January 7, 1970",26.0,NBA,SG,8.0,0.0,171.0,6.8,22.1,0.31,1.6,7.8,0.2,5.3,14.3,0.37,7.5,8.1,0.92,2.5,4.4,6.8,1.6,1.2,0.9,3.4,8.4,22.7,92.0,113.0
1996,2,710,BOS,Boston Celtics,Todd Day,"January 7, 1970",26.0,NBA,SG,71.0,12.0,1636.0,8.4,22.7,0.37,2.9,8.4,0.34,5.5,14.3,0.39,6.1,8.0,0.77,1.9,4.3,6.2,3.1,2.3,1.5,3.0,6.0,25.9,101.0,109.0
1997,2,710,BOS,Boston Celtics,Todd Day,"January 7, 1970",27.0,NBA,SG,81.0,27.0,2277.0,8.8,22.0,0.4,2.8,7.7,0.36,6.0,14.3,0.42,5.6,7.3,0.77,2.4,4.9,7.3,2.6,2.4,1.1,2.8,4.6,25.9,105.0,111.0
1998,16,710,MIA,Miami Heat,Todd Day,"January 7, 1970",28.0,NBA,SG,5.0,0.0,69.0,8.7,24.5,0.36,1.6,9.5,0.17,7.1,15.0,0.47,4.7,7.1,0.67,3.2,1.6,4.7,5.5,5.5,0.0,2.4,7.9,23.7,99.0,99.0
2000,24,710,PHO,Phoenix Suns,Todd Day,"January 7, 1970",30.0,NBA,SG,58.0,1.0,941.0,7.1,17.9,0.39,3.5,9.0,0.39,3.6,9.0,0.4,3.9,5.9,0.67,1.7,5.3,7.0,3.5,2.4,1.2,2.7,6.9,21.5,104.0,99.0
2001,18,710,MIN,Minnesota Timberwolves,Todd Day,"January 7, 1970",31.0,NBA,SG,31.0,0.0,345.0,6.7,17.9,0.37,3.9,10.5,0.38,2.7,7.4,0.37,2.7,3.5,0.78,1.5,4.1,5.6,4.2,1.5,1.1,3.6,7.9,20.0,98.0,106.0
