Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2014,20.0,WAS,NBA,SG,11,458,17.0,0.531,0.299,0.277,3.8,10.2,7.0,19.9,2.1,1.2,10.4,22.9,,0.6,0.8,1.4,0.152,,3.3,1.4,4.7,0.8
2015,21.0,WAS,NBA,SG,10,418,17.9,0.518,0.315,0.295,3.8,10.3,7.1,19.1,1.9,1.3,10.3,26.7,,0.7,0.6,1.2,0.14,,1.7,1.3,3.0,0.5
2017,23.0,WAS,NBA,SG,13,505,18.0,0.565,0.39,0.236,3.4,6.7,5.0,11.8,2.1,1.4,8.6,26.7,,0.8,0.4,1.2,0.112,,3.3,-0.8,2.5,0.6
2018,24.0,WAS,NBA,SG,6,216,17.0,0.588,0.417,0.213,1.1,9.9,5.5,13.1,1.6,0.8,11.3,27.2,,0.3,0.1,0.4,0.078,,3.1,-0.6,2.5,0.2
