Season,Team ID,Team ABV,Team,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
1995,17,MIL,Milwaukee Bucks,25.7,34.0,48.0,29,53,-4.37,0.07,-4.3,106.2,110.9,-4.7,92.7,0.34,0.2,0.54,0.5,15.5,31.3,0.24,68.3,Bradley Center,670720,
