Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1992,29,121,UTA,Utah Jazz,22.0,NBA,C,31.0,112.0,15.0,0.52,0.0,0.65,11.6,23.1,17.6,6.7,0.9,1.1,11.9,25.9,,0.1,0.2,0.3,0.11,,-3.0,-1.4,-4.4,-0.1
1993,29,121,UTA,Utah Jazz,23.0,NBA,C,46.0,306.0,11.4,0.49,0.01,0.39,14.6,14.8,14.7,2.9,1.3,2.9,14.9,21.7,,0.0,0.4,0.3,0.05,,-4.6,-1.4,-6.0,-0.3
1994,23,121,PHI,Philadelphia 76Ers,24.0,NBA,C,14.0,201.0,14.1,0.47,0.02,0.35,13.6,24.1,18.8,13.2,1.2,3.0,18.3,20.1,,0.0,0.2,0.2,0.04,,-2.9,-1.2,-4.2,-0.1
1997,16,121,MIA,Miami Heat,27.0,NBA,C,82.0,1881.0,14.2,0.54,0.0,0.35,8.7,21.2,15.1,9.9,1.3,1.8,17.9,22.5,,0.3,3.7,4.0,0.1,,-2.5,0.8,-1.7,0.1
1998,31,121,TOT,Total After Trade,28.0,NBA,C,78.0,2266.0,16.3,0.51,0.01,0.42,10.3,18.0,14.2,14.0,1.4,1.7,16.7,25.0,,1.2,2.5,3.6,0.08,,-0.4,-0.9,-1.3,0.4
1998,16,121,MIA,Miami Heat,28.0,NBA,C,52.0,1371.0,16.8,0.52,0.01,0.43,10.5,17.5,14.1,11.8,1.7,1.8,15.6,25.5,,1.1,2.2,3.2,0.11,,-0.4,-0.1,-0.5,0.5
1998,13,121,LAC,Los Angeles Clippers,28.0,NBA,C,26.0,895.0,15.6,0.5,0.02,0.4,10.1,18.9,14.4,17.3,1.0,1.6,18.3,24.2,,0.1,0.3,0.4,0.02,,-0.6,-2.1,-2.6,-0.1
1999,22,121,ORL,Orlando Magic,29.0,NBA,C,49.0,1259.0,12.0,0.46,0.02,0.35,7.5,14.5,10.9,12.8,2.0,2.1,17.9,22.9,,-0.9,2.1,1.2,0.04,,-2.6,0.8,-1.8,0.1
2001,15,121,VAN,Vancouver Grizzlies,31.0,NBA,C,52.0,845.0,8.3,0.39,0.09,0.15,6.8,23.1,15.0,11.2,1.2,1.9,15.8,18.5,,-1.3,0.9,-0.5,-0.03,,-4.4,0.1,-4.3,-0.5
2002,15,121,MEM,Memphis Grizzlies,32.0,NBA,C,21.0,307.0,7.8,0.4,0.03,0.04,4.0,21.8,12.9,7.0,1.5,1.1,10.5,15.5,,-0.3,0.3,0.0,0.0,,-5.7,0.3,-5.4,-0.3
