Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2013,19,1996,NOH,New Orleans Hornets,Darius Miller,1990-03-21,22.0,NBA,SF,52.0,2.0,694.0,3.4,8.4,0.41,1.7,4.4,0.39,1.7,4.1,0.42,0.6,0.6,1.0,0.6,5.5,6.1,3.4,1.3,0.9,1.8,7.0,9.2,103.0,111.0
2014,19,1996,NOP,New Orleans Pelicans,Darius Miller,1990-03-21,23.0,NBA,SF,45.0,7.0,723.0,5.3,12.0,0.44,1.8,5.5,0.32,3.5,6.4,0.54,2.1,2.6,0.81,0.6,3.1,3.7,3.1,1.7,0.6,1.6,6.3,14.4,110.0,113.0
2015,19,1996,NOP,New Orleans Pelicans,Darius Miller,1990-03-21,24.0,NBA,SF,5.0,1.0,43.0,1.2,8.6,0.14,0.0,1.2,0.0,1.2,7.3,0.17,0.0,0.0,,0.0,1.2,1.2,2.4,1.2,0.0,1.2,9.8,2.4,42.0,113.0
2018,19,1996,NOP,New Orleans Pelicans,Darius Miller,1990-03-21,27.0,NBA,SF,82.0,3.0,1944.0,5.3,12.0,0.44,3.6,8.8,0.41,1.7,3.2,0.54,1.4,1.6,0.87,0.4,3.6,4.0,2.7,0.7,0.4,1.4,3.9,15.6,115.0,113.0
2019,19,1996,NOP,New Orleans Pelicans,Darius Miller,1990-03-21,28.0,NBA,SF,69.0,15.0,1757.0,5.0,12.8,0.39,3.5,9.6,0.36,1.5,3.2,0.47,1.5,1.9,0.79,0.4,3.0,3.4,3.9,1.1,0.6,1.6,4.4,15.0,110.0,116.0
2021,21,1996,OKC,Oklahoma City Thunder,Darius Miller,1990-03-21,30.0,NBA,SF,14.0,0.0,145.0,4.6,10.3,0.45,3.6,8.9,0.41,1.0,1.3,0.75,3.0,3.0,1.0,0.3,6.0,6.3,5.3,3.0,1.3,2.0,3.0,15.9,128.0,108.0
