PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Antoine Walker,23,82,82,3003,11.0,25.4,0.43,1.2,4.8,0.256,9.7,20.6,0.47100000000000003,5.3,7.5,0.6990000000000001,3.4,7.7,11.0,5.2,2.0,0.5,4.4,4.4,28.4,,100,105
Kenny Anderson,29,82,82,2593,8.5,19.3,0.44,1.7,4.3,0.386,6.8,15.0,0.456,3.8,5.0,0.775,1.1,3.3,4.4,8.2,2.7,0.2,2.5,4.5,22.5,,112,107
Paul Pierce,22,73,72,2583,9.5,21.6,0.442,1.9,5.5,0.34299999999999997,7.7,16.1,0.47600000000000003,7.1,8.8,0.7979999999999999,1.6,6.1,7.8,4.3,3.0,1.2,3.5,4.7,28.0,,109,103
Adrian Griffin,25,72,47,1927,4.6,10.9,0.424,0.4,1.5,0.281,4.2,9.4,0.447,3.1,4.2,0.753,3.4,6.4,9.8,4.7,3.1,0.4,2.4,5.8,12.8,,107,104
Vitaly Potapenko,24,79,72,1797,8.7,17.4,0.499,0.0,0.0,0.0,8.7,17.3,0.5,3.1,4.5,0.6809999999999999,5.1,9.0,14.1,2.2,1.2,0.8,4.1,6.7,20.4,,100,106
Tony Battie,23,82,4,1505,7.4,15.5,0.47700000000000004,0.0,0.3,0.125,7.4,15.2,0.483,3.4,5.1,0.675,5.1,8.7,13.8,2.1,1.6,2.4,2.3,8.4,18.2,,108,103
Eric Williams,27,68,17,1378,6.1,14.2,0.42700000000000005,0.9,2.7,0.34700000000000003,5.2,11.6,0.446,4.9,6.2,0.7929999999999999,2.0,3.7,5.7,3.4,1.6,0.6,2.4,6.1,18.0,,108,108
Calbert Cheaney,28,67,19,1309,4.7,10.6,0.44,0.7,2.1,0.33299999999999996,4.0,8.5,0.466,0.3,0.8,0.429,0.9,4.5,5.3,3.1,1.7,0.5,1.8,6.1,10.4,,96,107
Dana Barros,32,72,0,1139,8.7,19.4,0.451,2.6,6.4,0.41,6.1,13.0,0.47100000000000003,2.9,3.4,0.868,0.6,3.8,4.4,5.9,1.4,0.2,2.9,3.6,23.0,,110,109
Walter McCarty,25,61,5,879,4.5,13.3,0.33899999999999997,2.0,6.4,0.309,2.5,6.9,0.36700000000000005,2.3,3.1,0.722,1.9,4.4,6.4,4.0,1.4,1.3,3.9,4.8,13.2,,87,107
Danny Fortson,23,55,5,856,8.3,15.7,0.528,0.0,0.0,,8.3,15.7,0.528,8.2,11.2,0.735,8.4,13.3,21.7,1.7,1.2,0.3,4.0,10.7,24.8,,117,103
Doug Overton,30,48,0,432,7.2,18.1,0.396,1.2,3.3,0.35700000000000004,6.0,14.8,0.405,2.3,2.5,0.9520000000000001,1.6,2.2,3.9,6.2,1.2,0.0,2.3,5.4,17.9,,102,111
Pervis Ellison,32,30,5,269,3.6,8.1,0.442,0.0,0.0,,3.6,8.1,0.442,2.8,4.0,0.7140000000000001,5.5,7.2,12.6,2.5,1.9,1.5,2.5,12.6,10.0,,107,104
Wayne Turner,23,3,0,41,1.2,7.4,0.16699999999999998,0.0,0.0,,1.2,7.4,0.16699999999999998,2.5,7.4,0.33299999999999996,1.2,2.5,3.7,6.2,0.0,0.0,3.7,5.0,5.0,,60,113
Jamel Thomas,26,3,0,19,13.4,26.7,0.5,0.0,2.7,0.0,13.4,24.0,0.556,2.7,2.7,1.0,0.0,5.3,5.3,5.3,0.0,0.0,2.7,0.0,29.4,,106,111
