PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Lamar Odom,20,76,70,2767,8.3,18.9,0.43799999999999994,1.1,3.0,0.36,7.2,15.9,0.45299999999999996,5.6,7.8,0.7190000000000001,2.9,8.1,11.0,5.9,1.7,1.8,4.8,5.4,23.3,,100,108
Michael Olowokandi,24,80,77,2493,6.8,15.5,0.43700000000000006,0.0,0.0,,6.8,15.5,0.43700000000000006,2.5,3.9,0.6509999999999999,4.0,9.5,13.4,0.8,0.7,2.9,3.6,6.2,16.0,,88,108
Tyrone Nesby,24,73,39,2317,8.0,20.2,0.39799999999999996,2.1,6.2,0.335,6.0,14.0,0.426,3.3,4.2,0.7909999999999999,1.8,4.3,6.1,2.7,1.7,0.7,2.2,4.5,21.5,,100,112
Maurice Taylor,23,62,60,2227,10.5,22.7,0.46399999999999997,0.0,0.2,0.125,10.5,22.5,0.466,3.3,4.6,0.711,2.2,7.0,9.2,2.3,1.2,1.1,3.9,5.0,24.3,,93,111
Derek Anderson,25,64,58,2201,8.8,20.0,0.43799999999999994,1.3,4.1,0.309,7.5,15.8,0.47200000000000003,6.3,7.2,0.877,1.9,4.1,6.0,5.1,2.1,0.3,3.9,3.5,25.1,,105,111
Eric Piatkowski,29,75,23,1712,7.1,17.1,0.415,2.8,7.3,0.38299999999999995,4.3,9.8,0.439,2.5,3.0,0.85,2.2,4.4,6.6,2.4,1.3,0.4,1.7,4.2,19.5,,109,113
Troy Hudson,23,62,38,1592,6.5,17.4,0.377,1.9,6.2,0.311,4.6,11.2,0.414,2.5,3.0,0.8109999999999999,0.9,3.9,4.8,7.8,1.4,0.0,3.5,2.1,17.5,,96,113
Keith Closs,23,57,6,820,6.0,12.3,0.48700000000000004,0.0,0.2,0.0,6.0,12.1,0.495,2.9,4.9,0.59,4.1,7.1,11.2,1.6,0.8,4.5,2.1,5.0,14.8,,104,108
Brian Skinner,23,33,9,775,4.5,8.8,0.507,0.0,0.0,,4.5,8.8,0.507,2.8,4.3,0.662,4.2,9.1,13.3,0.7,1.1,2.9,2.4,4.9,11.8,,104,108
Eric Murdock,31,40,15,693,5.8,15.1,0.385,1.2,3.1,0.381,4.6,12.0,0.387,3.8,5.9,0.638,1.1,4.6,5.7,8.0,3.5,0.4,4.3,4.9,16.6,,93,108
Charles Jones,24,56,0,662,5.1,15.5,0.32799999999999996,3.0,9.1,0.331,2.1,6.4,0.325,1.3,1.8,0.7390000000000001,1.3,3.5,4.8,7.3,2.3,0.4,2.2,3.6,14.5,,100,111
Jeff McInnis,25,25,10,597,6.8,15.9,0.43,0.6,1.8,0.33299999999999996,6.2,14.1,0.442,1.1,1.5,0.765,1.5,4.6,6.2,7.6,1.3,0.2,2.3,4.7,15.4,,101,113
Anthony Avent,30,49,3,377,3.9,13.0,0.302,0.0,0.0,,3.9,13.0,0.302,3.1,4.3,0.7190000000000001,3.1,6.9,10.0,1.5,2.2,2.0,3.3,8.4,11.0,,76,107
Pete Chilcutt,31,24,2,347,4.6,9.3,0.49200000000000005,0.7,2.4,0.313,3.8,6.9,0.5529999999999999,0.9,0.9,1.0,4.0,7.7,11.6,2.4,1.5,0.9,1.6,5.7,10.8,,114,110
Etdrick Bohannon,26,11,0,113,3.2,5.9,0.5379999999999999,0.0,0.0,,3.2,5.9,0.5379999999999999,5.4,9.0,0.6,5.4,8.1,13.6,2.3,0.9,2.7,3.6,10.9,11.8,,106,108
Marty Conlon,32,3,0,9,5.7,11.4,0.5,0.0,0.0,,5.7,11.4,0.5,0.0,0.0,,5.7,5.7,11.4,0.0,0.0,0.0,0.0,5.7,11.4,,121,115
Mario Bennett,26,1,0,3,0.0,51.1,0.0,0.0,0.0,,0.0,51.1,0.0,0.0,0.0,,17.0,17.0,34.1,0.0,0.0,0.0,0.0,17.0,0.0,,23,106
