Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,27,SAS,San Antonio Spurs,George Gervin,30,11,,437,8.9,17.1,0.52,0.0,0.2,0.0,8.9,17.0,0.52,5.0,5.7,0.88,1.7,4.4,6.1,3.0,1.0,0.3,3.8,3.2,22.8
1983,27,SAS,San Antonio Spurs,Mike Mitchell,27,11,,422,8.7,17.1,0.51,0.1,0.2,0.5,8.6,16.9,0.51,2.1,2.8,0.76,2.8,6.1,9.0,1.0,0.6,1.6,2.1,2.9,19.6
1983,27,SAS,San Antonio Spurs,Johnny Moore,24,11,,414,9.1,17.1,0.53,0.8,1.5,0.53,8.3,15.7,0.53,2.4,3.0,0.8,0.7,3.4,4.1,14.0,2.4,0.3,2.4,3.6,21.5
1983,27,SAS,San Antonio Spurs,Artis Gilmore,33,11,,401,6.8,11.9,0.58,0.0,0.0,,6.8,11.9,0.58,2.9,4.1,0.7,3.3,9.4,12.7,1.6,0.8,3.1,2.4,4.1,16.5
1983,27,SAS,San Antonio Spurs,Gene Banks,23,11,,398,6.9,13.6,0.51,0.0,0.0,,6.9,13.6,0.51,2.1,3.2,0.66,2.4,4.4,6.9,4.5,1.0,0.1,1.9,2.3,15.8
1983,27,SAS,San Antonio Spurs,Edgar Jones,26,11,,193,5.2,11.6,0.45,0.0,0.4,0.0,5.2,11.2,0.47,3.5,6.2,0.58,4.3,5.6,9.9,3.2,1.1,2.6,3.4,8.2,14.0
1983,27,SAS,San Antonio Spurs,Mike Dunleavy,28,11,,174,4.6,13.4,0.34,1.7,6.2,0.27,2.9,7.2,0.4,1.9,2.7,0.69,0.6,2.1,2.7,10.1,1.9,0.2,2.9,4.6,12.6
1983,27,SAS,San Antonio Spurs,Billy Paultz,34,11,,133,3.5,8.7,0.41,0.0,0.0,,3.5,8.7,0.41,1.1,1.1,1.0,3.0,5.7,8.7,3.0,1.1,0.5,1.6,4.9,8.1
1983,27,SAS,San Antonio Spurs,Roger Phegley,26,8,,38,8.5,16.1,0.53,2.8,3.8,0.75,5.7,12.3,0.46,2.8,3.8,0.75,0.9,6.6,7.6,0.9,0.0,0.0,0.9,5.7,22.7
1983,27,SAS,San Antonio Spurs,Mike Sanders,22,6,,25,10.1,18.7,0.54,0.0,0.0,,10.1,18.7,0.54,0.0,0.0,,2.9,10.1,13.0,5.8,0.0,0.0,0.0,4.3,20.2
1983,27,SAS,San Antonio Spurs,Robert Smith,27,6,,19,7.6,17.1,0.44,0.0,1.9,0.0,7.6,15.2,0.5,3.8,3.8,1.0,5.7,3.8,9.5,11.4,1.9,0.0,1.9,3.8,18.9
1983,27,SAS,San Antonio Spurs,Ed Rains,26,3,,11,6.5,16.4,0.4,0.0,3.3,0.0,6.5,13.1,0.5,0.0,0.0,,3.3,0.0,3.3,3.3,0.0,0.0,3.3,0.0,13.1
