Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1987-88,23.0,LAC,NBA,SF,66.0,28.0,1435.0,241.0,500.0,0.482,0.0,10.0,0.0,241.0,490.0,0.492,0.482,87.0,170.0,0.512,100.0,163.0,263.0,78.0,44.0,34.0,103.0,123.0,569.0,,0.0
1988-89,24.0,LAC,NBA,SF,80.0,79.0,3020.0,638.0,1271.0,0.502,4.0,21.0,0.19,634.0,1250.0,0.507,0.504,170.0,270.0,0.63,245.0,422.0,667.0,277.0,106.0,66.0,206.0,223.0,1450.0,,1.0
1989-90,25.0,LAC,NBA,SF,70.0,64.0,2334.0,484.0,949.0,0.51,7.0,16.0,0.438,477.0,933.0,0.511,0.514,153.0,242.0,0.632,143.0,327.0,470.0,160.0,78.0,59.0,190.0,196.0,1128.0,,0.0
1990-91,26.0,LAC,NBA,SF,70.0,45.0,2309.0,520.0,1037.0,0.501,6.0,32.0,0.188,514.0,1005.0,0.511,0.504,173.0,275.0,0.629,177.0,320.0,497.0,159.0,63.0,63.0,139.0,192.0,1219.0,,0.0
1991-92,27.0,LAC,NBA,SF,77.0,24.0,2009.0,402.0,821.0,0.49,4.0,28.0,0.143,398.0,793.0,0.502,0.492,121.0,226.0,0.535,158.0,290.0,448.0,125.0,53.0,66.0,100.0,145.0,929.0,,0.0
1992-93,28.0,LAC,NBA,SF,76.0,71.0,2477.0,498.0,975.0,0.511,10.0,38.0,0.263,488.0,937.0,0.521,0.516,131.0,220.0,0.595,209.0,362.0,571.0,165.0,59.0,58.0,125.0,156.0,1137.0,,0.0
1993-94,29.0,MIL,NBA,SF,82.0,75.0,2539.0,412.0,919.0,0.448,63.0,189.0,0.333,349.0,730.0,0.478,0.483,92.0,183.0,0.503,169.0,331.0,500.0,222.0,58.0,46.0,150.0,209.0,979.0,,0.0
1994-95,30.0,ATL,NBA,SF,74.0,27.0,1879.0,388.0,856.0,0.453,98.0,285.0,0.344,290.0,571.0,0.508,0.511,64.0,140.0,0.457,103.0,259.0,362.0,94.0,34.0,20.0,96.0,154.0,938.0,,0.0
1995-96,31.0,ATL,NBA,SF,34.0,28.0,770.0,127.0,273.0,0.465,33.0,84.0,0.393,94.0,189.0,0.497,0.526,17.0,48.0,0.354,40.0,92.0,132.0,63.0,15.0,16.0,46.0,68.0,304.0,,0.0
1996-97,32.0,ATL,NBA,SF,17.0,0.0,220.0,27.0,94.0,0.287,6.0,38.0,0.158,21.0,56.0,0.375,0.319,4.0,12.0,0.333,8.0,31.0,39.0,12.0,7.0,3.0,18.0,17.0,64.0,,0.0
