Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2017,29,UTA,Utah Jazz,Gordon Hayward,26.0,73.0,2516.0,0.47,0.51,0.4,0.54,0.84,0.6,0.37,0.32,103.0,101.0,111.0,104.0,109.0,108.0,137.0,102.0,51.3,115.4
2017,29,UTA,Utah Jazz,Rudy Gobert,24.0,81.0,2744.0,0.66,0.66,0.0,0.66,0.65,0.68,0.76,0.0,145.0,132.0,,129.0,85.0,123.0,281.0,1.0,183.9,215.2
2017,29,UTA,Utah Jazz,George Hill,30.0,49.0,1544.0,0.48,0.52,0.4,0.55,0.8,0.6,0.32,0.38,104.0,104.0,113.0,108.0,104.0,108.0,120.0,122.0,49.4,64.3
2017,29,UTA,Utah Jazz,Rodney Hood,24.0,59.0,1593.0,0.41,0.44,0.37,0.49,0.78,0.52,0.17,0.46,89.0,87.0,104.0,96.0,101.0,94.0,64.0,146.0,-26.2,-43.6
2017,29,UTA,Utah Jazz,Joe Johnson,35.0,78.0,1843.0,0.44,0.45,0.41,0.52,0.82,0.54,0.12,0.41,95.0,90.0,115.0,101.0,106.0,98.0,45.0,130.0,8.9,-14.0
2017,29,UTA,Utah Jazz,Joe Ingles,29.0,82.0,1972.0,0.45,0.47,0.44,0.59,0.74,0.6,0.15,0.62,99.0,94.0,123.0,115.0,95.0,109.0,56.0,196.0,67.6,49.7
2017,29,UTA,Utah Jazz,Derrick Favors,25.0,50.0,1186.0,0.49,0.49,0.3,0.49,0.62,0.51,0.26,0.02,106.0,98.0,84.0,95.0,80.0,93.0,97.0,8.0,-19.4,-37.6
2017,29,UTA,Utah Jazz,Trey Lyles,21.0,71.0,1158.0,0.36,0.4,0.32,0.44,0.72,0.46,0.18,0.46,79.0,79.0,89.0,85.0,93.0,84.0,67.0,147.0,-68.0,-83.4
2017,29,UTA,Utah Jazz,Shelvin Mack,26.0,55.0,1205.0,0.45,0.51,0.31,0.5,0.69,0.52,0.2,0.32,98.0,101.0,86.0,96.0,89.0,94.0,75.0,100.0,-14.4,-28.3
2017,29,UTA,Utah Jazz,Dante Exum,21.0,66.0,1228.0,0.43,0.52,0.3,0.49,0.79,0.52,0.2,0.41,93.0,103.0,83.0,95.0,103.0,94.0,74.0,130.0,-18.9,-24.5
2017,29,UTA,Utah Jazz,Boris Diaw,34.0,73.0,1283.0,0.45,0.51,0.25,0.48,0.74,0.49,0.11,0.25,98.0,102.0,69.0,93.0,96.0,89.0,40.0,78.0,-24.0,-40.3
2017,29,UTA,Utah Jazz,Alec Burks,25.0,42.0,653.0,0.4,0.43,0.33,0.45,0.77,0.5,0.32,0.31,87.0,85.0,92.0,88.0,100.0,91.0,116.0,97.0,-31.8,-28.9
2017,29,UTA,Utah Jazz,Jeff Withey,26.0,51.0,432.0,0.53,0.54,0.0,0.53,0.75,0.59,0.47,0.01,117.0,107.0,,104.0,97.0,106.0,172.0,3.0,4.2,8.9
2017,29,UTA,Utah Jazz,Raul Neto,24.0,40.0,346.0,0.45,0.52,0.32,0.5,0.89,0.53,0.1,0.34,99.0,103.0,90.0,98.0,115.0,95.0,37.0,108.0,-1.5,-4.9
2017,29,UTA,Utah Jazz,Joel Bolomboy,23.0,12.0,53.0,0.56,0.67,0.25,0.59,0.5,0.59,0.38,0.25,123.0,132.0,70.0,116.0,65.0,107.0,139.0,79.0,2.6,1.4
2017,29,UTA,Utah Jazz,Team,,,,0.47,0.51,0.37,0.53,0.75,0.56,0.29,0.33,102.0,102.0,104.0,102.0,97.0,102.0,106.0,103.0,163.6,149.4
2017,29,UTA,Utah Jazz,League Average,,,,0.46,0.5,0.36,0.51,0.77,0.55,0.27,0.32,,,,,,,,,,
