Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,22.0,MIA,NBA,SG,30.0,0.0,10.8,1.8,4.7,0.376,1.2,3.4,0.356,0.6,1.3,0.425,0.504,1.1,1.4,0.791,0.4,1.3,1.7,1.0,0.2,0.0,0.8,1.0,5.9
1997,23.0,MIA,NBA,SG,73.0,47.0,28.9,4.3,9.4,0.459,2.5,6.1,0.414,1.8,3.3,0.541,0.593,1.2,1.4,0.819,0.5,2.5,3.0,2.2,0.7,0.2,1.5,2.3,12.3
1998,24.0,MIA,NBA,SG,81.0,81.0,32.4,4.5,10.5,0.425,1.9,4.7,0.405,2.6,5.9,0.441,0.515,1.7,2.2,0.788,0.9,2.7,3.6,2.2,0.7,0.2,1.2,2.7,12.6
1999,25.0,MIA,NBA,SG,12.0,2.0,15.8,2.6,6.6,0.392,1.0,2.9,0.343,1.6,3.7,0.432,0.468,0.7,0.9,0.727,0.3,1.0,1.3,0.8,0.3,0.1,0.6,1.5,6.8
2001,27.0,DEN,NBA,SG,80.0,58.0,29.1,4.2,10.6,0.397,1.8,4.8,0.385,2.4,5.8,0.407,0.484,1.9,2.4,0.797,0.6,2.3,2.9,2.4,0.8,0.2,1.3,2.1,12.2
2002,28.0,DEN,NBA,SG,71.0,19.0,23.5,4.4,10.8,0.41,1.3,3.4,0.371,3.2,7.5,0.427,0.467,1.3,1.7,0.783,0.5,2.0,2.6,1.8,0.8,0.4,1.3,1.5,11.5
2003,29.0,TOR,NBA,SG,63.0,24.0,30.6,5.2,12.8,0.402,1.5,4.0,0.365,3.7,8.8,0.418,0.459,2.5,3.1,0.804,0.8,2.6,3.4,2.3,0.9,0.3,1.6,2.5,14.3
2004,30.0,DEN,NBA,SG,73.0,70.0,30.6,5.4,12.8,0.422,1.5,4.0,0.367,3.9,8.8,0.447,0.479,2.0,2.5,0.791,0.6,2.1,2.7,2.1,0.8,0.2,1.4,2.4,14.2
2005,31.0,DEN,NBA,SG,3.0,1.0,18.0,3.3,8.7,0.385,1.3,4.0,0.333,2.0,4.7,0.429,0.462,1.7,2.7,0.625,0.0,2.0,2.0,2.0,0.3,0.0,0.7,0.7,9.7
2006,32.0,TOT,NBA,SG,26.0,6.0,17.6,2.9,7.3,0.393,1.0,3.0,0.321,1.9,4.3,0.442,0.458,0.6,1.2,0.516,0.2,1.6,1.8,1.6,0.8,0.2,1.2,1.5,7.3
2006,32.0,DEN,NBA,SG,12.0,6.0,19.8,3.5,8.6,0.408,0.8,2.9,0.286,2.7,5.7,0.471,0.456,0.4,1.1,0.385,0.2,2.2,2.3,1.5,0.7,0.2,0.9,1.8,8.3
2006,32.0,POR,NBA,SG,14.0,0.0,15.7,2.4,6.3,0.375,1.1,3.1,0.349,1.3,3.2,0.4,0.46,0.8,1.3,0.611,0.2,1.1,1.4,1.6,0.9,0.1,1.4,1.3,6.6
