Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1993-94,22.0,MIL,NBA,C,82.0,63.0,2560.0,435.0,869.0,0.501,1.0,5.0,0.2,434.0,864.0,0.502,0.501,234.0,411.0,0.569,277.0,344.0,621.0,163.0,60.0,114.0,162.0,231.0,1105.0,,0.0
1994-95,23.0,MIL,NBA,PF,82.0,82.0,3361.0,594.0,1229.0,0.483,7.0,24.0,0.292,587.0,1205.0,0.487,0.486,256.0,432.0,0.593,289.0,557.0,846.0,296.0,86.0,116.0,221.0,277.0,1451.0,,1.0
1995-96,24.0,MIL,NBA,PF,82.0,82.0,3319.0,699.0,1429.0,0.489,10.0,48.0,0.208,689.0,1381.0,0.499,0.493,321.0,479.0,0.67,263.0,545.0,808.0,212.0,68.0,91.0,216.0,272.0,1729.0,,0.0
1996-97,25.0,MIL,NBA,PF,78.0,78.0,3159.0,632.0,1251.0,0.505,15.0,54.0,0.278,617.0,1197.0,0.515,0.511,358.0,521.0,0.687,267.0,537.0,804.0,211.0,81.0,112.0,245.0,275.0,1637.0,,0.0
1997-98,26.0,SEA,NBA,C,82.0,82.0,2944.0,631.0,1164.0,0.542,1.0,7.0,0.143,630.0,1157.0,0.545,0.543,311.0,526.0,0.591,286.0,370.0,656.0,152.0,91.0,86.0,174.0,278.0,1574.0,,0.0
1998-99,27.0,SEA,NBA,PF,34.0,31.0,1162.0,198.0,437.0,0.453,0.0,3.0,0.0,198.0,434.0,0.456,0.453,72.0,160.0,0.45,86.0,125.0,211.0,56.0,32.0,34.0,76.0,121.0,468.0,,0.0
1999-00,28.0,SEA,NBA,C,79.0,75.0,2849.0,514.0,1129.0,0.455,2.0,8.0,0.25,512.0,1121.0,0.457,0.456,281.0,412.0,0.682,227.0,378.0,605.0,148.0,47.0,66.0,213.0,288.0,1311.0,,0.0
2000-01,29.0,SEA,NBA,PF,76.0,27.0,2129.0,347.0,822.0,0.422,1.0,16.0,0.063,346.0,806.0,0.429,0.423,232.0,321.0,0.723,179.0,251.0,430.0,90.0,38.0,73.0,158.0,264.0,927.0,,0.0
2001-02,30.0,SEA,NBA,C,55.0,41.0,1710.0,315.0,649.0,0.485,1.0,8.0,0.125,314.0,641.0,0.49,0.486,143.0,226.0,0.633,168.0,182.0,350.0,72.0,22.0,36.0,127.0,197.0,774.0,,0.0
2002-03,31.0,BOS,NBA,C,52.0,9.0,942.0,99.0,207.0,0.478,0.0,4.0,0.0,99.0,203.0,0.488,0.478,72.0,107.0,0.673,90.0,108.0,198.0,29.0,22.0,30.0,61.0,146.0,270.0,,0.0
2003-04,32.0,TOT,NBA,PF,54.0,33.0,1313.0,208.0,432.0,0.481,1.0,3.0,0.333,207.0,429.0,0.483,0.483,114.0,157.0,0.726,112.0,168.0,280.0,66.0,29.0,32.0,77.0,160.0,531.0,,0.0
2003-04,32.0,BOS,NBA,PF,37.0,33.0,1000.0,168.0,333.0,0.505,0.0,1.0,0.0,168.0,332.0,0.506,0.505,82.0,112.0,0.732,76.0,134.0,210.0,54.0,22.0,23.0,52.0,98.0,418.0,,0.0
2003-04,32.0,NYK,NBA,PF,17.0,0.0,313.0,40.0,99.0,0.404,1.0,2.0,0.5,39.0,97.0,0.402,0.409,32.0,45.0,0.711,36.0,34.0,70.0,12.0,7.0,9.0,25.0,62.0,113.0,,0.0
2004-05,33.0,TOT,NBA,"C,PF",27.0,0.0,204.0,13.0,42.0,0.31,0.0,1.0,0.0,13.0,41.0,0.317,0.31,9.0,17.0,0.529,17.0,22.0,39.0,10.0,2.0,4.0,17.0,38.0,35.0,,0.0
2004-05,33.0,NYK,NBA,PF,24.0,0.0,191.0,13.0,38.0,0.342,0.0,1.0,0.0,13.0,37.0,0.351,0.342,7.0,15.0,0.467,17.0,20.0,37.0,9.0,2.0,4.0,15.0,31.0,33.0,,0.0
2004-05,33.0,HOU,NBA,C,3.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,7.0,2.0,,0.0
2005-06,34.0,LAC,NBA,C,8.0,1.0,85.0,7.0,15.0,0.467,0.0,0.0,,7.0,15.0,0.467,0.467,13.0,18.0,0.722,2.0,17.0,19.0,4.0,4.0,4.0,9.0,13.0,27.0,,0.0
