Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1994,17,148,MIL,Milwaukee Bucks,Vin Baker,"November 23, 1971",22.0,NBA,C,82.0,63.0,2560.0,435.0,869.0,0.5,1.0,5.0,0.2,434.0,864.0,0.5,0.5,234.0,411.0,0.57,277.0,344.0,621.0,163.0,60.0,114.0,162.0,231.0,1105.0,0.0
1995,17,148,MIL,Milwaukee Bucks,Vin Baker,"November 23, 1971",23.0,NBA,PF,82.0,82.0,3361.0,594.0,1229.0,0.48,7.0,24.0,0.29,587.0,1205.0,0.49,0.49,256.0,432.0,0.59,289.0,557.0,846.0,296.0,86.0,116.0,221.0,277.0,1451.0,1.0
1996,17,148,MIL,Milwaukee Bucks,Vin Baker,"November 23, 1971",24.0,NBA,PF,82.0,82.0,3319.0,699.0,1429.0,0.49,10.0,48.0,0.21,689.0,1381.0,0.5,0.49,321.0,479.0,0.67,263.0,545.0,808.0,212.0,68.0,91.0,216.0,272.0,1729.0,0.0
1997,17,148,MIL,Milwaukee Bucks,Vin Baker,"November 23, 1971",25.0,NBA,PF,78.0,78.0,3159.0,632.0,1251.0,0.5,15.0,54.0,0.28,617.0,1197.0,0.52,0.51,358.0,521.0,0.69,267.0,537.0,804.0,211.0,81.0,112.0,245.0,275.0,1637.0,0.0
1998,21,148,SEA,Seattle Supersonics,Vin Baker,"November 23, 1971",26.0,NBA,C,82.0,82.0,2944.0,631.0,1164.0,0.54,1.0,7.0,0.14,630.0,1157.0,0.55,0.54,311.0,526.0,0.59,286.0,370.0,656.0,152.0,91.0,86.0,174.0,278.0,1574.0,0.0
1999,21,148,SEA,Seattle Supersonics,Vin Baker,"November 23, 1971",27.0,NBA,PF,34.0,31.0,1162.0,198.0,437.0,0.45,0.0,3.0,0.0,198.0,434.0,0.46,0.45,72.0,160.0,0.45,86.0,125.0,211.0,56.0,32.0,34.0,76.0,121.0,468.0,0.0
2000,21,148,SEA,Seattle Supersonics,Vin Baker,"November 23, 1971",28.0,NBA,C,79.0,75.0,2849.0,514.0,1129.0,0.46,2.0,8.0,0.25,512.0,1121.0,0.46,0.46,281.0,412.0,0.68,227.0,378.0,605.0,148.0,47.0,66.0,213.0,288.0,1311.0,0.0
2001,21,148,SEA,Seattle Supersonics,Vin Baker,"November 23, 1971",29.0,NBA,PF,76.0,27.0,2129.0,347.0,822.0,0.42,1.0,16.0,0.06,346.0,806.0,0.43,0.42,232.0,321.0,0.72,179.0,251.0,430.0,90.0,38.0,73.0,158.0,264.0,927.0,0.0
2002,21,148,SEA,Seattle Supersonics,Vin Baker,"November 23, 1971",30.0,NBA,C,55.0,41.0,1710.0,315.0,649.0,0.48,1.0,8.0,0.12,314.0,641.0,0.49,0.49,143.0,226.0,0.63,168.0,182.0,350.0,72.0,22.0,36.0,127.0,197.0,774.0,0.0
2003,2,148,BOS,Boston Celtics,Vin Baker,"November 23, 1971",31.0,NBA,C,52.0,9.0,942.0,99.0,207.0,0.48,0.0,4.0,0.0,99.0,203.0,0.49,0.48,72.0,107.0,0.67,90.0,108.0,198.0,29.0,22.0,30.0,61.0,146.0,270.0,0.0
2004,31,148,TOT,Total After Trade,Vin Baker,"November 23, 1971",32.0,NBA,PF,54.0,33.0,1313.0,208.0,432.0,0.48,1.0,3.0,0.33,207.0,429.0,0.48,0.48,114.0,157.0,0.73,112.0,168.0,280.0,66.0,29.0,32.0,77.0,160.0,531.0,0.0
2004,2,148,BOS,Boston Celtics,Vin Baker,"November 23, 1971",32.0,NBA,PF,37.0,33.0,1000.0,168.0,333.0,0.5,0.0,1.0,0.0,168.0,332.0,0.51,0.5,82.0,112.0,0.73,76.0,134.0,210.0,54.0,22.0,23.0,52.0,98.0,418.0,0.0
2004,20,148,NYK,New York Knicks,Vin Baker,"November 23, 1971",32.0,NBA,PF,17.0,0.0,313.0,40.0,99.0,0.4,1.0,2.0,0.5,39.0,97.0,0.4,0.41,32.0,45.0,0.71,36.0,34.0,70.0,12.0,7.0,9.0,25.0,62.0,113.0,0.0
2005,31,148,TOT,Total After Trade,Vin Baker,"November 23, 1971",33.0,NBA,"C,PF",27.0,0.0,204.0,13.0,42.0,0.31,0.0,1.0,0.0,13.0,41.0,0.32,0.31,9.0,17.0,0.53,17.0,22.0,39.0,10.0,2.0,4.0,17.0,38.0,35.0,0.0
2005,20,148,NYK,New York Knicks,Vin Baker,"November 23, 1971",33.0,NBA,PF,24.0,0.0,191.0,13.0,38.0,0.34,0.0,1.0,0.0,13.0,37.0,0.35,0.34,7.0,15.0,0.47,17.0,20.0,37.0,9.0,2.0,4.0,15.0,31.0,33.0,0.0
2005,11,148,HOU,Houston Rockets,Vin Baker,"November 23, 1971",33.0,NBA,C,3.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0
2006,13,148,LAC,Los Angeles Clippers,Vin Baker,"November 23, 1971",34.0,NBA,C,8.0,1.0,85.0,7.0,15.0,0.47,0.0,0.0,,7.0,15.0,0.47,0.47,13.0,18.0,0.72,2.0,17.0,19.0,4.0,4.0,4.0,9.0,13.0,27.0,0.0
