Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,14,LAL,Los Angeles Lakers,Shaquille O'Neal,27,23,23,43.5,12.4,22.0,0.57,0.0,0.0,,12.4,22.0,0.57,0.57,5.9,12.9,0.46,5.2,10.3,15.4,3.1,0.6,2.4,2.4,2.9,30.7
2000,14,LAL,Los Angeles Lakers,Kobe Bryant,21,22,22,39.0,7.9,17.9,0.44,1.0,2.9,0.34,6.9,15.0,0.46,0.47,4.3,5.7,0.75,1.2,3.3,4.5,4.4,1.5,1.5,2.5,4.0,21.1
2000,14,LAL,Los Angeles Lakers,Glen Rice,32,23,23,33.3,4.0,9.9,0.41,1.2,2.9,0.42,2.8,7.0,0.4,0.47,3.1,3.9,0.8,0.4,3.6,4.0,2.1,0.7,0.2,1.6,2.2,12.4
2000,14,LAL,Los Angeles Lakers,Ron Harper,36,23,23,28.0,3.4,7.9,0.43,0.4,1.7,0.23,3.0,6.2,0.49,0.46,1.4,2.0,0.7,1.3,2.4,3.7,3.2,1.0,0.6,1.2,2.7,8.6
2000,14,LAL,Los Angeles Lakers,Robert Horry,29,23,0,26.9,2.6,6.3,0.41,0.7,2.6,0.29,1.8,3.7,0.49,0.47,1.7,2.5,0.7,1.7,3.7,5.3,2.5,0.9,0.8,1.3,3.8,7.6
2000,14,LAL,Los Angeles Lakers,A.C. Green,36,23,23,18.7,1.6,3.9,0.41,0.0,0.0,,1.6,3.9,0.41,0.41,0.7,1.0,0.7,1.9,2.3,4.2,0.6,0.6,0.1,0.4,1.9,3.9
2000,14,LAL,Los Angeles Lakers,Brian Shaw,33,22,1,18.5,2.0,4.9,0.42,0.7,2.2,0.33,1.3,2.7,0.49,0.5,0.6,0.7,0.81,0.3,2.0,2.3,3.0,0.5,0.2,0.8,2.1,5.4
2000,14,LAL,Los Angeles Lakers,Derek Fisher,25,21,0,15.3,1.6,3.8,0.43,0.6,1.4,0.41,1.0,2.4,0.44,0.51,0.9,1.2,0.76,0.2,0.9,1.0,2.0,0.5,0.0,0.4,1.4,4.7
2000,14,LAL,Los Angeles Lakers,Rick Fox,30,23,0,14.4,1.4,3.2,0.45,0.8,1.7,0.46,0.7,1.5,0.44,0.57,0.7,0.9,0.76,0.5,1.2,1.7,1.2,0.4,0.0,0.7,3.0,4.3
2000,14,LAL,Los Angeles Lakers,Devean George,22,9,0,5.0,0.8,2.1,0.37,0.2,1.1,0.2,0.6,1.0,0.56,0.42,0.7,1.2,0.55,0.4,0.7,1.1,0.2,0.1,0.0,0.3,0.6,2.4
2000,14,LAL,Los Angeles Lakers,John Salley,35,18,0,4.3,0.3,0.7,0.38,0.0,0.0,,0.3,0.7,0.38,0.38,0.4,0.6,0.7,0.5,0.7,1.2,0.2,0.1,0.3,0.2,0.9,0.9
2000,14,LAL,Los Angeles Lakers,Travis Knight,25,14,0,3.4,0.6,1.1,0.53,0.0,0.0,,0.6,1.1,0.53,0.53,0.1,0.4,0.33,0.2,0.1,0.4,0.0,0.1,0.2,0.4,1.1,1.3
