Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,28,TOR,Toronto Raptors,Vince Carter,23,3,3,39.7,5.0,16.7,0.3,0.3,3.3,0.1,4.7,13.3,0.35,0.31,9.0,10.3,0.87,3.0,3.0,6.0,6.3,1.0,1.3,2.7,4.0,19.3
2000,28,TOR,Toronto Raptors,Tracy McGrady,20,3,3,37.0,5.7,14.7,0.39,0.7,2.3,0.29,5.0,12.3,0.4,0.41,4.7,5.3,0.88,3.3,3.7,7.0,3.0,1.0,1.0,3.3,3.3,16.7
2000,28,TOR,Toronto Raptors,Charles Oakley,36,3,3,36.7,4.7,9.7,0.48,0.7,2.3,0.29,4.0,7.3,0.55,0.52,0.0,0.3,0.0,0.7,7.0,7.7,3.7,2.0,0.3,1.7,4.7,10.0
2000,28,TOR,Toronto Raptors,Antonio Davis,31,3,3,35.0,4.7,8.0,0.58,0.0,0.0,,4.7,8.0,0.58,0.58,3.7,4.7,0.79,2.3,6.0,8.3,1.0,0.3,1.3,1.3,3.0,13.0
2000,28,TOR,Toronto Raptors,Muggsy Bogues,35,3,2,29.0,2.0,7.0,0.29,1.0,3.0,0.33,1.0,4.0,0.25,0.36,0.3,1.0,0.33,1.0,1.0,2.0,1.7,1.3,0.0,1.3,1.3,5.3
2000,28,TOR,Toronto Raptors,Kevin Willis,37,3,0,25.3,4.0,11.0,0.36,0.0,0.0,,4.0,11.0,0.36,0.36,5.0,6.7,0.75,2.0,6.7,8.7,0.3,0.7,0.0,0.7,3.7,13.0
2000,28,TOR,Toronto Raptors,Doug Christie,29,3,1,20.3,1.0,4.3,0.23,1.0,2.7,0.38,0.0,1.7,0.0,0.35,1.0,2.0,0.5,0.3,1.3,1.7,2.0,1.3,0.3,1.3,3.3,4.0
2000,28,TOR,Toronto Raptors,Dell Curry,35,3,0,10.0,0.7,1.3,0.5,0.7,1.0,0.67,0.0,0.3,0.0,0.75,0.3,0.7,0.5,0.3,0.3,0.7,0.3,0.7,0.0,0.7,1.3,2.3
2000,28,TOR,Toronto Raptors,Dee Brown,31,3,0,6.3,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.7,0.7,0.0,0.3,1.3,0.0
2000,28,TOR,Toronto Raptors,John Thomas,24,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,28,TOR,Toronto Raptors,Alvin Williams,25,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
