Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,17,MIL,Milwaukee Bucks,Ray Allen,24,5,5,37.2,8.0,18.0,0.44,2.0,5.2,0.38,6.0,12.8,0.47,0.5,4.0,4.4,0.91,2.0,4.6,6.6,2.6,1.6,0.0,1.8,2.0,22.0,54
2000,17,MIL,Milwaukee Bucks,Sam Cassell,30,5,5,35.6,6.0,14.4,0.42,0.2,1.0,0.2,5.8,13.4,0.43,0.42,3.6,4.2,0.86,0.0,3.4,3.4,9.0,0.8,0.0,1.8,3.8,15.8,497
2000,17,MIL,Milwaukee Bucks,Glenn Robinson,27,5,5,34.8,6.4,15.8,0.4,0.4,1.4,0.29,6.0,14.4,0.42,0.42,2.2,2.6,0.85,0.0,4.2,4.2,2.6,1.6,0.8,3.0,3.6,15.4,2475
2000,17,MIL,Milwaukee Bucks,Ervin Johnson,32,5,5,31.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,2.2,3.6,0.61,2.8,7.0,9.8,0.4,1.2,1.2,0.6,3.8,6.2,1486
2000,17,MIL,Milwaukee Bucks,Darvin Ham,26,5,5,28.8,2.2,3.4,0.65,0.0,0.2,0.0,2.2,3.2,0.69,0.65,0.6,1.8,0.33,3.4,2.4,5.8,1.4,0.2,1.6,1.4,4.4,5.0,1155
2000,17,MIL,Milwaukee Bucks,Tim Thomas,22,5,0,28.4,5.8,11.8,0.49,1.0,3.0,0.33,4.8,8.8,0.55,0.53,2.8,3.4,0.82,1.2,3.6,4.8,2.0,0.2,0.8,0.2,2.8,15.4,2858
2000,17,MIL,Milwaukee Bucks,Vinny Del Negro,33,5,0,18.6,2.6,6.0,0.43,0.0,0.4,0.0,2.6,5.6,0.46,0.43,0.0,0.0,,0.0,1.6,1.6,1.8,0.6,0.0,0.6,0.8,5.2,721
2000,17,MIL,Milwaukee Bucks,Scott Williams,31,5,0,18.6,4.6,7.2,0.64,0.0,0.0,,4.6,7.2,0.64,0.64,1.0,1.2,0.83,1.8,3.8,5.6,0.4,0.4,1.0,0.8,3.2,10.2,3175
2000,17,MIL,Milwaukee Bucks,Danny Manning,33,1,0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1828
2000,17,MIL,Milwaukee Bucks,Mirsad Turkcan,23,2,0,5.0,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.5,2.0,2920
2000,17,MIL,Milwaukee Bucks,Rafer Alston,23,4,0,4.0,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,60
2000,17,MIL,Milwaukee Bucks,Robert Traylor,22,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2905
