Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,27,SAS,San Antonio Spurs,David Robinson,34,4,4,38.8,7.8,20.8,0.37,0.0,0.3,0.0,7.8,20.5,0.38,0.37,8.0,10.5,0.76,4.3,9.5,13.8,2.5,1.8,3.0,2.0,3.8,23.5
2000,27,SAS,San Antonio Spurs,Avery Johnson,34,4,4,36.0,4.8,10.5,0.45,0.0,0.0,,4.8,10.5,0.45,0.45,2.5,3.5,0.71,0.5,1.8,2.3,5.3,1.0,0.0,2.5,2.5,12.0
2000,27,SAS,San Antonio Spurs,Samaki Walker,23,4,4,30.3,3.5,7.8,0.45,0.0,0.0,,3.5,7.8,0.45,0.45,2.0,3.0,0.67,3.3,8.0,11.3,0.5,0.3,3.0,2.0,3.3,9.0
2000,27,SAS,San Antonio Spurs,Sean Elliott,31,4,4,29.8,3.8,10.0,0.38,1.3,3.3,0.38,2.5,6.8,0.37,0.44,1.3,2.0,0.62,0.3,5.3,5.5,1.3,0.0,0.5,1.0,3.3,10.0
2000,27,SAS,San Antonio Spurs,Mario Elie,36,4,4,28.8,1.5,5.5,0.27,0.3,1.8,0.14,1.3,3.8,0.33,0.3,4.3,4.5,0.94,1.3,3.0,4.3,1.8,1.3,0.0,3.0,1.0,7.5
2000,27,SAS,San Antonio Spurs,Terry Porter,36,4,0,22.3,2.0,7.8,0.26,1.0,3.5,0.29,1.0,4.3,0.24,0.32,0.0,0.0,,0.0,0.3,0.3,1.3,1.5,0.0,1.8,1.0,5.0
2000,27,SAS,San Antonio Spurs,Malik Rose,25,4,0,20.8,2.0,4.5,0.44,0.0,0.0,,2.0,4.5,0.44,0.44,1.3,2.3,0.56,1.3,3.5,4.8,0.3,0.5,0.8,1.8,3.0,5.3
2000,27,SAS,San Antonio Spurs,Antonio Daniels,24,4,0,20.5,2.3,5.8,0.39,0.5,2.0,0.25,1.8,3.8,0.47,0.44,2.3,3.3,0.69,0.5,2.0,2.5,1.5,1.8,0.0,1.5,1.3,7.3
2000,27,SAS,San Antonio Spurs,Jerome Kersey,37,2,0,12.5,0.5,3.5,0.14,0.0,0.0,,0.5,3.5,0.14,0.14,0.0,0.0,,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.5,1.0
2000,27,SAS,San Antonio Spurs,Jaren Jackson,32,2,0,9.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0
2000,27,SAS,San Antonio Spurs,Derrick Dial,24,2,0,4.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.5
