Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",24.0,NBA,SF,76.0,,2304.0,6.5,13.5,0.49,0.0,0.0,0.0,6.5,13.4,0.49,2.4,3.2,0.74,2.2,4.7,6.9,3.8,2.1,0.9,2.6,4.4,15.5
1981,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",25.0,NBA,SF,82.0,,2963.0,6.5,13.5,0.48,0.0,0.0,0.0,6.5,13.5,0.48,2.8,3.7,0.76,2.0,5.1,7.1,4.2,2.0,0.8,2.4,3.9,15.8
1982,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",26.0,NBA,SF,77.0,75.0,2913.0,5.4,11.8,0.46,0.0,0.1,0.1,5.4,11.7,0.46,2.0,2.6,0.75,2.2,4.2,6.3,3.9,1.4,0.6,1.9,3.7,12.8
1984,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",28.0,NBA,SF,64.0,28.0,1936.0,7.5,15.9,0.47,0.0,0.1,0.25,7.5,15.8,0.48,1.5,2.3,0.66,1.8,4.5,6.3,4.0,1.6,0.6,1.7,4.5,16.6
1985,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",29.0,NBA,SF,82.0,0.0,1763.0,6.4,13.2,0.48,0.0,0.3,0.06,6.4,12.9,0.49,1.8,2.6,0.7,1.7,3.9,5.6,3.5,1.0,0.4,2.1,4.0,14.6
1986,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",30.0,NBA,SF,82.0,5.0,2157.0,6.8,14.7,0.46,0.1,0.6,0.18,6.7,14.2,0.48,2.7,3.6,0.76,1.1,3.9,5.0,3.7,1.5,0.3,1.6,3.9,16.5
1987,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",31.0,NBA,SG,75.0,63.0,2594.0,5.8,14.0,0.42,0.7,2.2,0.33,5.1,11.7,0.44,1.9,2.5,0.77,0.7,3.4,4.0,4.5,1.0,0.3,1.4,3.2,14.3
1988,11.0,2423,HOU,Houston Rockets,Robert Reid,"August 30, 1955",32.0,NBA,SG,62.0,31.0,980.0,6.1,13.1,0.46,0.5,1.2,0.38,5.6,11.8,0.47,1.8,2.3,0.79,1.4,3.2,4.6,2.5,1.0,0.2,1.5,4.3,14.4
1989,,2423,CHH,None,Robert Reid,"August 30, 1955",33.0,NBA,SF,82.0,54.0,2152.0,8.7,20.3,0.43,0.3,0.9,0.33,8.4,19.4,0.43,2.5,3.3,0.78,1.4,3.7,5.1,2.6,0.9,0.3,1.8,3.9,20.2
1990,31.0,2423,TOT,Total After Trade,Robert Reid,"August 30, 1955",34.0,NBA,SF,72.0,28.0,1202.0,5.2,13.4,0.39,0.3,1.0,0.31,4.9,12.4,0.4,1.6,2.6,0.63,1.0,3.5,4.5,2.7,1.1,0.5,1.3,4.6,12.4
1990,25.0,2423,POR,Portland Trail Blazers,Robert Reid,"August 30, 1955",34.0,NBA,SF,12.0,1.0,85.0,5.5,14.0,0.39,0.4,1.3,0.33,5.1,12.7,0.4,1.7,3.4,0.5,0.4,3.0,3.4,3.4,0.8,0.8,0.4,7.2,13.1
1990,,2423,CHH,None,Robert Reid,"August 30, 1955",34.0,NBA,SF,60.0,27.0,1117.0,5.2,13.3,0.39,0.3,0.9,0.31,4.9,12.4,0.4,1.6,2.5,0.64,1.1,3.5,4.6,2.6,1.2,0.5,1.4,4.4,12.3
1991,23.0,2423,PHI,Philadelphia 76Ers,Robert Reid,"August 30, 1955",35.0,NBA,SF,3.0,0.0,37.0,1.9,13.6,0.14,0.0,0.0,,1.9,13.6,0.14,0.0,0.0,,1.9,6.8,8.8,3.9,1.0,2.9,2.9,2.9,3.9
