Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1994,7,1863,DAL,Dallas Mavericks,Jamal Mashburn,"November 29, 1972",21.0,NBA,SF,79.0,73.0,2896.0,561.0,1382.0,0.41,85.0,299.0,0.28,476.0,1083.0,0.44,0.44,306.0,438.0,0.7,107.0,246.0,353.0,266.0,89.0,14.0,245.0,205.0,1513.0,0.0
1995,7,1863,DAL,Dallas Mavericks,Jamal Mashburn,"November 29, 1972",22.0,NBA,SF,80.0,80.0,2980.0,683.0,1566.0,0.44,113.0,344.0,0.33,570.0,1222.0,0.47,0.47,447.0,605.0,0.74,116.0,215.0,331.0,298.0,82.0,8.0,235.0,190.0,1926.0,0.0
1996,7,1863,DAL,Dallas Mavericks,Jamal Mashburn,"November 29, 1972",23.0,NBA,SF,18.0,18.0,669.0,145.0,383.0,0.38,35.0,102.0,0.34,110.0,281.0,0.39,0.42,97.0,133.0,0.73,37.0,60.0,97.0,50.0,14.0,3.0,55.0,39.0,422.0,0.0
1997,31,1863,TOT,Total After Trade,Jamal Mashburn,"November 29, 1972",24.0,NBA,SF,69.0,51.0,2164.0,286.0,743.0,0.38,90.0,277.0,0.32,196.0,466.0,0.42,0.44,160.0,228.0,0.7,69.0,225.0,294.0,204.0,78.0,12.0,114.0,186.0,822.0,0.0
1997,7,1863,DAL,Dallas Mavericks,Jamal Mashburn,"November 29, 1972",24.0,NBA,SF,37.0,21.0,975.0,140.0,376.0,0.37,42.0,131.0,0.32,98.0,245.0,0.4,0.43,72.0,111.0,0.65,28.0,87.0,115.0,93.0,35.0,5.0,57.0,69.0,394.0,0.0
1997,16,1863,MIA,Miami Heat,Jamal Mashburn,"November 29, 1972",24.0,NBA,SF,32.0,30.0,1189.0,146.0,367.0,0.4,48.0,146.0,0.33,98.0,221.0,0.44,0.46,88.0,117.0,0.75,41.0,138.0,179.0,111.0,43.0,7.0,57.0,117.0,428.0,0.0
1998,16,1863,MIA,Miami Heat,Jamal Mashburn,"November 29, 1972",25.0,NBA,SF,48.0,48.0,1729.0,251.0,577.0,0.44,37.0,122.0,0.3,214.0,455.0,0.47,0.47,184.0,231.0,0.8,72.0,164.0,236.0,132.0,43.0,14.0,108.0,137.0,723.0,0.0
1999,16,1863,MIA,Miami Heat,Jamal Mashburn,"November 29, 1972",26.0,NBA,SF,24.0,23.0,855.0,134.0,297.0,0.45,13.0,30.0,0.43,121.0,267.0,0.45,0.47,75.0,104.0,0.72,24.0,122.0,146.0,75.0,20.0,3.0,60.0,58.0,356.0,0.0
2000,16,1863,MIA,Miami Heat,Jamal Mashburn,"November 29, 1972",27.0,NBA,SF,76.0,76.0,2828.0,515.0,1158.0,0.44,112.0,278.0,0.4,403.0,880.0,0.46,0.49,186.0,239.0,0.78,64.0,317.0,381.0,298.0,79.0,14.0,180.0,215.0,1328.0,0.0
2001,4,1863,CHO,Charlotte Hornets,Jamal Mashburn,"November 29, 1972",28.0,NBA,SF,76.0,76.0,2989.0,573.0,1388.0,0.41,103.0,289.0,0.36,470.0,1099.0,0.43,0.45,279.0,364.0,0.77,92.0,484.0,576.0,411.0,85.0,13.0,211.0,185.0,1528.0,1.0
2002,4,1863,CHO,Charlotte Hornets,Jamal Mashburn,"November 29, 1972",29.0,NBA,SF,40.0,40.0,1601.0,303.0,744.0,0.41,41.0,112.0,0.37,262.0,632.0,0.42,0.44,211.0,241.0,0.88,31.0,211.0,242.0,171.0,45.0,6.0,110.0,80.0,858.0,0.0
2003,19,1863,NOH,New Orleans Hornets,Jamal Mashburn,"November 29, 1972",30.0,NBA,SF,82.0,81.0,3321.0,670.0,1586.0,0.42,119.0,306.0,0.39,551.0,1280.0,0.43,0.46,313.0,369.0,0.85,66.0,432.0,498.0,462.0,83.0,17.0,230.0,196.0,1772.0,2.0
2004,19,1863,NOH,New Orleans Hornets,Jamal Mashburn,"November 29, 1972",31.0,NBA,SF,19.0,18.0,730.0,156.0,398.0,0.39,19.0,67.0,0.28,137.0,331.0,0.41,0.42,65.0,80.0,0.81,19.0,98.0,117.0,47.0,14.0,5.0,37.0,42.0,396.0,0.0
