Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2012,19,NOH,New Orleans Hornets,Marco Belinelli,25,66,55,1966,7.9,19.0,0.42,3.0,7.9,0.38,4.9,11.1,0.44,2.8,3.6,0.78,0.5,4.2,4.8,2.8,1.3,0.1,1.9,3.2,21.6,,105,109
2012,19,NOH,New Orleans Hornets,Greivis Vasquez,25,66,26,1706,7.2,16.7,0.43,1.4,4.3,0.32,5.8,12.4,0.47,3.1,3.7,0.82,0.7,4.8,5.5,11.4,1.9,0.3,4.7,4.0,18.8,,101,107
2012,19,NOH,New Orleans Hornets,Jarrett Jack,28,45,39,1530,9.4,20.7,0.46,1.4,4.0,0.35,8.1,16.7,0.48,4.6,5.3,0.87,0.8,5.4,6.3,10.1,1.1,0.3,3.8,3.3,24.9,,109,108
2012,19,NOH,New Orleans Hornets,Al-Farouq Aminu,21,66,21,1477,5.5,13.4,0.41,0.5,1.7,0.28,5.0,11.7,0.43,3.2,4.2,0.75,3.5,7.8,11.3,2.4,2.2,1.3,3.3,5.0,14.7,,93,103
2012,19,NOH,New Orleans Hornets,Chris Kaman,29,47,33,1372,10.5,23.7,0.45,0.0,0.0,,10.5,23.7,0.45,3.3,4.2,0.78,3.5,10.9,14.4,4.0,1.0,3.1,5.1,4.2,24.4,,91,102
2012,19,NOH,New Orleans Hornets,Trevor Ariza,26,41,41,1350,6.8,16.2,0.42,1.2,3.5,0.33,5.6,12.7,0.44,3.2,4.1,0.78,1.7,7.0,8.7,5.4,2.8,1.0,3.1,2.9,17.9,,100,103
2012,19,NOH,New Orleans Hornets,Gustavo Ayon,26,54,24,1088,7.0,13.0,0.54,0.0,0.0,0.0,7.0,13.0,0.54,1.9,3.1,0.62,4.3,8.9,13.2,3.7,2.6,2.3,2.3,5.9,15.9,,111,100
2012,19,NOH,New Orleans Hornets,Carl Landry,28,41,8,999,9.9,19.7,0.5,0.0,0.2,0.0,9.9,19.5,0.51,8.0,10.0,0.8,4.2,7.4,11.6,2.1,0.7,0.7,3.5,4.8,27.8,,111,107
2012,19,NOH,New Orleans Hornets,Jason Smith,25,40,29,947,10.4,20.0,0.52,0.1,0.5,0.11,10.3,19.5,0.53,1.9,2.7,0.7,4.1,7.1,11.2,2.0,1.2,2.4,2.3,5.9,22.7,,107,105
2012,19,NOH,New Orleans Hornets,Emeka Okafor,29,27,27,781,7.9,14.9,0.53,0.0,0.0,,7.9,14.9,0.53,2.6,5.1,0.51,4.9,10.0,14.8,1.7,1.1,1.8,2.6,5.1,18.5,,105,103
2012,19,NOH,New Orleans Hornets,Xavier Henry,20,45,0,759,6.4,16.3,0.4,0.5,1.2,0.41,5.9,15.1,0.39,3.7,6.1,0.61,1.7,5.9,7.6,2.5,1.9,0.6,2.5,4.2,17.1,,91,106
2012,19,NOH,New Orleans Hornets,Lance Thomas,23,42,10,630,4.9,10.9,0.45,0.0,0.1,0.0,4.9,10.8,0.46,4.5,5.3,0.84,4.2,6.6,10.9,1.0,0.9,0.6,2.1,6.7,14.3,,110,107
2012,19,NOH,New Orleans Hornets,Eric Gordon,23,9,9,310,11.0,24.5,0.45,1.8,7.0,0.25,9.3,17.5,0.53,8.6,11.4,0.75,0.4,4.0,4.4,5.4,2.3,0.7,4.2,3.5,32.4,,105,106
2012,19,NOH,New Orleans Hornets,DaJuan Summers,24,15,6,209,7.3,16.9,0.43,1.3,4.2,0.31,6.0,12.7,0.47,1.8,2.3,0.78,2.1,3.9,6.0,2.6,1.8,0.0,2.1,8.1,17.7,,100,108
2012,19,NOH,New Orleans Hornets,Solomon Jones,27,11,1,196,6.4,14.7,0.43,0.0,0.0,,6.4,14.7,0.43,4.2,5.0,0.83,5.8,5.5,11.4,1.9,1.4,1.7,3.6,8.6,16.9,,99,106
2012,19,NOH,New Orleans Hornets,Jerome Dyson,24,9,1,180,5.7,14.5,0.4,0.3,2.4,0.12,5.4,12.1,0.45,8.5,10.9,0.78,0.6,5.1,5.7,5.4,3.3,0.6,6.0,5.7,20.2,,91,103
2012,19,NOH,New Orleans Hornets,Carldell Johnson,29,15,0,119,5.0,16.0,0.31,1.8,6.9,0.27,3.2,9.1,0.35,0.5,1.4,0.33,0.5,3.7,4.1,10.0,3.7,0.0,3.2,5.0,12.3,,86,104
2012,19,NOH,New Orleans Hornets,Darryl Watkins,27,5,0,98,3.9,7.8,0.5,0.0,0.0,,3.9,7.8,0.5,5.0,10.0,0.5,4.4,10.5,15.0,1.7,2.8,2.2,4.4,7.8,12.8,,90,99
2012,19,NOH,New Orleans Hornets,Chris Johnson,26,7,0,82,6.0,11.9,0.5,0.0,0.0,,6.0,11.9,0.5,3.3,4.6,0.71,4.6,9.9,14.6,0.7,3.3,0.7,5.3,8.6,15.2,,88,100
2012,19,NOH,New Orleans Hornets,Trey Johnson,27,11,0,61,7.1,12.5,0.57,0.0,0.0,,7.1,12.5,0.57,4.5,4.5,1.0,2.7,8.0,10.7,3.6,0.9,0.0,4.5,8.9,18.7,,108,107
2012,19,NOH,New Orleans Hornets,Donald Sloan,24,3,0,41,6.6,18.6,0.36,0.0,2.7,0.0,6.6,15.9,0.42,2.7,5.3,0.5,2.7,1.3,4.0,10.6,2.7,0.0,6.6,2.7,15.9,,79,108
2012,19,NOH,New Orleans Hornets,Jeff Foote,24,4,0,39,2.8,8.4,0.33,0.0,0.0,,2.8,8.4,0.33,0.0,0.0,,1.4,7.0,8.4,0.0,0.0,1.4,2.8,7.0,5.6,,58,108
