Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2012,8,1708,DEN,Denver Nuggets,Ty Lawson,24,61,61,2124,9.0,18.4,0.49,1.8,4.8,0.36,7.2,13.6,0.53,4.3,5.2,0.82,1.3,4.2,5.4,9.6,2.0,0.1,3.6,2.3,24.0,116,108
2012,8,22,DEN,Denver Nuggets,Arron Afflalo,26,62,62,2086,8.0,17.1,0.47,2.1,5.4,0.4,5.9,11.7,0.5,4.8,6.0,0.8,1.0,3.8,4.8,3.6,0.9,0.3,2.1,3.3,23.0,116,111
2012,8,1987,DEN,Denver Nuggets,Andre Miller,35,66,7,1809,6.8,15.6,0.44,0.5,2.3,0.22,6.3,13.2,0.48,3.9,4.8,0.81,1.5,4.7,6.2,12.4,1.8,0.3,5.0,3.7,18.0,104,108
2012,8,1196,DEN,Denver Nuggets,Al Harrington,31,64,1,1761,10.0,22.4,0.45,2.9,8.8,0.33,7.1,13.6,0.52,3.4,5.1,0.68,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,103,105
2012,8,983,DEN,Denver Nuggets,Danilo Gallinari,23,43,40,1351,7.3,17.6,0.41,2.3,6.9,0.33,5.0,10.7,0.47,6.9,7.9,0.87,1.1,6.6,7.6,4.4,1.6,0.9,2.6,3.2,23.7,114,107
2012,8,342,DEN,Denver Nuggets,Corey Brewer,25,59,17,1287,8.0,18.3,0.43,1.3,5.0,0.26,6.7,13.3,0.5,3.6,5.1,0.69,1.7,4.2,5.9,3.5,2.9,0.7,2.2,4.5,20.8,104,106
2012,8,889,DEN,Denver Nuggets,Kenneth Faried,22,46,39,1037,8.9,15.2,0.59,0.0,0.0,,8.9,15.2,0.59,5.4,8.1,0.66,7.0,10.3,17.3,1.8,1.7,2.3,2.7,5.7,23.1,123,103
2012,8,1286,DEN,Denver Nuggets,Nene Hilario,29,28,27,826,8.8,17.3,0.51,0.0,0.1,0.0,8.8,17.2,0.51,5.6,8.2,0.68,2.7,10.2,12.8,3.8,2.2,1.5,4.8,4.3,23.2,101,102
2012,8,1652,DEN,Denver Nuggets,Kosta Koufos,22,48,24,792,7.4,12.4,0.6,0.0,0.0,,7.4,12.4,0.6,2.1,3.5,0.6,6.1,10.5,16.6,1.0,1.5,2.6,2.1,6.2,16.9,120,102
2012,8,906,DEN,Denver Nuggets,Rudy Fernandez,26,31,1,710,7.1,16.2,0.44,2.9,8.8,0.33,4.2,7.4,0.57,2.2,3.1,0.7,0.6,4.0,4.7,5.4,2.2,0.2,2.9,2.7,19.2,106,108
2012,8,2070,DEN,Denver Nuggets,Timofey Mozgov,25,44,35,687,7.4,14.1,0.53,0.0,0.0,,7.4,14.1,0.53,2.9,4.2,0.68,3.9,9.3,13.3,1.6,1.1,3.1,3.9,6.4,17.7,100,103
2012,8,66,DEN,Denver Nuggets,Chris Andersen,33,32,1,486,6.2,11.3,0.55,0.0,0.0,,6.2,11.3,0.55,5.2,8.6,0.61,5.0,10.5,15.5,0.6,2.0,4.8,1.8,5.5,17.6,119,99
2012,8,1930,DEN,Denver Nuggets,JaVale McGee,24,20,5,411,11.5,18.8,0.61,0.0,0.0,,11.5,18.8,0.61,2.4,6.3,0.37,4.5,9.8,14.3,0.7,1.2,3.8,2.4,6.0,25.4,111,102
2012,8,1158,DEN,Denver Nuggets,Jordan Hamilton,21,26,2,258,9.5,21.9,0.43,3.4,9.3,0.36,6.1,12.6,0.48,0.4,1.0,0.4,2.2,10.1,12.2,4.0,0.8,0.6,3.2,3.0,22.7,99,107
2012,8,515,DEN,Denver Nuggets,Wilson Chandler,24,8,6,215,7.3,18.7,0.39,0.7,2.8,0.25,6.6,15.9,0.42,2.4,2.8,0.83,1.4,8.3,9.7,4.0,1.4,1.4,4.3,4.3,17.8,86,105
2012,8,2766,DEN,Denver Nuggets,Julyan Stone,23,22,2,179,3.7,8.8,0.42,0.6,3.1,0.18,3.1,5.7,0.55,2.3,3.1,0.73,1.4,5.7,7.1,10.5,2.3,1.7,3.1,5.1,10.2,109,105
2012,8,481,DEN,Denver Nuggets,DeMarre Carroll,25,4,0,21,14.6,14.6,1.0,0.0,0.0,,14.6,14.6,1.0,0.0,0.0,,0.0,7.3,7.3,7.3,0.0,0.0,4.9,2.4,29.1,139,111
