Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,21,1865,SEA,Seattle Supersonics,24.0,NBA,SF,5.0,5.0,205.0,4.2,10.0,0.42,0.2,0.5,0.33,4.0,9.5,0.43,1.8,3.0,0.59,0.9,4.6,5.4,1.6,0.7,0.4,0.9,1.9,10.4
2003,17,1865,MIL,Milwaukee Bucks,25.0,NBA,SF,6.0,6.0,204.0,4.9,9.7,0.51,0.0,0.7,0.0,4.9,9.0,0.55,3.9,5.5,0.71,1.1,6.4,7.4,0.9,1.1,0.7,1.2,3.4,13.8
2004,17,1865,MIL,Milwaukee Bucks,26.0,NBA,SF,5.0,5.0,198.0,4.5,13.5,0.34,0.0,0.4,0.0,4.5,13.1,0.35,4.0,4.7,0.85,0.7,3.6,4.4,2.2,0.7,0.4,2.2,2.9,13.1
