Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1991,6,912,CLE,Cleveland Cavaliers,24.0,NBA,PF,81.0,1661.0,10.9,0.49,0.12,0.24,6.9,13.0,10.0,13.0,1.3,0.9,14.5,21.8,,-0.4,1.3,1.0,0.03,,-2.9,-1.0,-4.0,-0.8
1992,6,912,CLE,Cleveland Cavaliers,25.0,NBA,PF,68.0,937.0,11.2,0.48,0.15,0.22,6.6,18.3,12.7,11.1,1.2,0.9,11.3,18.9,,0.3,1.0,1.3,0.07,,-3.1,-0.7,-3.9,-0.4
1993,6,912,CLE,Cleveland Cavaliers,26.0,NBA,PF,76.0,1461.0,14.0,0.56,0.18,0.25,6.6,14.9,10.9,13.2,1.0,2.0,14.0,18.0,,1.8,1.8,3.6,0.12,,-0.4,0.2,-0.2,0.7
1994,6,912,CLE,Cleveland Cavaliers,27.0,NBA,PF,70.0,965.0,12.0,0.5,0.15,0.13,5.6,11.3,8.5,12.1,1.5,1.5,10.4,18.3,,0.7,1.0,1.7,0.08,,-1.3,0.0,-1.4,0.2
1995,6,912,CLE,Cleveland Cavaliers,28.0,NBA,PF,82.0,1290.0,16.0,0.57,0.47,0.17,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,,2.3,1.5,3.9,0.14,,2.2,0.4,2.6,1.5
1996,6,912,CLE,Cleveland Cavaliers,29.0,NBA,PF,82.0,2680.0,14.2,0.56,0.4,0.15,3.5,12.0,7.7,13.2,1.2,1.2,11.1,20.7,,3.2,2.3,5.5,0.1,,0.6,-0.7,-0.1,1.3
1997,6,912,CLE,Cleveland Cavaliers,30.0,NBA,PF,82.0,2633.0,11.7,0.52,0.36,0.11,4.0,12.8,8.3,10.4,1.2,1.1,10.1,17.6,,2.2,3.4,5.6,0.1,,-0.6,0.2,-0.4,1.0
1998,6,912,CLE,Cleveland Cavaliers,31.0,NBA,PF,69.0,1034.0,7.5,0.48,0.35,0.14,2.8,10.6,6.8,9.5,1.3,1.2,14.9,15.9,,-0.4,1.4,1.0,0.05,,-3.0,0.7,-2.3,-0.1
1999,6,912,CLE,Cleveland Cavaliers,32.0,NBA,PF,50.0,1058.0,11.0,0.56,0.33,0.11,1.9,10.3,6.1,9.7,1.2,0.8,11.2,16.1,,1.0,0.7,1.7,0.08,,-0.8,-0.7,-1.4,0.2
2001,27,912,SAS,San Antonio Spurs,34.0,NBA,SF,80.0,1688.0,10.1,0.58,0.42,0.08,3.9,10.7,7.5,6.8,0.9,0.9,11.4,12.2,,2.1,2.0,4.1,0.12,,-0.6,0.6,0.0,0.8
2002,27,912,SAS,San Antonio Spurs,35.0,NBA,SF,50.0,799.0,11.2,0.59,0.56,0.2,2.2,10.4,6.5,9.4,1.1,0.8,10.2,12.5,,1.4,0.9,2.3,0.14,,-0.2,0.6,0.4,0.5
2003,27,912,SAS,San Antonio Spurs,36.0,NBA,SF,64.0,601.0,5.1,0.46,0.48,0.1,4.0,10.1,7.2,5.3,0.6,1.0,17.2,12.1,,-0.2,0.6,0.3,0.03,,-3.1,-0.1,-3.2,-0.2
