Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,24.0,ATL,NBA,C,82.0,,2123.0,4.9,8.7,0.558,0.0,0.0,,4.9,8.7,0.558,2.7,3.7,0.714,4.8,8.3,13.1,1.3,0.9,4.1,1.7,5.5,12.4
1981,25.0,ATL,NBA,C,40.0,,1044.0,4.0,7.2,0.552,0.0,0.0,0.0,4.0,7.2,0.555,1.6,2.0,0.807,3.5,6.3,9.9,1.2,1.0,4.0,2.0,5.2,9.6
1982,26.0,ATL,NBA,C,79.0,39.0,2018.0,3.6,6.2,0.584,0.0,0.0,,3.6,6.2,0.584,1.4,2.3,0.612,3.0,7.9,10.9,1.1,0.6,4.0,1.4,5.1,8.6
1983,27.0,ATL,NBA,C,80.0,80.0,2472.0,3.8,7.5,0.51,0.0,0.0,0.0,3.8,7.4,0.511,1.4,2.0,0.726,3.1,7.8,10.8,1.1,0.7,5.0,1.4,4.3,9.0
1984,28.0,ATL,NBA,C,77.0,76.0,2351.0,4.2,8.1,0.518,0.0,0.0,,4.2,8.1,0.518,1.8,2.9,0.621,3.1,6.0,9.1,0.9,0.5,4.2,1.5,4.5,10.2
1985,29.0,ATL,NBA,C,70.0,60.0,1750.0,3.8,7.0,0.549,0.0,0.0,,3.8,7.0,0.549,1.4,1.9,0.72,2.3,6.8,9.1,1.1,0.7,3.4,1.6,4.4,9.0
1986,30.0,ATL,NBA,C,74.0,61.0,1781.0,3.5,7.0,0.499,0.0,0.0,0.0,3.5,7.0,0.5,1.4,1.8,0.767,2.6,6.6,9.3,0.8,0.8,3.4,1.8,4.8,8.4
1987,31.0,ATL,NBA,C,75.0,58.0,1764.0,3.5,6.4,0.546,0.0,0.0,,3.5,6.4,0.546,1.3,1.8,0.724,3.2,6.8,10.0,0.4,0.9,2.9,1.2,4.9,8.3
1988,32.0,ATL,NBA,C,76.0,59.0,1765.0,2.7,5.3,0.512,0.0,0.0,,2.7,5.3,0.512,1.4,1.6,0.875,2.9,6.5,9.4,0.4,0.6,2.7,1.0,4.7,6.9
1989,33.0,CLE,NBA,C,60.0,2.0,583.0,3.8,8.5,0.449,0.0,0.1,0.0,3.8,8.5,0.453,0.7,1.2,0.632,2.3,6.2,8.6,1.2,0.7,2.3,1.4,5.5,8.4
1990,34.0,CLE,NBA,C,48.0,19.0,674.0,3.0,6.7,0.456,0.0,0.1,0.0,3.0,6.6,0.46,0.6,0.9,0.688,3.1,5.1,8.2,1.3,0.7,2.8,1.9,4.4,6.7
1991,35.0,DET,NBA,C,37.0,0.0,202.0,2.5,5.9,0.424,0.0,0.0,,2.5,5.9,0.424,1.4,2.5,0.571,2.3,5.2,7.5,0.7,0.4,3.6,2.7,6.2,6.4
1992,36.0,HOU,NBA,C,59.0,5.0,697.0,2.4,4.4,0.535,0.0,0.0,,2.4,4.4,0.535,1.3,1.5,0.867,3.2,5.7,8.8,0.8,0.7,3.2,0.9,4.4,6.1
1993,37.0,HOU,NBA,C,42.0,0.0,247.0,1.6,6.0,0.268,0.0,0.3,0.0,1.6,5.7,0.282,1.3,1.7,0.75,1.7,7.0,8.7,1.5,0.9,2.2,1.3,6.3,4.5
1994,38.0,ORL,NBA,C,45.0,1.0,384.0,2.7,5.0,0.547,0.0,0.0,,2.7,5.0,0.547,1.7,2.8,0.6,3.1,5.9,9.0,0.8,0.7,3.3,1.2,5.2,7.1
1995,39.0,ORL,NBA,C,51.0,3.0,478.0,1.5,3.2,0.476,0.0,0.0,,1.5,3.2,0.476,1.6,2.3,0.677,2.3,4.8,7.2,0.7,0.5,2.7,1.7,4.7,4.6
