Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2008,17,2598,MIL,Milwaukee Bucks,21.0,NBA,PG,17.0,7.0,450.0,51.0,117.0,0.44,3.0,7.0,0.43,48.0,110.0,0.44,0.45,32.0,41.0,0.78,8.0,50.0,58.0,127.0,17.0,3.0,36.0,26.0,137.0,,0.0
2009,17,2598,MIL,Milwaukee Bucks,22.0,NBA,PG,79.0,39.0,2173.0,345.0,775.0,0.44,6.0,34.0,0.18,339.0,741.0,0.46,0.45,281.0,354.0,0.79,64.0,205.0,269.0,452.0,83.0,7.0,152.0,158.0,977.0,,1.0
2010,18,2598,MIN,Minnesota Timberwolves,23.0,NBA,PG,82.0,1.0,1732.0,253.0,555.0,0.46,1.0,15.0,0.07,252.0,540.0,0.47,0.46,167.0,233.0,0.72,58.0,156.0,214.0,258.0,55.0,5.0,137.0,137.0,674.0,,0.0
2011,6,2598,CLE,Cleveland Cavaliers,24.0,NBA,PG,81.0,38.0,2133.0,362.0,776.0,0.47,3.0,15.0,0.2,359.0,761.0,0.47,0.47,348.0,423.0,0.82,46.0,209.0,255.0,419.0,60.0,8.0,178.0,93.0,1075.0,,0.0
2012,31,2598,TOT,Total After Trade,25.0,NBA,PG,64.0,23.0,1707.0,242.0,565.0,0.43,43.0,97.0,0.44,199.0,468.0,0.42,0.47,194.0,248.0,0.78,33.0,181.0,214.0,354.0,44.0,3.0,141.0,100.0,721.0,,0.0
2012,6,2598,CLE,Cleveland Cavaliers,25.0,NBA,PG,41.0,4.0,1006.0,141.0,354.0,0.4,26.0,62.0,0.42,115.0,292.0,0.39,0.44,122.0,147.0,0.83,19.0,108.0,127.0,212.0,27.0,1.0,82.0,63.0,430.0,,0.0
2012,14,2598,LAL,Los Angeles Lakers,25.0,NBA,PG,23.0,19.0,701.0,101.0,211.0,0.48,17.0,35.0,0.49,84.0,176.0,0.48,0.52,72.0,101.0,0.71,14.0,73.0,87.0,142.0,17.0,2.0,59.0,37.0,291.0,,0.0
2013,4,2598,CHA,Charlotte Bobcats,26.0,NBA,SG,61.0,0.0,1652.0,276.0,676.0,0.41,33.0,107.0,0.31,243.0,569.0,0.43,0.43,291.0,347.0,0.84,27.0,142.0,169.0,230.0,48.0,7.0,104.0,91.0,876.0,,0.0
2014,31,2598,TOT,Total After Trade,27.0,NBA,PG,83.0,19.0,2214.0,330.0,769.0,0.43,35.0,124.0,0.28,295.0,645.0,0.46,0.45,326.0,404.0,0.81,38.0,165.0,203.0,340.0,49.0,9.0,148.0,90.0,1021.0,,0.0
2014,4,2598,CHA,Charlotte Bobcats,27.0,NBA,PG,55.0,7.0,1305.0,190.0,465.0,0.41,15.0,68.0,0.22,175.0,397.0,0.44,0.42,183.0,234.0,0.78,22.0,95.0,117.0,206.0,33.0,6.0,93.0,50.0,578.0,,0.0
2014,17,2598,MIL,Milwaukee Bucks,27.0,NBA,PG,28.0,12.0,909.0,140.0,304.0,0.46,20.0,56.0,0.36,120.0,248.0,0.48,0.49,143.0,170.0,0.84,16.0,70.0,86.0,134.0,16.0,3.0,55.0,40.0,443.0,,0.0
2015,31,2598,TOT,Total After Trade,28.0,NBA,PG,64.0,10.0,1188.0,125.0,334.0,0.37,19.0,60.0,0.32,106.0,274.0,0.39,0.4,133.0,173.0,0.77,23.0,121.0,144.0,182.0,29.0,0.0,86.0,73.0,402.0,,0.0
2015,26,2598,SAC,Sacramento Kings,28.0,NBA,PG,36.0,7.0,642.0,63.0,183.0,0.34,6.0,28.0,0.21,57.0,155.0,0.37,0.36,64.0,88.0,0.73,13.0,56.0,69.0,96.0,13.0,0.0,51.0,45.0,196.0,,0.0
2015,30,2598,WAS,Washington Wizards,28.0,NBA,PG,28.0,3.0,546.0,62.0,151.0,0.41,13.0,32.0,0.41,49.0,119.0,0.41,0.45,69.0,85.0,0.81,10.0,65.0,75.0,86.0,16.0,0.0,35.0,28.0,206.0,,0.0
2016,30,2598,WAS,Washington Wizards,29.0,NBA,PG,82.0,5.0,1667.0,280.0,592.0,0.47,36.0,111.0,0.32,244.0,481.0,0.51,0.5,214.0,283.0,0.76,25.0,178.0,203.0,239.0,46.0,5.0,115.0,102.0,810.0,,0.0
2017,4,2598,CHO,Charlotte Hornets,30.0,NBA,PG,50.0,1.0,811.0,100.0,263.0,0.38,21.0,62.0,0.34,79.0,201.0,0.39,0.42,91.0,118.0,0.77,11.0,62.0,73.0,129.0,27.0,3.0,46.0,43.0,312.0,,0.0
2018,31,2598,TOT,Total After Trade,31.0,NBA,PG,28.0,3.0,392.0,42.0,117.0,0.36,8.0,26.0,0.31,34.0,91.0,0.37,0.39,44.0,57.0,0.77,6.0,32.0,38.0,77.0,14.0,2.0,30.0,29.0,136.0,,0.0
2018,20,2598,NYK,New York Knicks,31.0,NBA,PG,13.0,3.0,167.0,17.0,53.0,0.32,2.0,11.0,0.18,15.0,42.0,0.36,0.34,12.0,15.0,0.8,1.0,17.0,18.0,27.0,7.0,1.0,15.0,14.0,48.0,,0.0
2018,30,2598,WAS,Washington Wizards,31.0,NBA,PG,15.0,0.0,225.0,25.0,64.0,0.39,6.0,15.0,0.4,19.0,49.0,0.39,0.44,32.0,42.0,0.76,5.0,15.0,20.0,50.0,7.0,1.0,15.0,15.0,88.0,,0.0
