Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,19,180,NOK,New Orleans/Oklahoma City Hornets,Brandon Bass,"April 30, 1985",20.0,NBA,PF,29.0,1.0,268.0,3.8,9.4,0.4,0.0,0.0,,3.8,9.4,0.4,1.6,2.6,0.63,2.4,6.7,9.1,0.4,0.4,0.9,1.5,2.4,9.1
2007,19,180,NOK,New Orleans/Oklahoma City Hornets,Brandon Bass,"April 30, 1985",21.0,NBA,PF,21.0,3.0,162.0,3.3,9.8,0.34,0.0,0.2,0.0,3.3,9.6,0.35,2.7,3.6,0.75,2.9,6.7,9.6,0.7,0.4,0.7,2.2,3.6,9.3
2008,7,180,DAL,Dallas Mavericks,Brandon Bass,"April 30, 1985",22.0,NBA,C,79.0,1.0,1557.0,5.7,11.4,0.5,0.0,0.1,0.0,5.7,11.3,0.5,3.7,4.6,0.82,2.8,5.2,8.0,1.3,0.5,1.1,1.9,3.5,15.1
2009,7,180,DAL,Dallas Mavericks,Brandon Bass,"April 30, 1985",23.0,NBA,C,81.0,0.0,1574.0,5.8,11.6,0.5,0.0,0.1,0.0,5.8,11.5,0.5,4.2,4.8,0.87,3.0,5.4,8.4,1.0,0.6,1.3,2.0,3.2,15.7
2010,22,180,ORL,Orlando Magic,Brandon Bass,"April 30, 1985",24.0,NBA,PF,50.0,3.0,648.0,6.6,12.9,0.51,0.0,0.0,,6.6,12.9,0.51,2.9,3.5,0.82,3.0,4.1,7.1,1.1,0.7,1.5,1.7,3.8,16.1
2011,22,180,ORL,Orlando Magic,Brandon Bass,"April 30, 1985",25.0,NBA,PF,76.0,51.0,1980.0,6.0,11.7,0.52,0.0,0.0,0.0,6.0,11.7,0.52,3.5,4.2,0.82,2.4,5.3,7.7,1.0,0.5,0.9,1.8,2.9,15.5
2012,2,180,BOS,Boston Celtics,Brandon Bass,"April 30, 1985",26.0,NBA,PF,59.0,39.0,1868.0,5.8,12.2,0.48,0.0,0.0,,5.8,12.2,0.48,2.5,3.1,0.81,1.8,5.2,7.0,1.1,0.7,1.0,1.3,2.6,14.2
2013,2,180,BOS,Boston Celtics,Brandon Bass,"April 30, 1985",27.0,NBA,PF,81.0,69.0,2239.0,4.6,9.5,0.49,0.0,0.0,0.0,4.6,9.4,0.49,2.1,2.4,0.86,2.1,4.8,6.8,1.4,0.7,1.0,1.3,3.0,11.3
2014,2,180,BOS,Boston Celtics,Brandon Bass,"April 30, 1985",28.0,NBA,PF,82.0,73.0,2266.0,5.6,11.5,0.49,0.0,0.1,0.33,5.6,11.4,0.49,3.3,3.8,0.86,2.6,4.9,7.5,1.4,0.6,1.1,1.6,3.0,14.5
2015,2,180,BOS,Boston Celtics,Brandon Bass,"April 30, 1985",29.0,NBA,PF,82.0,43.0,1929.0,6.4,12.7,0.5,0.2,0.6,0.28,6.3,12.1,0.52,3.2,4.0,0.79,2.6,4.8,7.4,1.9,0.8,0.6,1.5,2.6,16.2
2016,14,180,LAL,Los Angeles Lakers,Brandon Bass,"April 30, 1985",30.0,NBA,PF,66.0,0.0,1342.0,4.7,8.5,0.55,0.0,0.1,0.0,4.7,8.5,0.55,3.4,4.0,0.84,2.8,4.9,7.6,2.0,0.9,1.5,1.1,3.4,12.7
2017,13,180,LAC,Los Angeles Clippers,Brandon Bass,"April 30, 1985",31.0,NBA,PF,52.0,0.0,577.0,6.7,11.6,0.57,0.1,0.2,0.33,6.6,11.4,0.58,4.8,5.5,0.88,2.7,5.4,8.0,1.3,0.9,0.7,1.8,2.8,18.2
