Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,29,1983,UTA,Utah Jazz,18.0,NBA,PG,23.0,0.0,203.0,28.0,76.0,0.37,5.0,20.0,0.25,23.0,56.0,0.41,0.4,18.0,24.0,0.75,18.0,20.0,38.0,16.0,7.0,2.0,9.0,20.0,79.0
2007,29,1983,UTA,Utah Jazz,19.0,NBA,SG,37.0,13.0,373.0,40.0,116.0,0.34,7.0,32.0,0.22,33.0,84.0,0.39,0.38,14.0,23.0,0.61,11.0,24.0,35.0,25.0,11.0,4.0,28.0,60.0,101.0
2008,29,1983,UTA,Utah Jazz,20.0,NBA,SG,60.0,13.0,689.0,113.0,236.0,0.48,30.0,77.0,0.39,83.0,159.0,0.52,0.54,41.0,52.0,0.79,16.0,62.0,78.0,53.0,32.0,8.0,27.0,98.0,297.0
2009,29,1983,UTA,Utah Jazz,21.0,NBA,SG,72.0,72.0,1623.0,258.0,562.0,0.46,63.0,179.0,0.35,195.0,383.0,0.51,0.52,78.0,89.0,0.88,45.0,122.0,167.0,107.0,46.0,15.0,64.0,187.0,657.0
2010,29,1983,UTA,Utah Jazz,22.0,NBA,SF,63.0,28.0,1497.0,241.0,562.0,0.43,74.0,217.0,0.34,167.0,345.0,0.48,0.5,66.0,95.0,0.7,42.0,126.0,168.0,105.0,58.0,17.0,81.0,190.0,622.0
2011,29,1983,UTA,Utah Jazz,23.0,NBA,SF,78.0,19.0,1969.0,366.0,899.0,0.41,109.0,339.0,0.32,257.0,560.0,0.46,0.47,159.0,196.0,0.81,54.0,201.0,255.0,135.0,74.0,38.0,93.0,221.0,1000.0
2012,29,1983,UTA,Utah Jazz,24.0,NBA,SG,56.0,14.0,1145.0,177.0,465.0,0.38,46.0,150.0,0.31,131.0,315.0,0.42,0.43,108.0,136.0,0.79,27.0,89.0,116.0,69.0,46.0,18.0,53.0,122.0,508.0
2013,6,1983,CLE,Cleveland Cavaliers,25.0,NBA,SF,65.0,13.0,1364.0,255.0,614.0,0.42,126.0,328.0,0.38,129.0,286.0,0.45,0.52,93.0,107.0,0.87,24.0,150.0,174.0,63.0,49.0,17.0,69.0,138.0,729.0
2014,6,1983,CLE,Cleveland Cavaliers,26.0,NBA,SG,51.0,34.0,984.0,178.0,409.0,0.44,83.0,211.0,0.39,95.0,198.0,0.48,0.54,64.0,75.0,0.85,18.0,85.0,103.0,52.0,46.0,15.0,44.0,103.0,503.0
2015,12,1983,IND,Indiana Pacers,27.0,NBA,SG,70.0,40.0,1841.0,329.0,827.0,0.4,154.0,446.0,0.34,175.0,381.0,0.46,0.49,130.0,161.0,0.81,18.0,196.0,214.0,75.0,60.0,26.0,73.0,132.0,942.0
2016,12,1983,IND,Indiana Pacers,28.0,NBA,SF,64.0,24.0,1464.0,259.0,634.0,0.41,142.0,387.0,0.37,117.0,247.0,0.47,0.52,93.0,124.0,0.75,25.0,150.0,175.0,63.0,53.0,29.0,70.0,142.0,753.0
2017,12,1983,IND,Indiana Pacers,29.0,NBA,SF,76.0,29.0,1776.0,281.0,647.0,0.43,169.0,409.0,0.41,112.0,238.0,0.47,0.56,84.0,93.0,0.9,30.0,199.0,229.0,48.0,46.0,25.0,40.0,151.0,815.0
2018,28,1983,TOR,Toronto Raptors,30.0,NBA,SF,70.0,3.0,1337.0,227.0,599.0,0.38,164.0,454.0,0.36,63.0,145.0,0.43,0.52,81.0,97.0,0.84,18.0,134.0,152.0,55.0,37.0,21.0,39.0,134.0,699.0
2019,31,1983,TOT,Total After Trade,31.0,NBA,SF,53.0,1.0,856.0,112.0,311.0,0.36,67.0,203.0,0.33,45.0,108.0,0.42,0.47,48.0,58.0,0.83,13.0,82.0,95.0,36.0,26.0,15.0,30.0,79.0,339.0
2019,28,1983,TOR,Toronto Raptors,31.0,NBA,SF,40.0,1.0,562.0,70.0,206.0,0.34,43.0,137.0,0.31,27.0,69.0,0.39,0.44,35.0,44.0,0.8,12.0,56.0,68.0,22.0,18.0,10.0,21.0,62.0,218.0
2019,15,1983,MEM,Memphis Grizzlies,31.0,NBA,SF,13.0,0.0,294.0,42.0,105.0,0.4,24.0,66.0,0.36,18.0,39.0,0.46,0.51,13.0,14.0,0.93,1.0,26.0,27.0,14.0,8.0,5.0,9.0,17.0,121.0
2020,30,1983,WAS,Washington Wizards,32.0,NBA,SF,10.0,0.0,161.0,19.0,59.0,0.32,11.0,35.0,0.31,8.0,24.0,0.33,0.42,15.0,20.0,0.75,4.0,8.0,12.0,12.0,10.0,4.0,4.0,14.0,64.0
