Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,9,445,DET,Detroit Pistons,12,Will Bynum,PG,6-0,185,"January 4, 1983",US,4,"Arizona, Georgia Tech"
2012,9,711,DET,Detroit Pistons,5,Austin Daye,SF,6-11,220,"June 5, 1988",US,2,Gonzaga
2012,9,1061,DET,Detroit Pistons,8,Ben Gordon,SG,6-3,200,"April 4, 1983",GB,7,UConn
2012,9,1455,DET,Detroit Pistons,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",SE,1,
2012,9,1637,DET,Detroit Pistons,7,Brandon Knight,PG,6-2,182,"December 2, 1991",US,R,Kentucky
2012,9,1804,DET,Detroit Pistons,20,Vernon Macklin,C,6-10,227,"September 20, 1986",US,R,"Georgetown, Florida"
2012,9,1879,DET,Detroit Pistons,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",US,6,Cincinnati
2012,9,2031,DET,Detroit Pistons,10,Greg Monroe,C,6-11,265,"June 4, 1990",US,1,Georgetown
2012,9,2368,DET,Detroit Pistons,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",US,9,Kentucky
2012,9,2539,DET,Detroit Pistons,23,Walker Russell Jr.,PG,6-0,170,"October 6, 1982",US,R,Jacksonville State University
2012,9,2783,DET,Detroit Pistons,3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",US,4,Eastern Washington
2012,9,2973,DET,Detroit Pistons,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",US,6,UConn
2012,9,3011,DET,Detroit Pistons,6,Ben Wallace,C,6-9,240,"September 10, 1974",US,15,Virginia Union University
2012,9,3121,DET,Detroit Pistons,9,Damien Wilkins,SF,6-6,225,"January 11, 1980",US,7,"NC State, Georgia"
