Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,23,51,PHI,Philadelphia 76Ers,50,Lavoy Allen,PF,6-9,260,"February 4, 1989",US,R,Temple
2012,23,188,PHI,Philadelphia 76Ers,4,Tony Battie,C,6-11,230,"February 11, 1976",US,13,Texas Tech
2012,23,319,PHI,Philadelphia 76Ers,33,Craig Brackins,PF,6-10,230,"October 9, 1987",US,1,Iowa State
2012,23,333,PHI,Philadelphia 76Ers,42,Elton Brand,C,6-8,275,"March 11, 1979",US,12,Duke
2012,23,856,PHI,Philadelphia 76Ers,16,Francisco Elson,C,7-0,235,"February 28, 1976",NL,8,California
2012,23,1227,PHI,Philadelphia 76Ers,0,Spencer Hawes,C,7-1,245,"April 28, 1988",US,4,Washington
2012,23,1309,PHI,Philadelphia 76Ers,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",US,2,UCLA
2012,23,1377,PHI,Philadelphia 76Ers,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",US,7,Arizona
2012,23,1964,PHI,Philadelphia 76Ers,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",US,2,Kentucky
2012,23,2151,PHI,Philadelphia 76Ers,5,Andres Nocioni,SF,6-7,225,"November 30, 1979",AR,7,
2012,23,2631,PHI,Philadelphia 76Ers,25,Xavier Silas,SG,6-5,205,"January 22, 1988",US,R,"Colorado, Northern Illinois"
2012,23,2927,PHI,Philadelphia 76Ers,12,Evan Turner,SF,6-6,220,"October 27, 1988",US,1,Ohio State
2012,23,2988,PHI,Philadelphia 76Ers,8,Nikola Vucevic,C,6-11,260,"October 24, 1990",CH,R,USC
2012,23,3160,PHI,Philadelphia 76Ers,23,Lou Williams,PG,6-1,175,"October 27, 1986",US,6,
2012,23,3264,PHI,Philadelphia 76Ers,7,Sam Young,SF,6-6,220,"June 1, 1985",US,2,Pitt
2012,23,3265,PHI,Philadelphia 76Ers,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",US,4,Georgia Tech
