Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,22,83,ORL,Orlando Magic,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",US,3,California
2012,22,540,ORL,Orlando Magic,3,Earl Clark,PF,6-10,225,"January 17, 1988",US,2,Louisville
2012,22,687,ORL,Orlando Magic,11,Glen Davis,PF,6-9,289,"January 1, 1986",US,4,LSU
2012,22,795,ORL,Orlando Magic,25,Chris Duhon,PG,6-1,185,"August 31, 1982",US,7,Duke
2012,22,1189,ORL,Orlando Magic,32,Justin Harper,PF,6-10,225,"August 30, 1989",US,R,Richmond
2012,22,1338,ORL,Orlando Magic,12,Dwight Howard,C,6-10,265,"December 8, 1985",US,7,
2012,22,1355,ORL,Orlando Magic,20,Larry Hughes,PG,6-5,184,"January 23, 1979",US,12,Saint Louis
2012,22,1751,ORL,Orlando Magic,34,DeAndre Liggins,SF,6-6,209,"March 31, 1988",US,R,Kentucky
2012,22,2124,ORL,Orlando Magic,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",US,7,Saint Joseph's
2012,22,2213,ORL,Orlando Magic,21,Daniel Orton,PF,6-10,255,"August 6, 1990",US,R,Kentucky
2012,22,2411,ORL,Orlando Magic,7,J.J. Redick,SG,6-3,200,"June 24, 1984",US,5,Duke
2012,22,2439,ORL,Orlando Magic,23,Jason Richardson,SG,6-6,220,"January 20, 1981",US,10,Michigan State
2012,22,2446,ORL,Orlando Magic,5,Quentin Richardson,SF,6-6,223,"April 13, 1980",US,11,DePaul
2012,22,2678,ORL,Orlando Magic,10,Ish Smith,PG,6-0,175,"July 5, 1988",US,1,Wake Forest
2012,22,2921,ORL,Orlando Magic,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",TR,11,
2012,22,2991,ORL,Orlando Magic,1,Von Wafer,SG,6-5,210,"July 21, 1985",US,5,Florida State
