Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,21,2270,SEA,Seattle Supersonics,Gary Payton,27,21,911,19.0,0.57,0.3,0.33,2.9,11.4,7.5,31.0,2.2,0.6,14.0,23.6,1.9,1.2,3.1,0.16,3.4,1.6,5.0,1.6
1996,21,2575,SEA,Seattle Supersonics,Detlef Schrempf,33,21,789,13.1,0.56,0.22,0.36,3.3,12.7,8.4,16.1,1.0,0.5,18.3,22.4,0.4,0.8,1.2,0.07,0.5,-0.2,0.2,0.5
1996,21,1592,SEA,Seattle Supersonics,Shawn Kemp,26,20,720,23.6,0.64,0.01,0.6,12.6,22.9,18.2,8.7,1.8,4.7,19.7,27.3,1.5,1.4,3.0,0.2,2.5,2.3,4.8,1.2
1996,21,1228,SEA,Seattle Supersonics,Hersey Hawkins,29,21,713,14.2,0.62,0.38,0.56,3.3,7.5,5.6,11.2,2.1,0.5,13.6,16.5,1.5,0.7,2.2,0.15,1.7,1.8,3.5,1.0
1996,21,2284,SEA,Seattle Supersonics,Sam Perkins,34,21,654,14.2,0.58,0.44,0.31,4.4,12.3,8.7,9.8,1.2,0.8,11.9,18.7,1.0,0.7,1.7,0.12,2.4,1.0,3.4,0.9
1996,21,1951,SEA,Seattle Supersonics,Nate McMillan,31,19,385,13.9,0.56,0.58,0.2,4.6,17.2,11.4,22.1,3.3,1.1,21.0,11.9,0.4,0.7,1.1,0.14,1.2,4.4,5.6,0.7
1996,21,115,SEA,Seattle Supersonics,Vincent Askew,29,19,345,4.8,0.43,0.33,0.4,2.0,12.1,7.5,12.3,2.1,2.0,25.4,15.5,-0.6,0.5,-0.2,-0.02,-4.9,1.4,-3.5,-0.1
1996,21,1486,SEA,Seattle Supersonics,Ervin Johnson,28,18,253,9.4,0.41,0.0,0.18,15.2,19.3,17.4,4.7,1.3,5.0,17.3,15.4,-0.2,0.4,0.3,0.05,-4.4,1.0,-3.4,-0.1
1996,21,348,SEA,Seattle Supersonics,Frank Brickowski,36,21,206,2.7,0.52,0.58,0.1,1.3,15.8,9.2,8.8,1.8,2.0,33.5,14.0,-0.4,0.3,-0.1,-0.02,-7.5,2.9,-4.6,-0.1
1996,21,3204,SEA,Seattle Supersonics,David Wingate,32,13,68,1.7,0.54,0.12,0.25,2.0,3.4,2.8,0.0,0.0,0.0,18.4,15.5,0.0,0.0,0.0,-0.01,-7.4,-0.9,-8.4,-0.1
1996,21,2713,SEA,Seattle Supersonics,Eric Snow,22,10,24,-0.8,0.14,0.29,0.0,0.0,19.4,10.5,38.9,4.5,0.0,36.4,22.2,-0.2,0.1,-0.1,-0.25,-10.8,1.4,-9.3,0.0
1996,21,2569,SEA,Seattle Supersonics,Steve Scheffler,28,8,22,-0.5,0.0,0.0,0.5,12.5,21.2,17.2,13.3,2.5,0.0,17.0,12.9,-0.1,0.0,-0.1,-0.15,-7.2,-0.6,-7.8,0.0
