Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,22,ORL,Orlando Magic,Anfernee Hardaway,24,12,473,24.5,0.56,0.25,0.36,5.3,9.6,7.5,26.3,2.4,0.7,9.4,27.7,1.8,0.1,1.9,0.2,6.9,0.5,7.4,1.1
1996,22,ORL,Orlando Magic,Shaquille O'Neal,23,12,459,27.4,0.57,0.0,0.56,13.5,19.5,16.5,23.6,1.1,2.8,14.0,32.3,1.3,0.2,1.5,0.16,5.6,1.2,6.8,1.0
1996,22,ORL,Orlando Magic,Dennis Scott,27,12,446,10.2,0.54,0.6,0.19,2.5,9.6,6.1,7.5,1.1,0.2,10.7,14.9,0.5,0.0,0.5,0.05,0.0,-1.1,-1.2,0.1
1996,22,ORL,Orlando Magic,Nick Anderson,28,11,418,14.6,0.53,0.5,0.35,4.8,11.8,8.3,7.6,2.8,1.0,12.5,19.0,0.4,0.2,0.6,0.07,1.2,0.5,1.7,0.4
1996,22,ORL,Orlando Magic,Horace Grant,30,9,334,22.7,0.67,0.0,0.16,11.7,23.8,17.8,6.4,1.2,1.5,5.6,15.1,1.3,0.2,1.5,0.22,4.1,0.2,4.3,0.5
1996,22,ORL,Orlando Magic,Brian Shaw,29,10,217,8.4,0.44,0.42,0.08,3.5,8.7,6.1,29.8,1.3,0.0,26.1,15.9,0.0,0.0,-0.1,-0.01,-2.0,-0.7,-2.7,0.0
1996,22,ORL,Orlando Magic,Anthony Bowie,32,12,152,9.3,0.52,0.0,0.15,2.5,11.6,7.1,13.0,1.1,1.1,14.8,10.5,0.1,0.0,0.2,0.05,-1.6,0.9,-0.8,0.0
1996,22,ORL,Orlando Magic,Jon Koncak,32,12,140,4.6,0.55,0.0,1.0,7.2,13.5,10.4,2.8,2.0,2.5,22.9,4.4,0.1,0.1,0.1,0.05,-5.8,2.8,-3.0,0.0
1996,22,ORL,Orlando Magic,Donald Royal,29,7,92,11.0,0.66,0.0,1.33,5.5,9.6,7.5,1.5,0.0,0.9,9.5,10.8,0.2,0.0,0.2,0.09,0.4,-1.3,-0.9,0.0
1996,22,ORL,Orlando Magic,Joe Wolf,31,11,85,0.6,0.4,0.13,0.17,1.5,7.4,4.5,3.4,0.7,0.0,13.9,16.0,-0.1,0.0,-0.1,-0.08,-8.8,-2.2,-11.0,-0.2
1996,22,ORL,Orlando Magic,Brooks Thompson,25,5,48,11.8,0.54,0.29,0.33,7.9,5.3,6.6,24.9,0.0,1.8,27.2,32.6,-0.1,0.0,-0.1,-0.08,0.1,-3.8,-3.6,0.0
1996,22,ORL,Orlando Magic,Anthony Bonner,27,4,16,6.8,0.39,0.0,0.67,15.8,0.0,7.9,8.6,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.04,-4.3,-2.4,-6.6,0.0
