Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,27,SAS,San Antonio Spurs,Avery Johnson,30,10,407,15.5,0.46,0.02,0.22,1.8,8.7,5.3,38.9,2.7,0.2,15.3,18.6,0.4,0.2,0.5,0.06,0.1,0.3,0.4,0.3
1996,27,SAS,San Antonio Spurs,Sean Elliott,27,10,389,12.1,0.53,0.29,0.55,3.5,8.5,6.1,10.7,1.6,0.7,17.1,21.7,0.1,0.0,0.2,0.02,-0.6,-1.0,-1.6,0.0
1996,27,SAS,San Antonio Spurs,Vinny Del Negro,29,10,379,14.8,0.54,0.22,0.15,1.3,6.8,4.1,13.4,1.9,0.6,4.3,17.6,0.7,0.0,0.7,0.09,1.1,0.3,1.5,0.3
1996,27,SAS,San Antonio Spurs,David Robinson,30,10,353,29.1,0.57,0.0,0.65,13.0,21.3,17.3,14.0,2.3,5.0,10.4,31.6,1.1,0.4,1.6,0.21,4.6,2.1,6.7,0.8
1996,27,SAS,San Antonio Spurs,Chuck Person,31,10,284,16.5,0.72,0.61,0.22,2.2,14.5,8.5,9.8,0.4,0.7,11.5,16.2,0.8,0.0,0.9,0.14,3.2,0.7,3.9,0.4
1996,27,SAS,San Antonio Spurs,Will Perdue,30,10,242,17.1,0.73,0.0,0.48,13.4,25.8,19.7,3.4,0.5,1.2,17.8,12.3,0.6,0.2,0.8,0.16,1.0,0.4,1.4,0.2
1996,27,SAS,San Antonio Spurs,Charles Smith,30,10,165,14.3,0.5,0.0,0.17,8.3,18.5,13.6,10.5,2.3,4.3,13.4,17.4,0.0,0.2,0.2,0.06,-3.3,3.1,-0.2,0.1
1996,27,SAS,San Antonio Spurs,Cory Alexander,22,9,70,11.6,0.48,0.21,0.29,7.1,8.4,7.8,22.2,1.6,0.0,18.1,22.8,0.0,0.0,0.0,-0.01,-1.4,-1.0,-2.5,0.0
1996,27,SAS,San Antonio Spurs,Greg Anderson,31,6,34,-3.6,0.08,0.0,0.4,7.3,24.2,16.0,0.0,3.3,2.1,40.5,14.0,-0.2,0.0,-0.2,-0.24,-12.3,-1.0,-13.3,-0.1
1996,27,SAS,San Antonio Spurs,Monty Williams,24,7,29,-3.9,0.3,0.0,0.67,12.9,16.2,14.6,0.0,0.0,0.0,25.6,26.0,-0.2,0.0,-0.2,-0.3,-11.8,-6.6,-18.3,-0.1
1996,27,SAS,San Antonio Spurs,Carl Herrera,29,7,28,0.0,0.26,0.0,0.67,8.9,8.4,8.6,5.0,3.9,2.5,43.6,11.9,-0.1,0.0,-0.1,-0.12,-10.0,2.5,-7.6,0.0
1996,27,SAS,San Antonio Spurs,Doc Rivers,34,2,20,-1.1,0.5,0.67,0.0,0.0,5.9,3.0,0.0,0.0,0.0,25.0,9.7,0.0,0.0,0.0,-0.08,-7.9,-2.2,-10.2,0.0
