Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1996,26,SAC,Sacramento Kings,Mitch Richmond,30,4,146,16.7,0.6,0.43,0.65,2.5,11.8,7.2,16.4,1.1,0.0,17.8,26.2,0.3,0.2,0.4,0.14,3.1,-0.7,2.5,0.2
1996,26,SAC,Sacramento Kings,Olden Polynice,31,4,141,18.7,0.55,0.02,0.2,14.1,27.9,21.0,4.3,0.4,4.5,5.7,17.0,0.3,0.2,0.5,0.19,2.7,0.0,2.7,0.2
1996,26,SAC,Sacramento Kings,Billy Owens,26,4,131,8.1,0.45,0.12,0.18,4.7,19.7,12.3,19.4,1.6,0.7,23.1,16.5,-0.2,0.2,0.0,0.01,-3.3,1.1,-2.2,0.0
1996,26,SAC,Sacramento Kings,Brian Grant,23,4,124,5.3,0.4,0.0,0.33,7.0,12.9,10.0,6.0,0.8,5.1,21.3,22.3,-0.4,0.2,-0.2,-0.08,-5.8,-1.1,-6.9,-0.2
1996,26,SAC,Sacramento Kings,Tyus Edney,22,4,121,12.9,0.51,0.19,0.29,2.0,10.2,6.1,17.6,3.5,0.0,16.0,21.1,0.0,0.2,0.2,0.08,-1.5,1.5,0.0,0.1
1996,26,SAC,Sacramento Kings,Sarunas Marciulionis,31,4,101,10.1,0.41,0.62,0.52,4.9,3.7,4.3,23.6,5.2,0.0,21.9,20.4,-0.2,0.2,0.0,0.0,0.0,1.6,1.6,0.1
1996,26,SAC,Sacramento Kings,Michael Smith,23,4,87,12.8,0.56,0.0,0.92,10.0,21.2,15.6,15.7,0.6,2.1,10.6,9.8,0.1,0.1,0.3,0.15,-0.1,2.1,2.0,0.1
1996,26,SAC,Sacramento Kings,Lionel Simmons,27,4,77,18.2,0.53,0.27,0.21,6.4,12.8,9.6,22.0,4.1,2.4,14.3,24.7,0.1,0.2,0.2,0.14,2.0,3.9,5.9,0.2
1996,26,SAC,Sacramento Kings,Duane Causwell,27,2,25,4.6,0.52,0.33,1.33,5.0,19.7,12.3,6.4,0.0,0.0,29.6,12.2,0.0,0.0,0.0,0.02,-3.6,0.1,-3.5,0.0
1996,26,SAC,Sacramento Kings,Kevin Gamble,30,2,3,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,-2.6,-1.5,-4.0,0.0
1996,26,SAC,Sacramento Kings,Bobby Hurley,24,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,-5.2,-2.6,-7.9,0.0
1996,26,SAC,Sacramento Kings,Corliss Williamson,22,1,2,4.6,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0.0,-0.05,-3.5,-6.3,-9.8,0.0
