PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Terry Cummings,24.0,82.0,2669.0,0.474,0.474,0.0,0.474,0.6559999999999999,0.503,0.281,0.001,97.0,96.0,,96.0,87.0,93.0,82.0,4.0,-54.8,-119.8
Sidney Moncrief,28.0,73.0,2567.0,0.489,0.509,0.32,0.506,0.8590000000000001,0.604,0.603,0.107,100.0,103.0,114.0,103.0,114.0,112.0,177.0,284.0,25.2,155.1
Paul Pressey,27.0,80.0,2704.0,0.48700000000000004,0.504,0.182,0.49200000000000005,0.8059999999999999,0.564,0.465,0.052000000000000005,100.0,102.0,64.0,100.0,107.0,104.0,136.0,139.0,-0.6,48.2
Ricky Pierce,26.0,81.0,2147.0,0.5379999999999999,0.55,0.13,0.539,0.858,0.603,0.389,0.028999999999999998,110.0,111.0,46.0,110.0,113.0,112.0,114.0,77.0,74.8,116.8
Alton Lister,27.0,81.0,1812.0,0.551,0.5529999999999999,0.0,0.551,0.602,0.574,0.461,0.004,113.0,112.0,,112.0,80.0,106.0,135.0,9.0,67.5,45.7
Craig Hodges,25.0,66.0,1739.0,0.5,0.52,0.451,0.564,0.872,0.591,0.151,0.285,103.0,105.0,160.0,115.0,115.0,109.0,44.0,758.0,81.4,61.0
Randy Breuer,25.0,82.0,1792.0,0.47700000000000004,0.478,0.0,0.47700000000000004,0.7120000000000001,0.521,0.34700000000000003,0.002,98.0,97.0,,97.0,94.0,96.0,102.0,5.0,-17.6,-25.4
Kenny Fields,23.0,78.0,1120.0,0.513,0.518,0.0,0.513,0.6890000000000001,0.547,0.332,0.01,105.0,105.0,,104.0,91.0,101.0,97.0,27.0,15.9,5.9
Charles Davis,27.0,57.0,873.0,0.474,0.496,0.125,0.47700000000000004,0.813,0.512,0.18899999999999997,0.06,97.0,100.0,44.0,97.0,108.0,95.0,55.0,161.0,-12.2,-24.9
Jeff Lamp,26.0,44.0,701.0,0.449,0.461,0.231,0.455,0.8590000000000001,0.509,0.263,0.053,92.0,93.0,82.0,92.0,114.0,94.0,77.0,142.0,-18.4,-17.2
Mike Glenn,30.0,38.0,573.0,0.495,0.495,,0.495,0.9590000000000001,0.555,0.258,0.0,102.0,100.0,,100.0,127.0,103.0,76.0,,0.8,6.3
Jerry Reynolds,23.0,55.0,508.0,0.444,0.444,0.5,0.44799999999999995,0.5579999999999999,0.488,0.642,0.012,91.0,90.0,177.0,91.0,74.0,90.0,188.0,33.0,-14.6,-21.6
Paul Mokeski,29.0,45.0,521.0,0.424,0.424,,0.424,0.735,0.46399999999999997,0.245,0.0,87.0,86.0,,86.0,97.0,86.0,72.0,,-19.0,-23.4
Earl Jones,25.0,12.0,43.0,0.41700000000000004,0.41700000000000004,,0.41700000000000004,0.75,0.47200000000000003,0.33299999999999996,0.0,85.0,84.0,,85.0,99.0,87.0,98.0,,-1.8,-1.9
Bryan Warrick,26.0,5.0,27.0,0.4,0.375,0.5,0.45,1.0,0.479,0.1,0.2,82.0,76.0,177.0,91.0,132.0,89.0,29.0,531.0,-0.9,-1.3
Derrick Rowland,26.0,2.0,9.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,0.5,0.387,0.667,0.0,68.0,67.0,,68.0,66.0,72.0,195.0,,-1.0,-1.2
Team,,,,0.494,0.503,0.33,0.503,0.7609999999999999,0.5539999999999999,0.374,0.052000000000000005,101.0,102.0,117.0,102.0,101.0,102.0,109.0,138.0,143.9,220.8
League Average,,,,0.48700000000000004,0.495,0.282,0.493,0.7559999999999999,0.541,0.342,0.038,,,,,,,,,,
