PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Mike Gminski,26.0,81.0,2525.0,0.517,0.518,0.0,0.517,0.893,0.594,0.414,0.001,106.0,105.0,,105.0,118.0,110.0,121.0,3.0,47.0,120.1
Buck Williams,25.0,82.0,3070.0,0.523,0.524,0.0,0.523,0.6759999999999999,0.565,0.466,0.002,107.0,106.0,,106.0,89.0,104.0,136.0,6.0,58.1,55.8
Otis Birdsong,30.0,77.0,2395.0,0.513,0.516,0.364,0.517,0.581,0.529,0.19899999999999998,0.021,105.0,104.0,129.0,105.0,77.0,98.0,58.0,55.0,51.6,-27.5
Albert King,26.0,73.0,1998.0,0.456,0.46299999999999997,0.174,0.45799999999999996,0.823,0.498,0.21100000000000002,0.024,94.0,93.0,62.0,93.0,109.0,92.0,62.0,64.0,-66.8,-88.5
Darryl Dawkins,29.0,51.0,1207.0,0.644,0.645,0.0,0.644,0.7070000000000001,0.68,0.6729999999999999,0.002,132.0,130.0,,131.0,93.0,126.0,197.0,6.0,133.5,160.0
Micheal Ray Richardson,30.0,47.0,1604.0,0.44799999999999995,0.461,0.14800000000000002,0.451,0.7879999999999999,0.498,0.271,0.040999999999999995,92.0,93.0,53.0,92.0,104.0,92.0,79.0,109.0,-55.3,-62.8
Darwin Cook,27.0,79.0,1965.0,0.426,0.446,0.207,0.435,0.757,0.465,0.177,0.085,87.0,90.0,74.0,88.0,100.0,86.0,52.0,225.0,-72.8,-101.7
Mickey Johnson,33.0,79.0,1574.0,0.42200000000000004,0.433,0.20800000000000002,0.42700000000000005,0.785,0.505,0.46,0.047,87.0,87.0,74.0,87.0,104.0,93.0,135.0,126.0,-66.5,-43.0
Kelvin Ransey,27.0,79.0,1504.0,0.457,0.474,0.125,0.46,0.818,0.514,0.293,0.048,94.0,96.0,44.0,93.0,108.0,95.0,86.0,126.0,-32.6,-30.4
Mike O'Koren,27.0,67.0,1031.0,0.47600000000000003,0.495,0.259,0.48700000000000004,0.59,0.495,0.11599999999999999,0.08,98.0,100.0,92.0,99.0,78.0,92.0,34.0,213.0,-4.1,-31.8
Jeff Turner,23.0,53.0,650.0,0.491,0.494,0.0,0.491,0.7440000000000001,0.55,0.456,0.006,101.0,100.0,,100.0,98.0,102.0,134.0,16.0,-0.5,4.0
Bobby Cattage,27.0,29.0,185.0,0.337,0.34600000000000003,0.2,0.34299999999999997,0.795,0.449,0.53,0.06,69.0,70.0,71.0,70.0,105.0,83.0,155.0,160.0,-24.8,-18.7
Ray Williams,31.0,5.0,63.0,0.312,0.33299999999999996,0.0,0.312,0.857,0.419,0.43799999999999994,0.062,64.0,67.0,,63.0,113.0,78.0,128.0,166.0,-11.5,-9.3
Rod Higgins,26.0,2.0,29.0,0.188,0.214,0.0,0.188,,0.188,0.0,0.125,38.0,43.0,,38.0,,35.0,,332.0,-9.8,-11.3
Yvon Joseph,28.0,1.0,5.0,,,,,1.0,1.136,,,,,,,132.0,210.0,,,0.0,1.0
Team,,,,0.48700000000000004,0.496,0.205,0.49,0.755,0.537,0.32799999999999996,0.028999999999999998,100.0,100.0,73.0,100.0,100.0,99.0,96.0,77.0,-33.2,-63.3
League Average,,,,0.48700000000000004,0.495,0.282,0.493,0.7559999999999999,0.541,0.342,0.038,,,,,,,,,,
