PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Michael Jordan,28,22,22,41.8,13.2,26.4,0.499,0.8,2.0,0.386,12.4,24.4,0.508,0.514,7.4,8.6,0.857,1.7,4.5,6.2,5.8,2.0,0.7,3.7,2.8,34.5
Scottie Pippen,26,22,22,40.9,6.9,14.8,0.46799999999999997,0.3,1.1,0.25,6.6,13.7,0.485,0.47700000000000004,5.4,7.0,0.7609999999999999,2.7,6.1,8.8,6.7,1.9,1.1,3.2,3.3,19.5
Horace Grant,26,22,22,38.9,4.5,8.3,0.541,0.0,0.1,0.0,4.5,8.2,0.547,0.541,2.3,3.5,0.6709999999999999,3.5,5.4,8.8,3.0,1.1,1.8,1.0,3.1,11.3
Bill Cartwright,34,22,22,27.8,2.5,5.3,0.474,0.0,0.0,,2.5,5.3,0.474,0.474,0.6,1.4,0.419,1.3,3.1,4.5,1.7,0.5,0.2,1.2,3.2,5.6
John Paxson,31,22,22,27.2,3.3,6.3,0.525,0.5,1.2,0.444,2.8,5.1,0.545,0.568,0.7,0.9,0.8420000000000001,0.0,1.0,1.0,2.8,0.6,0.0,0.6,2.4,7.9
B.J. Armstrong,24,22,0,19.7,2.9,6.3,0.45299999999999996,0.2,0.8,0.294,2.6,5.5,0.475,0.47100000000000003,1.4,1.7,0.789,0.1,1.0,1.1,2.1,0.6,0.0,0.8,1.5,7.3
Scott Williams,23,22,0,14.6,1.5,3.2,0.486,0.0,0.0,0.0,1.5,3.1,0.493,0.486,0.9,1.3,0.7140000000000001,1.5,2.8,4.3,0.3,0.3,0.8,0.7,3.0,4.0
Cliff Levingston,31,22,0,8.7,1.1,2.6,0.439,0.0,0.0,0.0,1.1,2.5,0.446,0.439,0.6,1.3,0.5,0.8,1.1,1.9,0.4,0.2,0.3,0.5,1.4,2.9
Will Perdue,26,18,0,8.7,1.0,2.1,0.486,0.0,0.1,0.0,1.0,2.0,0.5,0.486,0.5,1.1,0.45,1.0,1.2,2.2,0.5,0.2,0.6,0.7,1.9,2.5
Craig Hodges,31,17,0,8.1,0.9,2.4,0.39,0.5,1.2,0.45,0.4,1.2,0.33299999999999996,0.5,0.1,0.1,0.5,0.2,0.1,0.2,0.3,0.3,0.0,0.5,0.6,2.5
Stacey King,25,14,0,7.9,1.3,2.9,0.45,0.1,0.1,1.0,1.1,2.7,0.42100000000000004,0.475,1.1,1.6,0.652,0.5,0.9,1.4,0.4,0.4,0.1,0.7,0.9,3.8
Bob Hansen,31,9,0,7.7,1.0,2.4,0.409,0.3,0.7,0.5,0.7,1.8,0.375,0.47700000000000004,0.1,0.3,0.33299999999999996,0.4,0.6,1.0,1.1,0.1,0.0,0.2,1.1,2.4
