PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Grant Long,25,3,3,40.0,5.0,12.0,0.41700000000000004,0.0,1.3,0.0,5.0,10.7,0.469,0.41700000000000004,2.3,3.3,0.7,2.3,2.7,5.0,2.7,1.7,0.0,1.7,3.7,12.3
Glen Rice,24,3,3,39.7,8.0,21.3,0.375,1.0,4.0,0.25,7.0,17.3,0.40399999999999997,0.39799999999999996,2.0,2.3,0.857,1.0,2.3,3.3,1.7,0.7,0.0,2.0,2.3,19.0
Rony Seikaly,26,3,3,39.0,6.3,11.7,0.5429999999999999,0.0,0.0,,6.3,11.7,0.5429999999999999,0.5429999999999999,8.0,10.7,0.75,3.7,6.3,10.0,1.3,0.3,1.7,3.0,5.0,20.7
Steve Smith,22,3,3,33.3,6.0,11.3,0.529,2.3,3.7,0.636,3.7,7.7,0.478,0.632,1.7,2.0,0.833,1.0,1.0,2.0,5.0,1.3,0.3,1.0,0.7,16.0
Brian Shaw,25,3,3,28.3,4.7,10.0,0.467,1.0,1.7,0.6,3.7,8.3,0.44,0.517,1.7,2.7,0.625,0.7,3.7,4.3,4.0,0.7,0.0,2.3,4.3,12.0
Kevin Edwards,26,3,0,18.3,1.7,4.3,0.385,0.0,0.0,,1.7,4.3,0.385,0.385,1.7,2.7,0.625,0.3,2.0,2.3,2.3,0.7,0.0,1.7,1.0,5.0
Keith Askins,24,3,0,16.0,1.7,3.7,0.455,1.0,1.7,0.6,0.7,2.0,0.33299999999999996,0.591,0.0,0.7,0.0,1.3,1.7,3.0,1.0,0.3,0.0,0.3,2.3,4.3
Bimbo Coles,23,3,0,15.0,2.3,3.3,0.7,0.3,0.3,1.0,2.0,3.0,0.667,0.75,2.7,3.3,0.8,0.7,1.7,2.3,2.0,1.0,0.0,1.7,1.7,7.7
Alec Kessler,25,2,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0
Alan Ogg,24,3,0,5.0,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,1.0,0.33299999999999996,0.33299999999999996,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.3,1.0,0.0,1.0,1.0
John Morton,24,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Jon Sundvold,30,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
