PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Reggie Miller,26,3,3,43.3,8.3,14.3,0.581,2.3,3.7,0.636,6.0,10.7,0.563,0.6629999999999999,8.0,10.0,0.8,1.3,1.0,2.3,4.7,1.3,0.0,1.3,4.0,27.0
Detlef Schrempf,29,3,0,40.0,6.0,15.7,0.38299999999999995,0.7,1.3,0.5,5.3,14.3,0.37200000000000005,0.40399999999999997,8.3,9.3,0.893,4.0,9.0,13.0,2.3,0.7,0.3,2.3,3.3,21.0
Chuck Person,27,3,3,39.3,6.3,15.7,0.40399999999999997,1.7,5.0,0.33299999999999996,4.7,10.7,0.43799999999999994,0.457,2.7,4.0,0.667,0.3,2.7,3.0,2.3,0.7,0.0,2.0,3.7,17.0
Micheal Williams,25,3,3,35.3,6.0,14.3,0.419,1.0,3.0,0.33299999999999996,5.0,11.3,0.441,0.45299999999999996,3.7,5.0,0.733,0.3,2.3,2.7,8.0,3.0,0.0,2.3,4.0,16.7
George McCloud,24,2,2,26.5,3.0,6.0,0.5,1.5,3.0,0.5,1.5,3.0,0.5,0.625,4.0,5.5,0.727,0.0,1.0,1.0,3.0,1.0,0.5,1.5,2.5,11.5
Dale Davis,22,3,0,23.0,1.3,3.3,0.4,0.0,0.0,,1.3,3.3,0.4,0.4,0.0,0.0,,1.7,4.7,6.3,0.7,0.0,1.7,0.3,2.7,2.7
LaSalle Thompson,30,3,3,21.0,2.3,3.7,0.636,0.0,0.0,,2.3,3.7,0.636,0.636,0.7,0.7,1.0,0.7,3.7,4.3,1.3,0.3,1.3,1.0,3.7,5.3
Vern Fleming,29,3,0,17.0,3.3,6.0,0.556,0.0,0.0,,3.3,6.0,0.556,0.556,0.3,1.0,0.33299999999999996,0.0,0.7,0.7,2.0,1.0,0.0,1.3,1.7,7.0
Rik Smits,25,3,1,9.3,1.3,3.7,0.364,0.0,0.0,,1.3,3.7,0.364,0.364,0.7,0.7,1.0,1.0,1.0,2.0,0.0,0.7,0.3,1.0,2.3,3.3
Greg Dreiling,29,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Sean Green,21,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Williams,22,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
