PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Tim Hardaway,25,4,4,44.0,8.0,20.0,0.4,2.5,7.3,0.345,5.5,12.8,0.431,0.46299999999999997,6.0,9.3,0.649,1.5,2.3,3.8,7.3,3.3,0.0,3.5,3.5,24.5
Chris Mullin,28,4,4,42.0,6.8,15.8,0.429,1.0,3.0,0.33299999999999996,5.8,12.8,0.451,0.46,3.3,3.5,0.929,0.8,2.3,3.0,3.0,1.3,0.5,2.0,2.0,17.8
Billy Owens,22,4,4,39.3,7.5,14.3,0.526,0.0,0.0,,7.5,14.3,0.526,0.526,4.3,6.8,0.63,3.3,5.0,8.3,3.3,2.0,0.5,1.5,3.5,19.3
Šarūnas Marčiulionis,27,4,0,33.3,6.3,11.8,0.532,0.3,0.5,0.5,6.0,11.3,0.5329999999999999,0.5429999999999999,8.5,10.3,0.8290000000000001,0.8,1.5,2.3,5.0,0.8,0.3,1.0,3.8,21.3
Chris Gatling,24,4,0,20.3,4.5,7.3,0.621,0.0,0.0,,4.5,7.3,0.621,0.621,3.5,5.5,0.636,2.3,4.0,6.3,0.0,0.5,2.5,0.3,3.5,12.5
Mario Elie,28,4,2,20.0,5.8,9.0,0.639,0.5,0.5,1.0,5.3,8.5,0.618,0.667,0.5,0.8,0.667,2.8,2.8,5.5,2.5,1.3,0.0,1.5,2.8,12.5
Tyrone Hill,23,4,1,11.8,0.8,1.8,0.429,0.0,0.0,,0.8,1.8,0.429,0.429,0.0,0.5,0.0,0.8,1.3,2.0,0.3,0.5,0.0,0.8,3.0,1.5
Alton Lister,33,4,3,11.8,1.5,3.8,0.4,0.0,0.0,,1.5,3.8,0.4,0.4,1.0,1.3,0.8,0.8,2.0,2.8,0.3,0.0,1.0,0.8,2.3,4.0
Rod Higgins,32,2,2,8.5,1.0,2.5,0.4,0.0,1.0,0.0,1.0,1.5,0.667,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,3.0
Vincent Askew,25,4,0,7.5,0.3,2.0,0.125,0.0,0.0,,0.3,2.0,0.125,0.125,0.0,0.0,,0.8,0.3,1.0,1.3,0.0,0.0,0.5,0.8,0.5
Victor Alexander,22,4,0,6.0,0.8,1.3,0.6,0.0,0.0,,0.8,1.3,0.6,0.6,0.3,0.3,1.0,0.3,1.3,1.5,0.3,0.5,0.0,0.5,2.0,1.8
