PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Brad Daugherty,26,17,17,40.4,7.3,13.8,0.528,0.0,0.1,0.0,7.3,13.8,0.53,0.528,6.9,8.5,0.8140000000000001,2.2,8.1,10.2,3.4,0.6,1.0,2.2,2.8,21.5
Larry Nance,32,17,17,40.1,7.3,14.8,0.494,0.0,0.1,0.0,7.3,14.7,0.496,0.494,3.4,4.1,0.8290000000000001,2.6,6.6,9.2,2.5,0.8,2.7,1.5,3.3,18.0
Mark Price,27,17,17,35.5,6.9,14.0,0.496,1.5,4.1,0.36200000000000004,5.5,9.9,0.55,0.5479999999999999,3.9,4.3,0.904,0.6,1.9,2.5,7.5,1.4,0.2,3.3,2.0,19.2
Hot Rod Williams,29,17,0,33.4,4.9,9.1,0.545,0.0,0.0,,4.9,9.1,0.545,0.545,5.1,6.4,0.7979999999999999,2.9,4.7,7.6,2.5,1.4,1.0,1.8,3.4,15.0
Craig Ehlo,30,17,14,32.5,3.7,8.9,0.414,1.2,3.0,0.41200000000000003,2.5,5.9,0.41600000000000004,0.484,0.9,1.2,0.762,1.3,3.2,4.5,4.5,1.2,0.3,1.1,2.4,9.6
Mike Sanders,31,17,17,24.6,3.3,6.8,0.48700000000000004,0.1,0.2,0.33299999999999996,3.2,6.6,0.491,0.491,1.0,1.2,0.81,1.2,2.1,3.2,2.2,0.9,0.7,1.4,3.6,7.6
John Battle,29,15,0,13.5,2.3,5.5,0.415,0.0,0.1,0.0,2.3,5.3,0.425,0.415,1.4,1.5,0.9129999999999999,0.3,0.5,0.8,1.0,0.3,0.1,1.2,0.7,5.9
Terrell Brandon,21,12,0,13.1,1.8,4.6,0.4,0.0,0.3,0.0,1.8,4.3,0.423,0.4,0.3,0.3,0.75,0.3,1.5,1.8,2.5,0.3,0.1,0.9,1.4,3.9
Steve Kerr,26,12,3,12.4,1.5,3.4,0.439,0.3,0.9,0.273,1.3,2.5,0.5,0.47600000000000003,0.4,0.4,1.0,0.1,0.4,0.5,0.8,0.4,0.0,0.3,1.0,3.7
Danny Ferry,25,9,0,6.1,0.8,1.7,0.467,0.1,0.3,0.33299999999999996,0.7,1.3,0.5,0.5,0.4,0.4,1.0,0.8,1.0,1.8,0.1,0.1,0.1,0.2,0.8,2.1
Henry James,26,8,0,2.8,0.1,1.3,0.1,0.0,0.4,0.0,0.1,0.9,0.14300000000000002,0.1,0.3,0.5,0.5,0.1,0.1,0.3,0.3,0.1,0.0,0.1,0.3,0.5
Bobby Phills,22,5,0,2.4,0.8,1.8,0.444,0.0,0.2,0.0,0.8,1.6,0.5,0.444,0.6,0.8,0.75,0.4,0.8,1.2,1.0,0.2,0.0,0.4,0.2,2.2
