PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Karl Malone,28,16,16,43.0,9.3,17.8,0.521,0.0,0.1,0.0,9.3,17.6,0.525,0.521,10.6,13.1,0.805,2.7,8.6,11.3,2.6,1.4,1.2,2.9,3.6,29.1
John Stockton,29,16,16,38.9,4.8,11.4,0.423,1.1,3.6,0.31,3.7,7.8,0.47600000000000003,0.473,4.1,4.9,0.833,0.6,2.3,2.9,13.6,2.1,0.3,3.6,2.4,14.8
Jeff Malone,30,16,16,38.1,8.4,17.2,0.48700000000000004,0.1,0.2,0.33299999999999996,8.3,17.0,0.489,0.489,3.9,4.5,0.861,0.8,1.7,2.4,1.9,0.5,0.1,1.6,2.1,20.7
Mark Eaton,35,16,16,29.6,1.6,2.9,0.565,0.0,0.0,,1.6,2.9,0.565,0.565,1.3,1.7,0.778,1.9,3.8,5.6,0.3,0.4,2.3,0.7,2.9,4.6
Tyrone Corbin,29,16,0,27.9,4.3,8.6,0.504,0.0,0.1,0.0,4.3,8.4,0.511,0.504,2.6,3.4,0.778,2.4,3.1,5.5,1.1,0.8,0.2,1.1,2.8,11.3
Blue Edwards,26,16,7,22.1,3.3,6.9,0.46799999999999997,0.1,0.6,0.2,3.1,6.3,0.495,0.47700000000000004,1.4,2.0,0.7190000000000001,1.4,1.8,3.2,1.1,1.4,0.2,1.6,2.8,8.1
David Benoit,23,13,9,19.8,2.8,6.5,0.429,0.5,1.0,0.462,2.3,5.5,0.423,0.46399999999999997,0.8,0.8,1.0,1.4,2.5,3.8,0.5,0.5,0.4,0.8,2.3,6.8
Mike Brown,28,16,0,17.1,1.9,4.7,0.4,0.0,0.0,,1.9,4.7,0.4,0.4,2.0,2.6,0.78,1.4,2.7,4.1,0.7,0.1,0.1,1.0,2.7,5.8
Delaney Rudd,29,10,0,8.4,1.0,2.1,0.47600000000000003,0.2,0.7,0.28600000000000003,0.8,1.4,0.5710000000000001,0.524,0.3,0.4,0.75,0.0,0.4,0.4,1.9,0.3,0.0,0.4,1.1,2.5
Bob Thornton,29,7,0,4.6,0.3,0.7,0.4,0.0,0.0,,0.3,0.7,0.4,0.4,0.4,0.6,0.75,0.6,0.7,1.3,0.1,0.0,0.0,0.1,0.4,1.0
Eric Murdock,23,3,0,3.7,1.0,1.7,0.6,0.0,0.3,0.0,1.0,1.3,0.75,0.6,0.7,0.7,1.0,0.0,1.0,1.0,0.3,0.3,0.3,1.0,0.3,2.7
Corey Crowder,22,4,0,3.0,1.3,2.3,0.556,0.0,0.5,0.0,1.3,1.8,0.7140000000000001,0.556,0.0,0.3,0.0,0.3,0.3,0.5,0.3,0.3,0.0,0.5,0.3,2.5
