PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Reggie Lewis,26,10,10,40.8,11.5,21.8,0.528,0.2,0.6,0.33299999999999996,11.3,21.2,0.5329999999999999,0.532,4.8,6.3,0.762,1.1,3.2,4.3,3.9,2.4,0.8,1.6,3.8,28.0
Kevin Gamble,26,10,10,33.5,6.2,13.1,0.473,0.0,0.2,0.0,6.2,12.9,0.48100000000000004,0.473,1.2,1.5,0.8,1.3,2.9,4.2,2.3,1.2,0.6,1.0,2.6,13.6
Robert Parish,38,10,10,33.5,5.0,10.1,0.495,0.0,0.0,,5.0,10.1,0.495,0.495,2.0,2.8,0.7140000000000001,3.8,5.9,9.7,1.4,0.7,1.5,0.9,2.2,12.0
Ed Pinckney,28,10,8,31.4,3.5,5.8,0.603,0.0,0.1,0.0,3.5,5.7,0.614,0.603,2.6,3.1,0.8390000000000001,3.6,4.8,8.4,0.7,1.2,0.9,1.3,3.0,9.6
John Bagley,31,10,10,30.8,4.2,9.5,0.442,0.1,0.4,0.25,4.1,9.1,0.451,0.447,2.6,3.7,0.703,0.8,1.9,2.7,8.5,0.9,0.1,3.5,1.7,11.1
Kevin McHale,34,10,0,30.6,6.5,12.6,0.516,0.0,0.1,0.0,6.5,12.5,0.52,0.516,3.5,4.4,0.795,2.1,4.6,6.7,1.3,0.5,0.5,0.9,3.4,16.5
Larry Bird,35,4,2,26.8,5.3,10.5,0.5,0.0,1.3,0.0,5.3,9.3,0.568,0.5,0.8,1.0,0.75,0.5,4.0,4.5,5.3,0.3,0.5,1.5,1.8,11.3
Dee Brown,23,6,0,20.0,3.7,7.3,0.5,0.0,0.5,0.0,3.7,6.8,0.537,0.5,0.7,1.0,0.667,0.5,1.5,2.0,5.2,0.2,0.7,1.2,2.7,8.0
Sherman Douglas,25,6,0,10.8,1.5,4.2,0.36,0.0,0.3,0.0,1.5,3.8,0.391,0.36,0.2,0.3,0.5,0.2,0.5,0.7,1.7,0.0,0.0,0.7,1.3,3.2
Joe Kleine,30,9,0,9.1,1.0,2.4,0.409,0.0,0.1,0.0,1.0,2.3,0.429,0.409,0.2,0.2,1.0,0.7,1.8,2.4,0.1,0.0,0.1,0.3,1.2,2.2
Rick Fox,22,8,0,8.4,1.4,2.9,0.478,0.4,0.8,0.5,1.0,2.1,0.47100000000000003,0.5429999999999999,0.5,0.5,1.0,0.4,0.4,0.8,0.5,0.3,0.3,0.3,1.4,3.6
Stojko Vranković,28,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
