PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Jeff Hornacek,28,8,8,42.9,7.8,16.0,0.484,1.0,2.1,0.47100000000000003,6.8,13.9,0.486,0.516,3.9,4.3,0.912,1.5,4.9,6.4,5.3,1.8,0.3,2.4,2.9,20.4
Kevin Johnson,25,8,8,41.9,7.8,16.0,0.484,0.4,0.8,0.5,7.4,15.3,0.484,0.496,7.8,9.0,0.861,1.0,3.1,4.1,11.6,1.5,0.3,3.1,3.0,23.6
Dan Majerle,26,7,0,38.0,6.9,15.9,0.43200000000000005,1.3,4.7,0.273,5.6,11.1,0.5,0.473,3.6,3.7,0.9620000000000001,1.9,4.4,6.3,2.9,1.4,0.0,1.3,1.6,18.6
Tom Chambers,32,7,0,27.7,5.6,12.1,0.45899999999999996,0.6,1.0,0.5710000000000001,5.0,11.1,0.449,0.48200000000000004,3.9,4.6,0.8440000000000001,1.1,3.3,4.4,2.7,0.3,0.7,2.1,3.6,15.6
Andrew Lang,25,8,8,24.0,1.9,5.0,0.375,0.0,0.0,,1.9,5.0,0.375,0.375,1.9,2.4,0.789,1.9,2.1,4.0,0.3,0.4,1.9,1.0,4.1,5.6
Cedric Ceballos,22,8,8,23.5,5.5,10.0,0.55,0.0,0.0,,5.5,10.0,0.55,0.55,2.5,3.8,0.667,2.5,3.9,6.4,1.5,0.8,0.8,1.4,1.8,13.5
Tim Perry,26,8,8,23.1,4.8,7.9,0.603,0.0,0.0,,4.8,7.9,0.603,0.603,2.9,4.0,0.7190000000000001,1.5,3.4,4.9,1.4,0.4,0.8,1.8,3.0,12.4
Steve Burtt,29,8,0,13.0,2.0,4.8,0.42100000000000004,0.0,0.3,0.0,2.0,4.5,0.444,0.42100000000000004,2.3,2.6,0.857,0.4,1.1,1.5,1.8,0.6,0.0,1.0,2.3,6.3
Mark West,31,8,0,12.0,1.8,2.4,0.737,0.0,0.0,,1.8,2.4,0.737,0.737,0.5,1.0,0.5,1.0,1.1,2.1,0.3,0.3,0.5,0.3,2.6,4.0
Ed Nealy,31,8,0,8.4,0.9,2.3,0.389,0.6,1.6,0.385,0.3,0.6,0.4,0.528,0.5,0.5,1.0,0.5,1.8,2.3,0.5,0.4,0.0,0.0,1.5,2.9
