PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Joe Dumars,28,5,5,44.2,6.4,13.6,0.47100000000000003,1.0,2.0,0.5,5.4,11.6,0.466,0.507,3.0,3.8,0.789,1.0,0.6,1.6,3.2,1.0,0.2,1.4,2.2,16.8
Isiah Thomas,30,5,5,40.0,4.4,13.0,0.33799999999999997,0.8,2.2,0.364,3.6,10.8,0.33299999999999996,0.369,4.4,5.6,0.7859999999999999,0.6,4.6,5.2,7.4,1.0,0.0,3.2,3.6,14.0
Dennis Rodman,30,5,5,31.2,3.2,5.4,0.593,0.0,0.4,0.0,3.2,5.0,0.64,0.593,0.8,1.6,0.5,3.2,7.0,10.2,1.8,0.8,0.4,1.4,3.4,7.2
John Salley,27,5,1,29.8,4.0,8.8,0.455,0.0,0.2,0.0,4.0,8.6,0.465,0.455,4.6,5.6,0.821,2.0,4.0,6.0,2.8,0.6,2.8,1.8,3.6,12.6
Bill Laimbeer,34,5,4,29.0,3.4,9.2,0.37,0.4,2.0,0.2,3.0,7.2,0.41700000000000004,0.391,1.0,1.0,1.0,1.0,5.6,6.6,1.6,0.8,0.2,1.0,3.6,8.2
Orlando Woolridge,32,5,5,25.6,4.6,10.4,0.442,0.0,0.0,,4.6,10.4,0.442,0.442,1.8,3.2,0.563,1.0,1.0,2.0,0.6,0.2,0.2,1.2,2.8,11.0
Mark Aguirre,32,5,0,22.6,3.2,9.6,0.33299999999999996,0.2,1.0,0.2,3.0,8.6,0.349,0.344,2.4,3.2,0.75,0.8,1.0,1.8,2.4,0.4,0.2,2.6,1.8,9.0
Darrell Walker,30,5,0,13.6,0.6,1.8,0.33299999999999996,0.0,0.0,,0.6,1.8,0.33299999999999996,0.33299999999999996,0.8,0.8,1.0,1.0,1.4,2.4,0.8,0.2,0.0,1.0,1.4,2.0
Bob McCann,27,1,0,13.0,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,6.0
Lance Blanks,25,1,0,10.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0
William Bedford,28,1,0,9.0,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,0.5,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0
Brad Sellers,29,2,0,6.5,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
