Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,23.0,DET,NBA,PF,33.0,177.0,12.6,0.419,0.0,0.333,15.8,19.3,17.6,6.6,4.2,0.5,18.2,20.0,,-0.2,0.4,0.2,0.049,,-3.1,0.3,-2.8,0.0
1998,24.0,DET,NBA,PF,77.0,1305.0,16.3,0.568,0.003,0.576,15.4,19.2,17.3,6.1,2.1,0.6,14.3,15.0,,2.6,1.9,4.5,0.166,,0.7,-0.1,0.6,0.9
1999,25.0,DET,NBA,PF,50.0,1154.0,18.2,0.558,0.0,0.641,16.6,20.4,18.5,3.4,3.0,0.5,11.4,14.8,,2.9,1.9,4.8,0.201,,1.9,-0.1,1.7,1.1
2001,27.0,TOT,NBA,PF,59.0,1182.0,15.7,0.526,0.01,0.459,12.0,23.4,17.5,6.1,2.5,1.2,15.1,15.4,,1.5,2.0,3.5,0.141,,-0.7,0.5,-0.2,0.6
2001,27.0,DET,NBA,PF,33.0,804.0,14.9,0.501,0.01,0.448,12.8,24.4,18.5,6.4,2.5,0.9,16.3,15.5,,0.7,1.4,2.1,0.125,,-0.9,0.5,-0.4,0.3
2001,27.0,TOR,NBA,PF,26.0,378.0,17.3,0.581,0.011,0.484,10.2,21.1,15.5,5.4,2.5,1.9,12.4,15.2,,0.8,0.6,1.4,0.174,,-0.4,0.5,0.2,0.2
2002,28.0,TOR,NBA,PF,68.0,1641.0,15.7,0.542,0.0,0.526,11.2,16.0,13.5,7.3,2.6,1.1,12.5,15.2,,2.7,2.3,5.0,0.147,,-0.2,0.8,0.6,1.1
2003,29.0,TOR,NBA,PF,71.0,2346.0,15.6,0.525,0.011,0.525,10.8,21.2,15.8,6.7,2.6,0.8,13.0,14.7,,2.9,2.5,5.4,0.11,,-0.3,0.0,-0.3,1.0
2004,30.0,TOT,NBA,PF,68.0,1637.0,14.7,0.522,0.024,0.461,11.7,20.6,16.1,7.3,2.9,0.4,15.5,13.3,,1.8,2.5,4.3,0.127,,-0.8,1.2,0.4,1.0
2004,30.0,TOR,NBA,PF,15.0,407.0,12.4,0.552,0.018,0.509,9.8,26.4,18.1,4.5,2.6,0.5,24.8,11.1,,0.2,0.8,1.0,0.117,,-2.5,1.8,-0.8,0.1
2004,30.0,CHI,NBA,PF,53.0,1230.0,15.4,0.516,0.025,0.452,12.3,18.7,15.4,8.3,3.0,0.3,13.2,14.0,,1.6,1.7,3.3,0.13,,-0.2,1.0,0.7,0.9
2005,31.0,NYK,NBA,SF,79.0,1211.0,13.2,0.563,0.021,0.708,11.1,16.4,13.7,5.2,2.4,0.6,16.9,14.5,,1.5,1.1,2.6,0.102,,-1.5,0.1,-1.4,0.2
