Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,20.0,TOR,NBA,C,62.0,57.0,1482.0,5.0,8.9,0.557,0.0,0.0,,5.0,8.9,0.557,3.5,4.5,0.789,2.9,6.1,9.0,1.1,0.4,1.9,2.3,4.6,13.5
2014,21.0,TOR,NBA,C,81.0,81.0,2282.0,5.7,10.7,0.531,0.0,0.0,0.0,5.7,10.6,0.532,3.1,4.1,0.762,3.6,7.7,11.3,0.9,0.4,1.1,2.1,3.9,14.5
2015,22.0,TOR,NBA,C,80.0,80.0,2096.0,6.4,11.2,0.572,0.0,0.0,0.0,6.4,11.2,0.573,3.7,4.7,0.786,3.7,8.2,11.9,0.7,0.6,1.6,1.9,3.8,16.5
2016,23.0,TOR,NBA,C,60.0,59.0,1557.0,7.0,12.4,0.565,0.0,0.0,,7.0,12.4,0.565,3.7,4.9,0.761,4.3,8.4,12.6,1.0,0.6,1.8,2.0,3.7,17.8
2017,24.0,TOR,NBA,C,80.0,80.0,2066.0,6.8,12.2,0.557,0.0,0.0,0.5,6.8,12.2,0.557,3.1,3.8,0.811,3.9,9.3,13.2,1.0,0.6,1.1,1.8,3.8,16.7
2018,25.0,TOR,NBA,C,77.0,77.0,1727.0,8.1,14.3,0.568,0.6,1.5,0.405,7.5,12.8,0.587,3.5,4.4,0.806,3.8,9.9,13.8,1.7,0.6,1.4,2.4,4.0,20.4
2019,26.0,TOT,NBA,C,49.0,27.0,1091.0,9.9,17.8,0.559,0.5,1.6,0.292,9.5,16.2,0.586,4.9,6.1,0.795,3.5,10.3,13.8,2.3,0.6,1.7,3.0,4.8,25.2
2019,26.0,TOR,NBA,C,30.0,10.0,564.0,9.5,16.5,0.575,0.6,1.9,0.3,8.9,14.6,0.611,4.9,6.0,0.819,3.4,10.3,13.8,1.9,0.8,1.5,2.5,5.2,24.5
2019,26.0,MEM,NBA,C,19.0,17.0,527.0,10.4,19.1,0.545,0.3,1.2,0.278,10.0,17.8,0.563,4.8,6.2,0.769,3.6,10.3,13.9,2.8,0.4,2.0,3.5,4.4,25.9
2020,27.0,MEM,NBA,C,70.0,70.0,1845.0,8.4,14.4,0.585,0.6,1.8,0.352,7.8,12.6,0.617,2.9,3.9,0.74,4.2,11.2,15.4,2.6,0.6,1.5,2.5,3.6,20.4
2021,28.0,MEM,NBA,C,11.0,11.0,301.0,7.7,14.4,0.533,0.5,1.6,0.308,7.2,12.8,0.561,3.8,5.0,0.762,3.7,10.4,14.1,2.4,1.1,1.3,3.1,4.7,19.6
