PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Horace Grant,29,21,21,869,7.5,13.8,0.54,0.0,0.1,0.0,7.5,13.7,0.545,2.8,3.6,0.763,4.6,9.0,13.5,2.4,1.3,1.5,1.6,4.2,17.7,,123,111
Anfernee Hardaway,23,21,21,849,9.1,19.3,0.47200000000000003,2.5,6.3,0.40399999999999997,6.6,13.0,0.505,5.3,7.0,0.757,1.9,3.1,5.0,10.2,2.5,0.9,4.6,4.4,26.1,,116,114
Nick Anderson,27,21,21,814,7.1,15.8,0.44799999999999995,2.7,7.1,0.38299999999999995,4.4,8.7,0.5,2.8,4.2,0.6829999999999999,1.4,5.2,6.6,4.3,2.2,0.7,2.0,3.2,19.7,,116,113
Shaquille O'Neal,22,21,21,805,13.0,22.6,0.5770000000000001,0.0,0.0,,13.0,22.6,0.5770000000000001,9.9,17.4,0.5710000000000001,6.3,10.3,16.7,4.7,1.2,2.7,4.9,5.6,36.0,,116,109
Dennis Scott,26,21,15,746,7.8,19.0,0.413,4.0,10.9,0.371,3.8,8.1,0.469,2.4,2.9,0.85,0.6,3.9,4.5,3.2,1.6,0.4,2.4,4.5,22.2,,109,115
Brian Shaw,28,21,0,355,7.3,18.6,0.39,3.3,8.6,0.386,3.9,10.0,0.39399999999999996,3.0,4.8,0.625,2.6,6.8,9.4,10.0,1.7,0.6,3.9,7.4,20.9,,109,113
Donald Royal,28,18,6,198,3.0,9.0,0.33299999999999996,0.0,0.0,,3.0,9.0,0.33299999999999996,4.1,5.4,0.75,1.6,3.5,5.2,2.4,0.8,0.0,3.5,6.0,10.0,,85,118
Jeff Turner,32,18,0,179,5.1,12.0,0.425,3.3,6.6,0.5,1.8,5.4,0.33299999999999996,1.2,1.2,1.0,1.2,6.3,7.5,3.3,1.2,0.9,1.8,13.2,14.7,,117,113
Anthony Bowie,31,17,0,118,9.6,19.1,0.5,2.3,3.2,0.7140000000000001,7.3,15.9,0.457,3.6,4.1,0.889,1.8,3.6,5.5,8.2,0.5,0.5,3.6,10.5,25.0,,119,118
Tree Rollins,39,14,0,81,2.0,3.3,0.6,0.0,0.0,,2.0,3.3,0.6,0.7,2.7,0.25,2.7,1.3,4.0,0.0,0.0,4.0,2.7,12.6,4.6,,77,117
Anthony Avent,25,7,0,40,4.0,9.4,0.429,0.0,1.3,0.0,4.0,8.1,0.5,4.0,5.4,0.75,5.4,5.4,10.7,0.0,0.0,1.3,2.7,14.8,12.1,,104,116
Brooks Thompson,24,3,0,11,14.6,19.5,0.75,14.6,19.5,0.75,0.0,0.0,,14.6,19.5,0.75,4.9,4.9,9.8,14.6,0.0,4.9,9.8,4.9,58.6,,156,114
