PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Karl Malone,31,5,5,216,11.9,25.5,0.466,0.2,0.7,0.33299999999999996,11.6,24.8,0.47,13.4,19.3,0.6920000000000001,3.7,12.6,16.4,4.7,1.7,0.5,3.5,4.5,37.4,,114,118
John Stockton,32,5,5,193,9.4,20.5,0.45899999999999996,2.2,5.5,0.4,7.2,15.0,0.48100000000000004,3.6,4.7,0.765,1.7,3.1,4.7,14.1,1.9,0.3,3.9,3.6,24.7,,116,122
Jeff Hornacek,31,5,5,178,7.8,15.3,0.51,2.1,3.9,0.5379999999999999,5.7,11.4,0.5,3.3,4.2,0.7859999999999999,0.9,0.9,1.8,6.0,2.4,0.3,2.1,5.7,21.0,,122,122
David Benoit,26,5,5,167,6.7,14.4,0.467,3.5,8.0,0.44,3.2,6.4,0.5,1.9,2.9,0.667,2.2,6.7,9.0,1.3,0.6,1.3,3.2,3.2,18.9,,104,122
Antoine Carr,33,5,0,114,6.6,14.6,0.452,0.0,0.0,,6.6,14.6,0.452,9.4,11.3,0.833,1.4,5.6,7.0,3.3,1.4,2.3,1.9,12.2,22.5,,120,119
James Donaldson,37,5,5,76,3.5,4.2,0.833,0.0,0.0,,3.5,4.2,0.833,2.8,2.8,1.0,2.1,4.2,6.3,0.0,0.0,2.1,1.4,5.6,9.9,,146,123
Adam Keefe,24,4,0,69,5.4,9.3,0.583,0.0,0.0,,5.4,9.3,0.583,3.1,4.7,0.667,6.2,7.0,13.2,1.6,3.9,0.8,0.0,3.1,14.0,,147,116
Tom Chambers,35,5,0,60,9.8,19.6,0.5,0.9,2.7,0.33299999999999996,8.9,16.9,0.526,8.0,11.6,0.6920000000000001,2.7,8.9,11.6,1.8,1.8,0.0,2.7,16.1,28.5,,113,120
Jamie Watson,22,5,0,57,5.6,8.4,0.667,0.0,0.0,,5.6,8.4,0.667,0.0,0.0,,0.9,0.0,0.9,2.8,1.9,0.9,5.6,11.3,11.3,,81,122
Blue Edwards,29,4,0,33,6.5,19.5,0.33299999999999996,1.6,1.6,1.0,4.9,17.8,0.273,0.0,0.0,,1.6,8.1,9.7,4.9,3.2,0.0,4.9,4.9,14.6,,74,118
John Crotty,25,3,0,24,4.5,6.7,0.667,0.0,0.0,,4.5,6.7,0.667,6.7,11.1,0.6,0.0,0.0,0.0,13.4,2.2,0.0,0.0,4.5,15.6,,162,123
Bryon Russell,24,2,0,13,16.5,28.8,0.5710000000000001,8.2,16.5,0.5,8.2,12.3,0.667,4.1,8.2,0.5,4.1,4.1,8.2,12.3,4.1,0.0,0.0,8.2,45.3,,153,117
