PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Charles Oakley,31,11,11,421,6.5,14.4,0.45,0.5,1.3,0.4,6.0,13.1,0.455,5.6,6.7,0.8240000000000001,4.1,8.2,12.3,5.4,2.5,0.8,3.2,5.6,19.1,,113,100
Patrick Ewing,32,11,11,399,11.2,21.8,0.513,0.1,0.4,0.33299999999999996,11.0,21.4,0.516,6.7,9.8,0.6859999999999999,2.4,12.4,14.8,3.8,0.8,3.5,4.2,7.1,29.2,,106,98
Derek Harper,33,11,11,388,8.0,15.7,0.514,3.9,6.7,0.574,4.2,8.9,0.46799999999999997,2.6,3.4,0.75,0.7,4.7,5.5,8.9,1.6,0.1,3.7,4.2,22.5,,120,105
John Starks,29,11,11,380,8.5,18.9,0.45,4.4,10.7,0.41100000000000003,4.1,8.2,0.5,3.8,6.2,0.619,0.3,3.4,3.7,8.4,1.9,0.1,3.8,5.9,25.2,,112,105
Anthony Mason,28,11,0,352,4.9,8.1,0.608,0.0,0.2,0.0,4.9,7.9,0.62,6.8,10.9,0.623,3.6,7.1,10.8,3.8,0.9,0.9,4.1,4.4,16.6,,112,104
Charles Smith,29,11,11,303,9.4,17.5,0.537,0.0,0.4,0.0,9.4,17.1,0.5479999999999999,3.1,5.5,0.5670000000000001,3.7,4.0,7.7,2.4,2.4,3.1,4.4,8.1,21.9,,98,101
Hubert Davis,24,11,0,184,5.1,14.5,0.354,3.0,8.2,0.37,2.1,6.4,0.33299999999999996,0.6,0.6,1.0,0.0,2.1,2.1,2.7,0.3,1.5,2.7,6.1,13.9,,87,108
Greg Anthony,27,11,0,135,6.2,15.7,0.395,2.9,9.5,0.304,3.3,6.2,0.5329999999999999,4.1,4.5,0.909,0.8,3.3,4.1,6.2,0.8,0.8,2.5,11.1,19.4,,113,107
Herb Williams,36,8,0,55,3.0,13.2,0.231,0.0,0.0,,3.0,13.2,0.231,2.0,2.0,1.0,3.0,4.1,7.1,0.0,5.1,5.1,1.0,13.2,8.1,,73,93
Anthony Bonner,26,6,0,38,8.8,16.1,0.545,0.0,1.5,0.0,8.8,14.7,0.6,4.4,8.8,0.5,5.9,5.9,11.7,2.9,1.5,1.5,4.4,8.8,22.0,,103,103
Doug Christie,24,2,0,6,0.0,37.1,0.0,0.0,0.0,,0.0,37.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.3,27.9,0.0,,0,111
Monty Williams,23,1,0,4,27.9,27.9,1.0,0.0,0.0,,27.9,27.9,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,55.7,,200,112
