PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Rod Strickland,28,3,3,126,11.3,27.1,0.415,0.8,2.1,0.4,10.4,25.0,0.41700000000000004,5.8,7.5,0.778,0.4,4.6,5.0,15.4,1.3,0.8,4.2,4.6,29.2,,107,128
Clifford Robinson,28,3,3,119,7.5,20.8,0.36200000000000004,1.8,7.5,0.235,5.7,13.3,0.433,4.0,7.1,0.563,3.1,5.3,8.4,3.5,0.9,0.4,3.5,5.7,20.8,,90,129
Harvey Grant,29,3,3,115,6.4,12.8,0.5,2.3,4.1,0.556,4.1,8.7,0.474,4.6,7.3,0.625,1.4,5.9,7.3,2.7,1.4,0.9,1.8,2.7,19.7,,119,127
Buck Williams,34,3,3,103,4.6,7.7,0.6,0.0,0.0,,4.6,7.7,0.6,3.6,5.6,0.636,4.1,5.6,9.7,0.5,2.0,1.0,2.0,7.1,12.8,,118,125
Otis Thorpe,32,3,0,66,9.6,16.7,0.5710000000000001,0.0,0.0,,9.6,16.7,0.5710000000000001,5.6,8.0,0.7,4.0,6.4,10.4,1.6,0.0,0.0,2.4,9.6,24.7,,119,130
Jerome Kersey,32,3,0,63,13.3,23.4,0.5710000000000001,0.0,1.7,0.0,13.3,21.7,0.615,5.0,7.5,0.667,1.7,5.0,6.7,2.5,2.5,0.8,0.0,9.2,31.7,,128,125
Chris Dudley,29,3,3,59,1.8,2.7,0.667,0.0,0.0,,1.8,2.7,0.667,2.7,7.1,0.375,5.3,8.0,13.4,0.9,0.0,0.9,2.7,7.1,6.2,,99,129
Aaron McKie,22,3,0,34,12.4,21.6,0.5710000000000001,1.5,3.1,0.5,10.8,18.6,0.583,0.0,0.0,,0.0,3.1,3.1,1.5,4.6,0.0,0.0,6.2,26.3,,124,122
Terry Porter,31,3,0,21,17.5,32.5,0.5379999999999999,5.0,12.5,0.4,12.5,20.0,0.625,7.5,12.5,0.6,2.5,2.5,5.0,10.0,0.0,0.0,2.5,15.0,47.6,,128,133
Mark Bryant,29,2,0,6,8.8,17.5,0.5,0.0,0.0,,8.8,17.5,0.5,0.0,17.5,0.0,8.8,8.8,17.5,0.0,0.0,0.0,0.0,8.8,17.5,,85,129
James Edwards,39,1,0,4,0.0,13.1,0.0,0.0,0.0,,0.0,13.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,135
James Robinson,24,2,0,4,26.3,39.4,0.667,26.3,39.4,0.667,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,78.8,,193,135
