PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Michael Jordan,31,10,10,420,15.7,32.4,0.484,1.4,3.9,0.36700000000000005,14.2,28.5,0.5,8.4,10.3,0.81,2.6,5.9,8.5,5.9,3.0,1.8,5.4,3.9,41.1,,110,107
Scottie Pippen,29,10,10,396,8.0,18.1,0.44299999999999995,1.9,5.3,0.368,6.1,12.9,0.473,6.6,9.8,0.6759999999999999,3.3,8.6,11.9,8.0,1.9,1.4,3.7,5.5,24.7,,114,107
Toni Kukoč,26,10,10,372,7.8,16.4,0.47700000000000004,2.1,4.7,0.43799999999999994,5.8,11.6,0.494,2.7,3.8,0.6920000000000001,2.9,7.1,10.0,8.4,1.5,0.3,2.8,3.4,20.3,,119,110
B.J. Armstrong,27,10,10,288,6.9,15.0,0.456,2.5,5.5,0.44799999999999995,4.4,9.5,0.46,3.4,4.2,0.818,0.8,2.7,3.4,5.1,1.1,0.0,1.1,4.0,19.6,,126,115
Luc Longley,26,10,8,204,6.5,13.4,0.48,0.0,0.0,,6.5,13.4,0.48,2.2,2.7,0.8,1.6,7.0,8.6,3.0,1.9,1.3,2.7,11.0,15.1,,100,108
Steve Kerr,29,10,0,193,5.4,11.4,0.475,2.3,5.4,0.42100000000000004,3.1,6.0,0.524,1.4,1.4,1.0,0.3,1.4,1.7,4.3,0.3,0.0,0.0,4.0,14.5,,141,118
Will Perdue,29,10,2,176,5.9,11.5,0.514,0.0,0.0,,5.9,11.5,0.514,3.7,6.5,0.5710000000000001,5.6,9.3,15.0,1.9,0.3,0.9,3.1,8.4,15.6,,106,110
Bill Wennington,31,10,0,133,8.7,21.0,0.41200000000000003,0.0,0.0,,8.7,21.0,0.41200000000000003,2.5,2.5,1.0,4.9,6.6,11.5,1.2,1.2,1.2,3.3,13.2,19.8,,94,110
Jud Buechler,26,10,0,104,4.7,11.1,0.429,0.0,1.1,0.0,4.7,10.0,0.474,1.1,2.1,0.5,5.8,4.7,10.5,2.6,2.1,1.6,1.6,7.9,10.5,,106,110
Pete Myers,31,9,0,79,3.5,9.7,0.35700000000000004,0.7,1.4,0.5,2.8,8.3,0.33299999999999996,1.4,4.2,0.33299999999999996,4.2,2.8,6.9,5.6,2.8,0.7,2.8,6.9,9.0,,93,111
Ron Harper,31,6,0,40,8.2,19.2,0.429,0.0,2.7,0.0,8.2,16.5,0.5,0.0,0.0,,2.7,5.5,8.2,5.5,4.1,1.4,1.4,8.2,16.5,,102,105
Corie Blount,26,8,0,20,0.0,8.2,0.0,0.0,2.7,0.0,0.0,5.5,0.0,0.0,0.0,,2.7,11.0,13.7,0.0,0.0,0.0,2.7,13.7,0.0,,18,110
