Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002,22,2568,ORL,Orlando Magic,Jeryl Sasser,1979-02-13,22.0,NBA,SG,7,0,36,3.0,14.0,0.21,0.0,0.0,,3.0,14.0,0.21,4.0,5.0,0.8,3.0,4.0,7.0,2.0,3.0,0.0,2.0,3.0,10.0
2003,22,2568,ORL,Orlando Magic,Jeryl Sasser,1979-02-13,23.0,NBA,SG,75,4,1025,2.2,7.3,0.31,0.5,1.5,0.3,1.8,5.7,0.31,1.9,2.7,0.68,2.2,4.2,6.5,2.3,1.6,0.4,1.4,3.2,6.8
