PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Al Jefferson,27,4,4,141,13.3,25.2,0.529,0.0,0.4,0.0,13.3,24.8,0.537,0.4,1.5,0.25,2.6,10.0,12.6,3.7,1.9,1.1,1.9,3.7,27.0,,109,110
Paul Millsap,26,4,4,139,7.5,20.3,0.37,0.0,1.1,0.0,7.5,19.2,0.392,3.0,6.0,0.5,6.4,10.1,16.5,0.8,0.4,3.8,3.4,4.1,18.0,,84,109
Gordon Hayward,21,4,4,123,2.5,14.0,0.182,0.4,5.1,0.083,2.1,8.9,0.23800000000000002,6.8,6.8,1.0,0.8,3.8,4.7,5.1,1.3,0.0,1.3,1.7,12.3,,92,115
Devin Harris,28,4,4,120,8.3,20.9,0.396,1.7,6.5,0.267,6.5,14.4,0.455,4.4,6.1,0.7140000000000001,0.0,2.6,2.6,6.5,1.3,0.9,5.2,6.1,22.6,,90,114
Derrick Favors,20,4,1,116,6.8,16.2,0.41700000000000004,0.0,0.0,,6.8,16.2,0.41700000000000004,7.7,13.1,0.586,6.3,10.8,17.1,0.9,2.3,2.7,2.3,5.0,21.2,,104,106
DeMarre Carroll,25,4,0,73,6.4,13.6,0.474,0.7,3.6,0.2,5.7,10.0,0.5710000000000001,0.0,0.0,,5.0,5.7,10.7,2.1,1.4,0.7,2.1,6.4,13.6,,103,113
Jamaal Tinsley,33,4,0,65,4.0,16.1,0.25,0.8,3.2,0.25,3.2,12.9,0.25,3.2,3.2,1.0,0.0,1.6,1.6,9.6,1.6,0.0,4.8,5.6,12.1,,75,115
Alec Burks,20,4,0,63,5.8,23.2,0.25,0.0,1.7,0.0,5.8,21.6,0.26899999999999996,9.9,11.6,0.857,4.1,5.0,9.1,2.5,1.7,0.0,2.5,3.3,21.6,,89,114
Josh Howard,31,4,3,63,4.1,14.1,0.294,0.8,1.7,0.5,3.3,12.4,0.267,3.3,4.1,0.8,3.3,8.3,11.6,3.3,1.7,0.8,1.7,2.5,12.4,,93,111
Enes Kanter,19,4,0,43,8.5,19.4,0.43799999999999994,0.0,0.0,,8.5,19.4,0.43799999999999994,0.0,1.2,0.0,9.7,9.7,19.4,1.2,0.0,4.9,4.9,8.5,17.0,,85,108
Blake Ahearn,27,3,0,8,13.1,19.6,0.667,6.5,6.5,1.0,6.5,13.1,0.5,0.0,0.0,,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,32.6,,182,120
Jeremy Evans,24,2,0,7,0.0,7.5,0.0,0.0,0.0,,0.0,7.5,0.0,14.9,14.9,1.0,0.0,22.4,22.4,7.5,7.5,0.0,0.0,7.5,14.9,,140,93
