Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1992,4,1503,CHO,Charlotte Hornets,Larry Johnson,1969-03-14,22.0,NBA,PF,82.0,77.0,3047.0,616.0,1258.0,0.49,5.0,22.0,0.23,611.0,1236.0,0.49,0.49,339.0,409.0,0.83,323.0,576.0,899.0,292.0,81.0,51.0,160.0,225.0,1576.0,0.0
1993,4,1503,CHO,Charlotte Hornets,Larry Johnson,1969-03-14,23.0,NBA,PF,82.0,82.0,3323.0,728.0,1385.0,0.53,18.0,71.0,0.25,710.0,1314.0,0.54,0.53,336.0,438.0,0.77,281.0,583.0,864.0,353.0,53.0,27.0,227.0,187.0,1810.0,2.0
1994,4,1503,CHO,Charlotte Hornets,Larry Johnson,1969-03-14,24.0,NBA,PF,51.0,51.0,1757.0,346.0,672.0,0.52,5.0,21.0,0.24,341.0,651.0,0.52,0.52,137.0,197.0,0.7,143.0,305.0,448.0,184.0,29.0,14.0,116.0,131.0,834.0,1.0
1995,4,1503,CHO,Charlotte Hornets,Larry Johnson,1969-03-14,25.0,NBA,PF,81.0,81.0,3234.0,585.0,1219.0,0.48,81.0,210.0,0.39,504.0,1009.0,0.5,0.51,274.0,354.0,0.77,190.0,395.0,585.0,369.0,78.0,28.0,207.0,174.0,1525.0,1.0
1996,4,1503,CHO,Charlotte Hornets,Larry Johnson,1969-03-14,26.0,NBA,PF,81.0,81.0,3274.0,583.0,1225.0,0.48,67.0,183.0,0.37,516.0,1042.0,0.5,0.5,427.0,564.0,0.76,249.0,434.0,683.0,355.0,55.0,43.0,182.0,173.0,1660.0,1.0
1997,20,1503,NYK,New York Knicks,Larry Johnson,1969-03-14,27.0,NBA,SF,76.0,76.0,2613.0,376.0,735.0,0.51,34.0,105.0,0.32,342.0,630.0,0.54,0.54,190.0,274.0,0.69,165.0,228.0,393.0,174.0,64.0,36.0,136.0,249.0,976.0,0.0
1998,20,1503,NYK,New York Knicks,Larry Johnson,1969-03-14,28.0,NBA,SF,70.0,70.0,2412.0,429.0,884.0,0.48,15.0,63.0,0.24,414.0,821.0,0.5,0.49,214.0,283.0,0.76,175.0,226.0,401.0,150.0,40.0,13.0,127.0,193.0,1087.0,0.0
1999,20,1503,NYK,New York Knicks,Larry Johnson,1969-03-14,29.0,NBA,PF,49.0,48.0,1639.0,210.0,458.0,0.46,33.0,92.0,0.36,177.0,366.0,0.48,0.5,134.0,164.0,0.82,91.0,193.0,284.0,119.0,34.0,10.0,89.0,147.0,587.0,0.0
2000,20,1503,NYK,New York Knicks,Larry Johnson,1969-03-14,30.0,NBA,PF,70.0,68.0,2281.0,282.0,652.0,0.43,58.0,174.0,0.33,224.0,478.0,0.47,0.48,128.0,167.0,0.77,87.0,293.0,380.0,175.0,42.0,7.0,94.0,205.0,750.0,0.0
2001,20,1503,NYK,New York Knicks,Larry Johnson,1969-03-14,31.0,NBA,PF,65.0,65.0,2105.0,246.0,598.0,0.41,51.0,163.0,0.31,195.0,435.0,0.45,0.45,102.0,128.0,0.8,90.0,273.0,363.0,127.0,39.0,29.0,97.0,209.0,645.0,0.0
