Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,23,1652,PHI,Philadelphia 76Ers,Kyle Korver,"March 17, 1981",22.0,NBA,SF,74.0,0.0,882.0,4.7,13.3,0.35,3.3,8.4,0.39,1.4,4.9,0.28,0.8,1.0,0.79,1.2,3.3,4.5,1.6,1.0,0.3,1.7,4.2,13.5
2005,23,1652,PHI,Philadelphia 76Ers,Kyle Korver,"March 17, 1981",23.0,NBA,SF,82.0,57.0,2667.0,4.3,10.2,0.42,3.1,7.5,0.4,1.2,2.7,0.45,1.1,1.3,0.85,0.5,4.6,5.1,2.5,1.4,0.4,1.4,3.6,12.7
2006,23,1652,PHI,Philadelphia 76Ers,Kyle Korver,"March 17, 1981",24.0,NBA,SF,82.0,43.0,2563.0,4.6,10.7,0.43,2.6,6.2,0.42,2.0,4.5,0.44,1.4,1.7,0.85,0.4,3.4,3.8,2.3,0.9,0.4,1.4,3.1,13.2
2007,23,1652,PHI,Philadelphia 76Ers,Kyle Korver,"March 17, 1981",25.0,NBA,SF,74.0,1.0,2288.0,5.9,13.3,0.44,2.1,4.8,0.43,3.8,8.5,0.45,3.0,3.3,0.91,0.5,3.6,4.1,1.7,0.9,0.3,1.8,3.0,16.8
2008,31,1652,TOT,Total After Trade,Kyle Korver,"March 17, 1981",26.0,NBA,"PF,SG",75.0,0.0,1732.0,5.3,12.0,0.44,2.3,6.2,0.38,3.0,5.8,0.52,2.5,2.7,0.92,0.4,3.1,3.6,2.1,0.9,0.6,1.6,4.0,15.4
2008,23,1652,PHI,Philadelphia 76Ers,Kyle Korver,"March 17, 1981",26.0,NBA,PF,25.0,0.0,657.0,4.9,12.4,0.4,2.1,5.9,0.35,2.8,6.5,0.44,1.7,1.9,0.91,0.7,3.3,4.0,1.8,1.1,0.3,1.5,3.7,13.6
2008,29,1652,UTA,Utah Jazz,Kyle Korver,"March 17, 1981",26.0,NBA,SG,50.0,0.0,1075.0,5.5,11.7,0.47,2.4,6.3,0.39,3.1,5.4,0.57,2.9,3.2,0.92,0.3,3.0,3.3,2.3,0.7,0.8,1.6,4.2,16.4
2009,29,1652,UTA,Utah Jazz,Kyle Korver,"March 17, 1981",27.0,NBA,SF,78.0,2.0,1874.0,4.7,10.8,0.44,2.0,5.1,0.39,2.7,5.6,0.48,2.2,2.4,0.88,0.7,4.3,5.0,2.6,0.9,0.6,1.7,3.3,13.5
2010,29,1652,UTA,Utah Jazz,Kyle Korver,"March 17, 1981",28.0,NBA,SG,52.0,0.0,952.0,5.2,10.6,0.49,2.2,4.2,0.54,3.0,6.4,0.46,1.5,1.9,0.8,0.4,3.8,4.2,3.4,1.0,0.5,1.6,2.9,14.1
2011,5,1652,CHI,Chicago Bulls,Kyle Korver,"March 17, 1981",29.0,NBA,SG,82.0,0.0,1649.0,5.3,12.2,0.43,2.6,6.3,0.42,2.7,5.9,0.46,1.7,1.9,0.88,0.3,3.0,3.3,2.7,0.8,0.4,1.3,3.4,14.9
2012,5,1652,CHI,Chicago Bulls,Kyle Korver,"March 17, 1981",30.0,NBA,SG,65.0,7.0,1469.0,4.4,10.1,0.43,2.9,6.6,0.44,1.5,3.5,0.43,1.3,1.6,0.83,0.6,3.3,3.9,2.7,0.9,0.4,1.3,2.7,13.0
2013,1,1652,ATL,Atlanta Hawks,Kyle Korver,"March 17, 1981",31.0,NBA,SF,74.0,60.0,2259.0,4.4,9.6,0.46,3.0,6.6,0.46,1.4,3.0,0.47,1.1,1.2,0.86,0.4,4.3,4.7,2.3,1.1,0.6,1.1,2.7,12.9
